Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,45.260438,[13 44] ; [39  4],[29.64 27.36] ; [22.36 20.64],1
d5,1,0.0,34.557885,[24 34] ; [42  1],[37.9009901 20.0990099] ; [28.0990099 14.9009901],1
d4,1,0.0,27.728148,[28 30] ; [41  1],[40.02 17.98] ; [28.98 13.02],1
d2,1,0.0,27.084971,[12 46] ; [30 11],[24.60606061 33.39393939] ; [17.39393939 23.60606061],1
v2,1,0.00475,7.972328,[14 41] ; [22 19],[20.625 34.375] ; [15.375 25.625],0
a5,1,0.007801,7.078605,[25 33] ; [30 13],[31.58415842 26.41584158] ; [23.41584158 19.58415842],0
a4,1,0.011695,6.356548,[16 42] ; [22 20],[22.04 35.96] ; [15.96 26.04],0
r2,1,0.017825,5.613301,[26 29] ; [28 11],[31.59574468 23.40425532] ; [22.40425532 16.59574468],0
p7,1,0.020097,5.40348,[20 37] ; [ 6 36],[14.96969697 42.03030303] ; [11.03030303 30.96969697],0
a7,1,0.025329,5.001232,[21 36] ; [25 17],[26.48484848 30.51515152] ; [19.51515152 22.48484848],0
r3,1,0.028244,4.813119,[23 32] ; [27 15],[28.35051546 26.64948454] ; [21.64948454 20.35051546],0
s2,1,0.040516,4.196162,[11 47] ; [16 27],[15.5049505 42.4950495] ; [11.4950495 31.5049505],0
a3,1,0.060339,3.528052,[30 26] ; [31 12],[34.50505051 21.49494949] ; [26.49494949 16.50505051],0
s3,1,0.065872,3.383009,[16 40] ; [20 23],[20.36363636 35.63636364] ; [15.63636364 27.36363636],0
n5,1,0.099598,2.711968,[39 17] ; [23 20],[35.07070707 20.92929293] ; [26.92929293 16.07070707],0
n2,1,0.109125,2.566842,[15  9] ; [ 9 14],[12.25531915 11.74468085] ; [11.74468085 11.25531915],0
a2,1,0.134493,2.239863,[ 4 54] ; [ 7 36],[ 6.31683168 51.68316832] ; [ 4.68316832 38.31683168],0
a6,1,0.135065,2.233301,[25 33] ; [25 18],[28.71287129 29.28712871] ; [21.28712871 21.71287129],0
n1,1,0.142908,2.146362,[10 14] ; [ 5 18],[ 7.65957447 16.34042553] ; [ 7.34042553 15.65957447],0
p3,1,0.167336,1.906649,[ 9 49] ; [11 30],[11.71717172 46.28282828] ; [ 8.28282828 32.71717172],0
s5,1,0.178114,1.813288,[ 8 50] ; [10 31],[10.54545455 47.45454545] ; [ 7.45454545 33.54545455],0
p4,1,0.188365,1.730357,[11 47] ; [13 30],[13.78217822 44.21782178] ; [10.21782178 32.78217822],0
u3,1,0.18897,1.725631,[ 6 22] ; [5 7],[ 7.7 20.3] ; [3.3 8.7],0
v3,1,0.215523,1.533935,[10 47] ; [12 31],[12.54 44.46] ; [ 9.46 33.54],0
s7,1,0.233017,1.422353,[12 42] ; [13 26],[14.51612903 39.48387097] ; [10.48387097 28.51612903],0
v4,1,0.239507,1.383491,[28 27] ; [27 16],[30.86734694 24.13265306] ; [24.13265306 18.86734694],0
b2,1,0.250864,1.318486,[15 18] ; [ 8 18],[12.86440678 20.13559322] ; [10.13559322 15.86440678],0
b3,1,0.250864,1.318486,[15 18] ; [ 8 18],[12.86440678 20.13559322] ; [10.13559322 15.86440678],0
n6,1,0.345269,0.89077,[28 27] ; [26 17],[30.30612245 24.69387755] ; [23.69387755 19.30612245],0
s8,1,0.361094,0.834085,[ 7 51] ; [ 8 35],[ 8.61386139 49.38613861] ; [ 6.38613861 36.61386139],0
p1,1,0.409236,0.681018,[ 4 54] ; [ 5 38],[ 5.16831683 52.83168317] ; [ 3.83168317 39.16831683],0
a8,1,0.414264,0.666529,[ 5 50] ; [ 2 40],[ 3.96907216 51.03092784] ; [ 3.03092784 38.96907216],0
r1,1,0.465784,0.53196,[16 41] ; [15 28],[17.67 39.33] ; [13.33 29.67],0
s6,1,0.48202,0.494291,[19 39] ; [17 26],[20.67326733 37.32673267] ; [15.32673267 27.67326733],0
a1,1,0.490398,0.475652,[ 8 50] ; [ 4 39],[ 6.89108911 51.10891089] ; [ 5.10891089 37.89108911],0
p2,1,0.530435,0.393559,[32 26] ; [20 21],[30.46464646 27.53535354] ; [21.53535354 19.46464646],0
b4,1,0.550885,0.355733,[33 25] ; [27 16],[34.45544554 23.54455446] ; [25.54455446 17.45544554],0
b5,1,0.56291,0.334691,[29 29] ; [24 19],[30.43564356 27.56435644] ; [22.56435644 20.43564356],0
p11,1,0.647804,0.20868,[23 35] ; [19 24],[24.11881188 33.88118812] ; [17.88118812 25.11881188],0
u1,1,0.658007,0.195954,[ 4 54] ; [ 4 39],[ 4.59405941 53.40594059] ; [ 3.40594059 39.59405941],0
p9,1,0.686463,0.162941,[31 25] ; [21 20],[30.02061856 25.97938144] ; [21.97938144 19.02061856],0
p6,1,0.734748,0.114797,[ 7 50] ; [ 6 35],[ 7.56122449 49.43877551] ; [ 5.43877551 35.56122449],0
