Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.447252,[87 19] ; [ 5 23],[72.7761194 33.2238806] ; [19.2238806  8.7761194],1
v4,1,0.0,28.760388,[97  8] ; [14 14],[87.63157895 17.36842105] ; [23.36842105  4.63157895],1
r1,1,0.00039,12.579886,[73 33] ; [ 9 19],[64.86567164 41.13432836] ; [17.13432836 10.86567164],1
s3,1,0.001232,10.44143,[57 45] ; [ 6 22],[49.43076923 52.56923077] ; [13.56923077 14.43076923],0
b1,1,0.001665,9.88635,[37 69] ; [19  9],[44.29850746 61.70149254] ; [11.70149254 16.29850746],0
n6,1,0.001799,9.743851,[83 23] ; [13 14],[76.5112782 29.4887218] ; [19.4887218  7.5112782],0
r3,1,0.001869,9.673735,[91 15] ; [16 11],[85.27819549 20.72180451] ; [21.72180451  5.27819549],0
u3,1,0.002536,9.114583,[29 27] ; [ 1 13],[24. 32.] ; [6. 8.],0
a6,1,0.002932,8.849057,[60 46] ; [ 7 21],[53. 53.] ; [14. 14.],0
v3,1,0.013954,6.043956,[31 73] ; [ 2 26],[26. 78.] ; [ 7. 21.],0
n2,1,0.024887,5.031766,[29  5] ; [9 7],[25.84  8.16] ; [12.16  3.84],0
a7,1,0.031568,4.621789,[62 44] ; [10 18],[56.95522388 49.04477612] ; [15.04477612 12.95522388],0
s6,1,0.034916,4.449278,[53 51] ; [ 8 20],[48.06060606 55.93939394] ; [12.93939394 15.06060606],0
v1,1,0.055238,3.674873,[46 56] ; [ 7 21],[41.58461538 60.41538462] ; [11.41538462 16.58461538],0
s2,1,0.072219,3.231846,[41 62] ; [ 6 22],[36.95419847 66.04580153] ; [10.04580153 17.95419847],0
p6,1,0.074755,3.175396,[24 82] ; [ 2 25],[20.72180451 85.27819549] ; [ 5.27819549 21.72180451],0
d3,1,0.092837,2.824476,[49 57] ; [ 8 20],[45.08955224 60.91044776] ; [11.91044776 16.08955224],0
p9,1,0.09825,2.733718,[75 29] ; [15 12],[71.45038168 32.54961832] ; [18.54961832  8.45038168],0
v2,1,0.101834,2.676583,[35 65] ; [ 5 22],[31.49606299 68.50393701] ; [ 8.50393701 18.49606299],0
p11,1,0.105592,2.618982,[74 32] ; [15 13],[70.40298507 35.59701493] ; [18.59701493  9.40298507],0
n4,1,0.139535,2.183081,[65 40] ; [13 15],[61.57894737 43.42105263] ; [16.42105263 11.57894737],0
a1,1,0.142094,2.155131,[  4 102] ; [ 3 25],[  5.53731343 100.46268657] ; [ 1.46268657 26.53731343],0
s7,1,0.144792,2.126277,[33 67] ; [ 5 22],[29.92125984 70.07874016] ; [ 8.07874016 18.92125984],0
p2,1,0.188095,1.732477,[71 35] ; [15 13],[68.02985075 37.97014925] ; [17.97014925 10.02985075],0
s5,1,0.20372,1.6155,[22 81] ; [ 3 25],[19.65648855 83.34351145] ; [ 5.34351145 22.65648855],0
n3,1,0.205903,1.6,[22 10] ; [8 8],[20. 12.] ; [10.  6.],0
p10,1,0.362926,0.827742,[67 36] ; [15 12],[64.96923077 38.03076923] ; [17.03076923  9.96923077],0
a5,1,0.367301,0.812774,[44 62] ; [ 9 19],[41.92537313 64.07462687] ; [11.07462687 16.92537313],0
b5,1,0.419959,0.65043,[62 44] ; [14 14],[60.11940299 45.88059701] ; [15.88059701 12.11940299],0
d4,1,0.420234,0.649661,[54 51] ; [12 16],[52.10526316 52.89473684] ; [13.89473684 14.10526316],0
n1,1,0.451553,0.56675,[14 19] ; [ 5 11],[12.79591837 20.20408163] ; [6.20408163 9.79591837],0
d2,1,0.456552,0.554335,[26 80] ; [ 5 23],[24.52238806 81.47761194] ; [ 6.47761194 21.52238806],0
s8,1,0.456552,0.554335,[26 80] ; [ 5 23],[24.52238806 81.47761194] ; [ 6.47761194 21.52238806],0
p8,1,0.461105,0.54321,[35 70] ; [ 7 20],[33.40909091 71.59090909] ; [ 8.59090909 18.40909091],0
p4,1,0.475662,0.508792,[29 74] ; [ 6 22],[27.51908397 75.48091603] ; [ 7.48091603 20.51908397],0
b3,1,0.495636,0.464268,[23 41] ; [ 4 11],[21.87341772 42.12658228] ; [5.12658228 9.87341772],0
b2,1,0.495636,0.464268,[23 41] ; [ 4 11],[21.87341772 42.12658228] ; [5.12658228 9.87341772],0
p7,1,0.513854,0.426211,[43 58] ; [10 18],[41.49612403 59.50387597] ; [11.50387597 16.49612403],0
u2,1,0.545972,0.364583,[25 31] ; [5 9],[24. 32.] ; [6. 8.],0
a2,1,0.546956,0.362798,[ 7 99] ; [ 1 27],[ 6.32835821 99.67164179] ; [ 1.67164179 26.32835821],0
b4,1,0.559142,0.341192,[54 52] ; [16 12],[55.37313433 50.62686567] ; [14.62686567 13.37313433],0
s1,1,0.628709,0.233815,[ 8 94] ; [ 3 25],[ 8.63076923 93.36923077] ; [ 2.36923077 25.63076923],0
s4,1,0.635787,0.224295,[19 86] ; [ 4 24],[18.15789474 86.84210526] ; [ 4.84210526 23.15789474],0
a3,1,0.660735,0.192632,[49 55] ; [14 13],[50.01526718 53.98473282] ; [12.98473282 14.01526718],0
n5,1,0.689726,0.159382,[71 33] ; [18 10],[70.12121212 33.87878788] ; [18.87878788  9.12121212],0
p1,1,0.71398,0.134335,[ 9 97] ; [ 3 25],[ 9.49253731 96.50746269] ; [ 2.50746269 25.49253731],0
a8,1,0.780895,0.077369,[14 85] ; [ 3 22],[13.57258065 85.42741935] ; [ 3.42741935 21.57258065],0
d1,1,0.794334,0.067958,[  5 101] ; [ 1 27],[  4.74626866 101.25373134] ; [ 1.25373134 26.74626866],0
p12,1,0.850731,0.035414,[  3 101] ; [ 1 27],[  3.15151515 100.84848485] ; [ 0.84848485 27.15151515],0
a4,1,0.869211,0.027113,[20 84] ; [ 5 23],[19.6969697 84.3030303] ; [ 5.3030303 22.6969697],0
p5,1,0.891668,0.018549,[ 7 98] ; [ 2 25],[ 7.15909091 97.84090909] ; [ 1.84090909 25.15909091],0
