Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.019667,5.441176,[15 22] ; [25 12],[20. 17.] ; [20. 17.],0
p1,1,0.164711,1.930435,[ 1 36] ; [ 4 33],[ 2.5 34.5] ; [ 2.5 34.5],0
p11,1,0.242271,1.367332,[23 14] ; [18 19],[20.5 16.5] ; [20.5 16.5],0
p3,1,0.485499,0.486486,[17 20] ; [20 17],[18.5 18.5] ; [18.5 18.5],0
b1,1,0.641817,0.216374,[18 19] ; [20 17],[19. 18.] ; [19. 18.],0
p5,1,0.689624,0.159493,[ 2 33] ; [ 3 34],[ 2.43055556 32.56944444] ; [ 2.56944444 34.43055556],0
