Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.93479,[78 12] ; [20 38],[59.59459459 30.40540541] ; [38.40540541 19.59459459],1
r2,1,3e-06,21.772767,[84  6] ; [35 21],[73.35616438 16.64383562] ; [45.64383562 10.35616438],1
r3,1,2.3e-05,17.945731,[79 10] ; [34 24],[68.41496599 20.58503401] ; [44.58503401 13.41496599],1
v4,1,0.00125,10.415415,[77 12] ; [37 21],[69.02040816 19.97959184] ; [44.97959184 13.02040816],0
a5,1,0.002493,9.145387,[57 33] ; [22 36],[48.04054054 41.95945946] ; [30.95945946 27.04054054],0
u3,1,0.004208,8.191594,[21 16] ; [ 6 22],[15.36923077 21.63076923] ; [11.63076923 16.36923077],0
a7,1,0.007857,7.065719,[61 28] ; [27 31],[53.27891156 35.72108844] ; [34.72108844 23.27891156],0
v1,1,0.010749,6.506342,[34 56] ; [10 46],[27.12328767 62.87671233] ; [16.87671233 39.12328767],0
s4,1,0.021415,5.292681,[ 4 85] ; [ 9 49],[ 7.8707483 81.1292517] ; [ 5.1292517 52.8707483],0
p11,1,0.030054,4.706223,[49 41] ; [21 37],[42.56756757 47.43243243] ; [27.43243243 30.56756757],0
d4,1,0.032718,4.560481,[65 23] ; [33 25],[59.06849315 28.93150685] ; [38.93150685 19.06849315],0
d5,1,0.033117,4.539723,[65 25] ; [32 26],[58.98648649 31.01351351] ; [38.01351351 19.98648649],0
s6,1,0.033669,4.511446,[31 57] ; [11 47],[25.31506849 62.68493151] ; [16.68493151 41.31506849],0
p2,1,0.037684,4.319218,[56 34] ; [26 32],[49.86486486 40.13513514] ; [32.13513514 25.86486486],0
b4,1,0.043218,4.086841,[60 30] ; [29 29],[54.12162162 35.87837838] ; [34.87837838 23.12162162],0
d3,1,0.052037,3.774585,[55 35] ; [26 32],[49.25675676 40.74324324] ; [31.74324324 26.25675676],0
a2,1,0.063794,3.435907,[20 70] ; [ 6 52],[15.81081081 74.18918919] ; [10.18918919 47.81081081],0
d1,1,0.093335,2.815888,[42 48] ; [19 39],[37.09459459 52.90540541] ; [23.90540541 34.09459459],0
b1,1,0.139096,2.187932,[40 50] ; [33 25],[44.39189189 45.60810811] ; [28.60810811 29.39189189],0
s8,1,0.146538,2.107927,[13 75] ; [ 4 54],[10.24657534 77.75342466] ; [ 6.75342466 51.24657534],0
s5,1,0.149504,2.077308,[13 74] ; [ 4 53],[10.27083333 76.72916667] ; [ 6.72916667 50.27083333],0
u1,1,0.152537,2.046699,[11 79] ; [ 3 55],[ 8.51351351 81.48648649] ; [ 5.48648649 52.51351351],0
a1,1,0.15644,2.008301,[ 5 85] ; [ 7 51],[ 7.2972973 82.7027027] ; [ 4.7027027 53.2972973],0
b5,1,0.159269,1.981152,[60 30] ; [32 26],[55.94594595 34.05405405] ; [36.05405405 21.94594595],0
a4,1,0.206488,1.595881,[39 50] ; [19 38],[35.35616438 53.64383562] ; [22.64383562 34.35616438],0
v2,1,0.222462,1.488419,[35 53] ; [17 40],[31.55862069 56.44137931] ; [20.44137931 36.55862069],0
n5,1,0.224293,1.476691,[42 48] ; [33 25],[45.60810811 44.39189189] ; [29.39189189 28.60810811],0
n6,1,0.250195,1.322214,[56 34] ; [30 27],[52.65306122 37.34693878] ; [33.34693878 23.65306122],0
p8,1,0.251655,1.31409,[25 64] ; [11 45],[22.09655172 66.90344828] ; [13.90344828 42.09655172],0
p12,1,0.329912,0.949244,[ 1 88] ; [ 2 56],[ 1.81632653 87.18367347] ; [ 1.18367347 56.81632653],0
a3,1,0.366518,0.815437,[53 35] ; [30 27],[50.37241379 37.62758621] ; [32.62758621 24.37241379],0
p4,1,0.368392,0.809082,[30 60] ; [15 42],[27.55102041 62.44897959] ; [17.44897959 39.55102041],0
a6,1,0.393793,0.727198,[56 34] ; [32 26],[53.51351351 36.48648649] ; [34.48648649 23.51351351],0
p3,1,0.440575,0.594784,[24 66] ; [12 45],[22.04081633 67.95918367] ; [13.95918367 43.04081633],0
d2,1,0.446594,0.579281,[38 51] ; [28 29],[40.23287671 48.76712329] ; [25.76712329 31.23287671],0
p1,1,0.479767,0.499393,[ 5 84] ; [ 5 53],[ 6.05442177 82.94557823] ; [ 3.94557823 54.05442177],0
n1,1,0.53951,0.376448,[16 21] ; [10 18],[14.8 22.2] ; [11.2 16.8],0
u2,1,0.554525,0.349272,[16 20] ; [10 17],[14.85714286 21.14285714] ; [11.14285714 15.85714286],0
p5,1,0.566437,0.328681,[ 3 87] ; [ 1 56],[ 2.44897959 87.55102041] ; [ 1.55102041 55.44897959],0
n2,1,0.566498,0.328578,[23 14] ; [16 13],[21.86363636 15.13636364] ; [17.13636364 11.86363636],0
s3,1,0.613859,0.254594,[24 65] ; [13 43],[22.71034483 66.28965517] ; [14.28965517 41.71034483],0
a8,1,0.626153,0.237314,[ 9 69] ; [ 5 51],[ 8.14925373 69.85074627] ; [ 5.85074627 50.14925373],0
b2,1,0.652317,0.202991,[17 40] ; [13 25],[18. 39.] ; [12. 26.],0
b3,1,0.652317,0.202991,[17 40] ; [13 25],[18. 39.] ; [12. 26.],0
n4,1,0.661281,0.191971,[56 34] ; [34 24],[54.72972973 35.27027027] ; [35.27027027 22.72972973],0
s7,1,0.715242,0.133097,[14 69] ; [ 8 47],[13.23188406 69.76811594] ; [ 8.76811594 46.23188406],0
n3,1,0.76223,0.091539,[23 12] ; [18 11],[22.421875 12.578125] ; [18.578125 10.421875],0
p7,1,0.801273,0.063353,[36 54] ; [22 36],[35.27027027 54.72972973] ; [22.72972973 35.27027027],0
v3,1,0.824591,0.049126,[21 65] ; [13 44],[20.44755245 65.55244755] ; [13.55244755 43.44755245],0
p6,1,0.852892,0.034384,[17 72] ; [11 43],[17.42657343 71.57342657] ; [10.57342657 43.42657343],0
p9,1,0.866992,0.02805,[29 60] ; [19 37],[29.46206897 59.53793103] ; [18.53793103 37.46206897],0
s1,1,0.926775,0.008446,[ 5 84] ; [ 3 54],[ 4.87671233 84.12328767] ; [ 3.12328767 53.87671233],0
