Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,64.917557,[243  28] ; [20 28],[223.42633229  47.57366771] ; [39.57366771  8.42633229],1
n6,1,0.0,25.441632,[248  22] ; [31 16],[237.6340694  32.3659306] ; [41.3659306  5.6340694],1
s4,1,0.000244,13.46079,[ 57 214] ; [22 26],[ 67.11285266 203.88714734] ; [11.88714734 36.11285266],1
a5,1,0.000427,12.410958,[221  51] ; [28 20],[211.65  60.35] ; [37.35 10.65],1
p3,1,0.004398,8.111713,[161 109] ; [18 30],[151.98113208 118.01886792] ; [27.01886792 20.98113208],0
p5,1,0.011036,6.459522,[ 52 216] ; [ 2 45],[ 45.94285714 222.05714286] ; [ 8.05714286 38.94285714],0
d1,1,0.0115,6.386365,[187  85] ; [24 24],[179.35  92.65] ; [31.65 16.35],0
r1,1,0.014037,6.033528,[236  36] ; [35 13],[230.35  41.65] ; [40.65  7.35],0
a8,1,0.027758,4.843023,[ 50 199] ; [ 3 43],[ 44.73559322 204.26440678] ; [ 8.26440678 37.73559322],0
p2,1,0.036392,4.378643,[235  36] ; [36 12],[230.22257053  40.77742947] ; [40.77742947  7.22257053],0
b4,1,0.038227,4.294877,[149 123] ; [34 14],[155.55 116.45] ; [27.45 20.55],0
v3,1,0.043073,4.092537,[123 140] ; [13 30],[116.88888889 146.11111111] ; [19.11111111 23.88888889],0
p4,1,0.052494,3.759947,[185  85] ; [26 22],[179.1509434  90.8490566] ; [31.8490566 16.1509434],0
a4,1,0.054145,3.708233,[143 129] ; [18 30],[136.85 135.15] ; [24.15 23.85],0
u1,1,0.058267,3.586025,[ 68 204] ; [ 6 42],[ 62.9 209.1] ; [11.1 36.9],0
p11,1,0.062644,3.465965,[224  48] ; [34 14],[219.3  52.7] ; [38.7  9.3],0
a3,1,0.070587,3.269325,[227  44] ; [35 13],[222.57680251  48.42319749] ; [39.42319749  8.57680251],0
p6,1,0.099223,2.717988,[126 142] ; [16 31],[120.81269841 147.18730159] ; [21.18730159 25.81269841],0
