Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.001143,10.580857,[1 4] ; [56 12],[3.90410959 1.09589041] ; [53.09589041 14.90410959],0
v4,1,0.002361,9.245614,[3 2] ; [65  3],[4.65753425 0.34246575] ; [63.34246575  4.65753425],0
a7,1,0.011814,6.338608,[1 4] ; [50 18],[3.49315068 1.50684932] ; [47.50684932 20.49315068],0
u1,1,0.063659,3.439384,[1 4] ; [ 2 66],[0.20547945 4.79452055] ; [ 2.79452055 65.20547945],0
b1,1,0.066958,3.356069,[4 1] ; [26 42],[2.05479452 2.94520548] ; [27.94520548 40.05479452],0
s6,1,0.06922,3.301417,[1 4] ; [40 25],[2.92857143 2.07142857] ; [38.07142857 26.92857143],0
a3,1,0.105293,2.623478,[1 4] ; [39 29],[2.73972603 2.26027397] ; [37.26027397 30.73972603],0
p3,1,0.128027,2.31627,[1 4] ; [37 30],[2.63888889 2.36111111] ; [35.36111111 31.63888889],0
r3,1,0.139345,2.185177,[4 1] ; [65  3],[4.7260274 0.2739726] ; [64.2739726  3.7260274],0
p9,1,0.146697,2.106269,[3 2] ; [57 10],[4.16666667 0.83333333] ; [55.83333333 11.16666667],0
n6,1,0.178988,1.806007,[3 2] ; [57 11],[4.10958904 0.89041096] ; [55.89041096 12.10958904],0
a4,1,0.178988,1.806007,[2 3] ; [11 57],[0.89041096 4.10958904] ; [12.10958904 55.89041096],0
u2,1,0.205537,1.602586,[3 1] ; [12 17],[1.81818182 2.18181818] ; [13.18181818 15.81818182],0
a6,1,0.238114,1.391723,[2 3] ; [45 23],[3.21917808 1.78082192] ; [43.78082192 24.21917808],0
p2,1,0.273963,1.196795,[3 2] ; [54 13],[3.95833333 1.04166667] ; [53.04166667 13.95833333],0
p10,1,0.273963,1.196795,[3 2] ; [54 13],[3.95833333 1.04166667] ; [53.04166667 13.95833333],0
n2,1,0.288425,1.126961,[3 1] ; [14  1],[3.57894737 0.42105263] ; [13.42105263  1.57894737],0
a5,1,0.302424,1.063476,[2 3] ; [43 25],[3.08219178 1.91780822] ; [41.91780822 26.08219178],0
d2,1,0.311217,1.025503,[2 3] ; [14 54],[1.09589041 3.90410959] ; [14.90410959 53.09589041],0
u3,1,0.316079,1.005103,[1 3] ; [15 14],[1.93939394 2.06060606] ; [14.06060606 14.93939394],0
p4,1,0.351278,0.868836,[2 3] ; [41 26],[2.98611111 2.01388889] ; [40.01388889 26.98611111],0
s4,1,0.512062,0.429851,[1 4] ; [ 7 60],[0.55555556 4.44444444] ; [ 7.44444444 59.55555556],0
n1,1,0.518217,0.41744,[1 3] ; [6 8],[1.55555556 2.44444444] ; [5.44444444 8.55555556],0
b5,1,0.532947,0.38877,[2 3] ; [37 31],[2.67123288 2.32876712] ; [36.32876712 31.67123288],0
p8,1,0.597365,0.278988,[2 3] ; [35 32],[2.56944444 2.43055556] ; [34.43055556 32.56944444],0
n4,1,0.700781,0.147661,[4 1] ; [49 19],[3.63013699 1.36986301] ; [49.36986301 18.63013699],0
p7,1,0.743052,0.107463,[3 2] ; [45 22],[3.33333333 1.66666667] ; [44.66666667 22.33333333],0
d5,1,0.760066,0.093266,[2 3] ; [32 36],[2.32876712 2.67123288] ; [31.67123288 36.32876712],0
b4,1,0.808533,0.058719,[3 2] ; [37 31],[2.73972603 2.26027397] ; [37.26027397 30.73972603],0
n5,1,0.843751,0.038847,[4 1] ; [51 16],[3.81944444 1.18055556] ; [51.18055556 15.81944444],0
p11,1,0.914468,0.011536,[4 1] ; [53 15],[3.90410959 1.09589041] ; [53.09589041 14.90410959],0
v1,1,0.937539,0.006141,[3 2] ; [39 28],[2.91666667 2.08333333] ; [39.08333333 27.91666667],0
s8,1,0.957866,0.002791,[2 3] ; [26 41],[1.94444444 3.05555556] ; [26.05555556 40.94444444],0
p6,1,0.989525,0.000172,[2 3] ; [27 40],[2.01388889 2.98611111] ; [26.98611111 40.01388889],0
