Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,33.142171,[132  25] ; [16 24],[117.94923858  39.05076142] ; [30.05076142  9.94923858],1
n6,1,9.1e-05,15.307779,[134  22] ; [24 17],[125.11675127  30.88324873] ; [32.88324873  8.11675127],1
s7,1,0.000177,14.062907,[91 60] ; [10 28],[80.69312169 70.30687831] ; [20.30687831 17.69312169],1
s8,1,0.00068,11.544157,[87 71] ; [10 30],[77.4040404 80.5959596] ; [19.5959596 20.4040404],1
p2,1,0.00078,11.288573,[126  29] ; [23 18],[117.83163265  37.16836735] ; [31.16836735  9.83163265],1
s6,1,0.001172,10.534128,[109  44] ; [17 22],[100.40625  52.59375] ; [25.59375 13.40625],0
p3,1,0.001258,10.402631,[86 70] ; [11 30],[76.81218274 79.18781726] ; [20.18781726 20.81218274],0
d5,1,0.003858,8.349559,[126  31] ; [24 17],[118.93939394  38.06060606] ; [31.06060606  9.93939394],0
p9,1,0.004073,8.250779,[127  29] ; [24 16],[120.18367347  35.81632653] ; [30.81632653  9.18367347],0
p10,1,0.004381,8.11871,[126  29] ; [24 16],[119.23076923  35.76923077] ; [30.76923077  9.23076923],0
v3,1,0.007615,7.121779,[71 81] ; [ 9 30],[63.66492147 88.33507853] ; [16.33507853 22.66492147],0
p8,1,0.019163,5.486544,[81 74] ; [13 28],[74.33673469 80.66326531] ; [19.66326531 21.33673469],0
a5,1,0.019622,5.445252,[118  40] ; [23 18],[111.94974874  46.05025126] ; [29.05025126 11.94974874],0
p6,1,0.039348,4.245782,[59 96] ; [ 8 31],[ 53.53092784 101.46907216] ; [13.46907216 25.53092784],0
b3,1,0.050728,3.817227,[56 52] ; [ 6 15],[51.90697674 56.09302326] ; [10.09302326 10.90697674],0
b2,1,0.050728,3.817227,[56 52] ; [ 6 15],[51.90697674 56.09302326] ; [10.09302326 10.90697674],0
s2,1,0.060818,3.514943,[81 76] ; [14 26],[75.7106599 81.2893401] ; [19.2893401 20.7106599],0
d1,1,0.068784,3.311809,[83 75] ; [15 26],[77.80904523 80.19095477] ; [20.19095477 20.80904523],0
n2,1,0.082823,3.008609,[23 13] ; [14  2],[25.61538462 10.38461538] ; [11.38461538  4.61538462],0
s3,1,0.087121,2.92679,[96 61] ; [19 22],[91.18686869 65.81313131] ; [23.81313131 17.18686869],0
p4,1,0.087523,2.919359,[86 70] ; [16 24],[81.18367347 74.81632653] ; [20.81632653 19.18367347],0
d2,1,0.093694,2.809731,[81 77] ; [15 26],[76.22110553 81.77889447] ; [19.77889447 21.22110553],0
b5,1,0.116503,2.463714,[67 91] ; [23 18],[71.45728643 86.54271357] ; [18.54271357 22.45728643],0
b1,1,0.125254,2.350361,[79 79] ; [15 26],[74.63316583 83.36683417] ; [19.36683417 21.63316583],0
s5,1,0.136043,2.222157,[66 87] ; [11 26],[62.00526316 90.99473684] ; [14.99473684 22.00526316],0
p11,1,0.150578,2.066387,[128  30] ; [29 12],[124.65326633  33.34673367] ; [32.34673367  8.65326633],0
