Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,73.01471,[133 174] ; [197  52],[182.21223022 124.78776978] ; [147.78776978 101.21223022],1
v1,1,0.0,25.572172,[150 161] ; [173  76],[179.38035714 131.61964286] ; [143.61964286 105.38035714],1
s8,1,0.000119,14.811552,[132 184] ; [143 103],[154.62633452 161.37366548] ; [120.37366548 125.62633452],1
p3,1,0.000226,13.604779,[149 166] ; [156  92],[170.64831261 144.35168739] ; [134.35168739 113.64831261],1
s7,1,0.000584,11.827128,[151 156] ; [148  83],[170.61895911 136.38104089] ; [128.38104089 102.61895911],1
p12,1,0.000818,11.199798,[ 18 295] ; [ 35 214],[ 29.51779359 283.48220641] ; [ 23.48220641 225.51779359],1
p5,1,0.001318,10.316913,[ 30 285] ; [ 47 202],[ 43.00531915 271.99468085] ; [ 33.99468085 215.00531915],0
n5,1,0.004008,8.280305,[259  55] ; [229  23],[270.72791519  43.27208481] ; [217.27208481  34.72791519],0
a1,1,0.006028,7.541821,[  9 308] ; [ 20 232],[ 16.15641476 300.84358524] ; [ 12.84358524 239.15641476],0
s2,1,0.013708,6.075313,[154 161] ; [146 100],[168.44919786 146.55080214] ; [131.55080214 114.44919786],0
p4,1,0.025268,5.005452,[188 127] ; [170  77],[200.65836299 114.34163701] ; [157.34163701  89.65836299],0
s4,1,0.033323,4.529106,[ 55 255] ; [ 28 220],[ 46.11111111 263.88888889] ; [ 36.88888889 211.11111111],0
d1,1,0.035757,4.408667,[188 129] ; [171  81],[200.00527241 116.99472759] ; [158.99472759  93.00527241],0
v4,1,0.037343,4.334716,[298  17] ; [246   5],[302.75618375  12.24381625] ; [241.24381625   9.75618375],0
p8,1,0.045378,4.004534,[162 149] ; [149  97],[173.64631957 137.35368043] ; [137.35368043 108.64631957],0
p7,1,0.052263,3.767315,[196 114] ; [172  70],[206.66666667 103.33333333] ; [161.33333333  80.66666667],0
d2,1,0.053115,3.740283,[160 157] ; [146 103],[171.38162544 145.61837456] ; [134.61837456 114.38162544],0
p1,1,0.058539,3.578307,[ 24 290] ; [ 31 219],[ 30.62056738 283.37943262] ; [ 24.37943262 225.62056738],0
n6,1,0.076308,3.141842,[273  41] ; [230  21],[279.54336283  34.45663717] ; [223.45663717  27.54336283],0
s5,1,0.091483,2.848076,[104 202] ; [100 144],[113.49818182 192.50181818] ; [ 90.50181818 153.49818182],0
a5,1,0.093077,2.820335,[246  71] ; [209  42],[253.93485915  63.06514085] ; [201.06514085  49.93485915],0
a3,1,0.099683,2.7106,[229  86] ; [196  53],[237.36702128  77.63297872] ; [187.63297872  61.36702128],0
p10,1,0.115943,2.471283,[256  59] ; [213  34],[262.87366548  52.12633452] ; [206.12633452  40.87366548],0
a4,1,0.18758,1.736521,[150 165] ; [133 117],[157.77876106 157.22123894] ; [125.22123894 124.77876106],0
n3,1,0.201582,1.630875,[47 22] ; [28  7],[49.75961538 19.24038462] ; [25.24038462  9.75961538],0
a2,1,0.215751,1.532411,[ 82 235] ; [ 77 175],[ 88.58172232 228.41827768] ; [ 70.41827768 181.58172232],0
b1,1,0.249953,1.323566,[122 195] ; [109 143],[128.69420035 188.30579965] ; [102.30579965 149.69420035],0
n2,1,0.292883,1.10632,[50 21] ; [28  7],[52.24528302 18.75471698] ; [25.75471698  9.24528302],0
u4,1,0.322184,0.980061,[  5 312] ; [  7 245],[  6.68541301 310.31458699] ; [  5.31458699 246.68541301],0
u1,1,0.344268,0.894473,[ 65 252] ; [ 60 192],[ 69.6397188 247.3602812] ; [ 55.3602812 196.6397188],0
d3,1,0.389936,0.739141,[219  98] ; [181  69],[223.63315697  93.36684303] ; [176.36684303  73.63315697],0
s3,1,0.409849,0.679238,[181 135] ; [147  95],[185.74910394 130.25089606] ; [142.25089606  99.74910394],0
b4,1,0.426679,0.631847,[182 135] ; [153  99],[186.6344464 130.3655536] ; [148.3655536 103.6344464],0
a7,1,0.42998,0.622878,[236  81] ; [178  71],[231.86925795  85.13074205] ; [182.13074205  66.86925795],0
