Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,4e-06,21.042722,[47 13] ; [18 33],[35.13513514 24.86486486] ; [29.86486486 21.13513514],1
d5,1,8e-06,20.032039,[52  8] ; [24 27],[41.08108108 18.91891892] ; [34.91891892 16.08108108],1
d1,1,4e-05,16.886154,[33 27] ; [ 9 43],[22.5 37.5] ; [19.5 32.5],1
a6,1,4.2e-05,16.800189,[46 14] ; [20 32],[35.35714286 24.64285714] ; [30.64285714 21.35714286],1
d4,1,0.00038,12.627411,[49 11] ; [26 26],[40.17857143 19.82142857] ; [34.82142857 17.17857143],1
a4,1,0.005174,7.817438,[22 38] ; [ 7 45],[15.53571429 44.46428571] ; [13.46428571 38.53571429],0
d3,1,0.016993,5.697133,[40 20] ; [22 28],[33.81818182 26.18181818] ; [28.18181818 21.81818182],0
p4,1,0.026488,4.923856,[42 16] ; [27 25],[36.38181818 21.61818182] ; [32.61818182 19.38181818],0
p9,1,0.026984,4.891812,[51  9] ; [35 17],[46.07142857 13.92857143] ; [39.92857143 12.07142857],0
s6,1,0.027032,4.888777,[40 18] ; [24 26],[34.37037037 23.62962963] ; [29.62962963 20.37037037],0
p10,1,0.028846,4.776781,[48 11] ; [32 19],[42.90909091 16.09090909] ; [37.09090909 13.90909091],0
p3,1,0.034271,4.481142,[39 20] ; [24 28],[33.48648649 25.51351351] ; [29.51351351 22.48648649],0
s5,1,0.039443,4.241691,[19 38] ; [ 8 42],[14.38317757 42.61682243] ; [12.61682243 37.38317757],0
v4,1,0.048937,3.877499,[49 11] ; [48  3],[52.43243243  7.56756757] ; [44.56756757  6.43243243],0
b3,1,0.050783,3.8154,[14 24] ; [ 6 30],[10.27027027 27.72972973] ; [ 9.72972973 26.27027027],0
b2,1,0.050783,3.8154,[14 24] ; [ 6 30],[10.27027027 27.72972973] ; [ 9.72972973 26.27027027],0
s3,1,0.057644,3.60391,[35 24] ; [21 30],[30.03636364 28.96363636] ; [25.96363636 25.03636364],0
s2,1,0.108235,2.579798,[31 29] ; [19 33],[26.78571429 33.21428571] ; [23.21428571 28.78571429],0
s8,1,0.112453,2.519406,[26 34] ; [15 37],[21.96428571 38.03571429] ; [19.03571429 32.96428571],0
a1,1,0.128918,2.305491,[ 7 53] ; [ 2 50],[ 4.82142857 55.17857143] ; [ 4.17857143 47.82142857],0
d2,1,0.131852,2.270565,[23 37] ; [13 39],[19.28571429 40.71428571] ; [16.71428571 35.28571429],0
p2,1,0.154901,2.023316,[44 14] ; [45  7],[46.92727273 11.07272727] ; [42.07272727  9.92727273],0
n1,1,0.161713,1.958132,[10 10] ; [ 5 13],[ 7.89473684 12.10526316] ; [ 7.10526316 10.89473684],0
