Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000109,14.98109,[35 60] ; [95 58],[49.7983871 45.2016129] ; [80.2016129 72.7983871],1
v2,1,0.000351,12.777837,[47 49] ; [112  45],[60.33201581 35.66798419] ; [98.66798419 58.33201581],1
s5,1,0.000633,11.677551,[32 61] ; [87 66],[44.98780488 48.01219512] ; [74.01219512 78.98780488],1
p7,1,0.001054,10.730155,[58 40] ; [120  33],[69.49800797 28.50199203] ; [108.50199203  44.49800797],0
p6,1,0.001532,10.03956,[36 61] ; [92 68],[48.31128405 48.68871595] ; [79.68871595 80.31128405],0
p4,1,0.003121,8.735153,[60 38] ; [126  35],[70.37837838 27.62162162] ; [115.62162162  45.37837838],0
p9,1,0.004964,7.8926,[84 14] ; [152   7],[89.9922179  8.0077821] ; [146.0077821  12.9922179],0
p8,1,0.005259,7.788269,[50 47] ; [109  49],[60.48235294 36.51764706] ; [98.51764706 59.48235294],0
n5,1,0.006647,7.365928,[72 25] ; [140  20],[80.0155642 16.9844358] ; [131.9844358  28.0155642],0
p5,1,0.010787,6.499996,[ 8 90] ; [ 32 128],[15.19379845 82.80620155] ; [ 24.80620155 135.19379845],0
p3,1,0.02209,5.238646,[52 46] ; [109  53],[60.68461538 37.31538462] ; [100.31538462  61.68461538],0
n2,1,0.022859,5.179172,[17 12] ; [24  4],[20.85964912  8.14035088] ; [20.14035088  7.85964912],0
p10,1,0.026156,4.945694,[81 17] ; [146  13],[86.56031128 11.43968872] ; [140.43968872  18.56031128],0
s2,1,0.029275,4.751372,[65 33] ; [125  34],[72.45136187 25.54863813] ; [117.54863813  41.45136187],0
r2,1,0.04651,3.963023,[92  4] ; [160   1],[94.13229572  1.86770428] ; [157.86770428   3.13229572],0
n1,1,0.061203,3.50447,[10 18] ; [17 11],[13.5 14.5] ; [13.5 14.5],0
r3,1,0.061883,3.486185,[93  5] ; [160   2],[95.36153846  2.63846154] ; [157.63846154   4.36153846],0
s1,1,0.067332,3.346899,[ 6 90] ; [  3 156],[ 3.38823529 92.61176471] ; [  5.61176471 153.38823529],0
u2,1,0.082239,3.020093,[17  4] ; [13 10],[14.31818182  6.68181818] ; [15.68181818  7.31818182],0
p2,1,0.090215,2.870535,[79 19] ; [143  19],[83.67692308 14.32307692] ; [138.32307692  23.67692308],0
