Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000721,11.435178,[ 1 12] ; [23 14],[6.24 6.76] ; [17.76 19.24],1
n6,1,0.000876,11.073661,[ 2 10] ; [27 11],[6.96 5.04] ; [22.04 15.96],1
p10,1,0.00438,8.1193,[ 3 10] ; [26 12],[7.39215686 5.60784314] ; [21.60784314 16.39215686],0
n2,1,0.008605,6.903001,[2 6] ; [17  5],[5.06666667 2.93333333] ; [13.93333333  8.06666667],0
a1,1,0.0089,6.842876,[5 8] ; [ 3 35],[ 2.03921569 10.96078431] ; [ 5.96078431 32.03921569],0
p9,1,0.015021,5.913974,[4 9] ; [25 11],[7.69387755 5.30612245] ; [21.30612245 14.69387755],0
b5,1,0.019727,5.435923,[ 3 10] ; [23 15],[6.62745098 6.37254902] ; [19.37254902 18.62745098],0
p11,1,0.028596,4.791758,[ 2 11] ; [19 19],[5.35294118 7.64705882] ; [15.64705882 22.35294118],0
p8,1,0.035205,4.435204,[ 2 11] ; [18 19],[5.2 7.8] ; [14.8 22.2],0
n3,1,0.043742,4.066506,[2 6] ; [14  7],[4.4137931 3.5862069] ; [11.5862069  9.4137931],0
r1,1,0.044758,4.02775,[ 3 10] ; [21 17],[6.11764706 6.88235294] ; [17.88235294 20.11764706],0
s2,1,0.064402,3.420236,[ 1 12] ; [13 25],[3.56862745 9.43137255] ; [10.43137255 27.56862745],0
p1,1,0.083206,3.00113,[4 9] ; [ 4 34],[ 2.03921569 10.96078431] ; [ 5.96078431 32.03921569],0
b4,1,0.083959,2.986553,[5 8] ; [25 13],[7.64705882 5.35294118] ; [22.35294118 15.64705882],0
s5,1,0.118876,2.432069,[ 1 12] ; [11 27],[3.05882353 9.94117647] ; [ 8.94117647 29.05882353],0
s1,1,0.142495,2.15081,[ 3 10] ; [ 3 35],[ 1.52941176 11.47058824] ; [ 4.47058824 33.52941176],0
p7,1,0.148383,2.088791,[ 2 11] ; [13 22],[4.0625 8.9375] ; [10.9375 24.0625],0
p4,1,0.150082,2.071414,[ 2 11] ; [14 24],[4.07843137 8.92156863] ; [11.92156863 26.07843137],0
n4,1,0.198477,1.653543,[11  2] ; [25 13],[9.17647059 3.82352941] ; [26.82352941 11.17647059],0
a6,1,0.225616,1.468286,[8 5] ; [16 22],[6.11764706 6.88235294] ; [17.88235294 20.11764706],0
s7,1,0.271315,1.210084,[ 2 10] ; [12 24],[3.5 8.5] ; [10.5 25.5],0
s3,1,0.275963,1.186863,[ 3 10] ; [14 21],[4.60416667 8.39583333] ; [12.39583333 22.60416667],0
a7,1,0.295548,1.094173,[5 8] ; [21 17],[6.62745098 6.37254902] ; [19.37254902 18.62745098],0
b2,1,0.319435,0.991259,[5 5] ; [ 8 17],[3.71428571 6.28571429] ; [ 9.28571429 15.71428571],0
b3,1,0.319435,0.991259,[5 5] ; [ 8 17],[3.71428571 6.28571429] ; [ 9.28571429 15.71428571],0
d2,1,0.325457,0.96689,[7 5] ; [16 22],[5.52 6.48] ; [17.48 20.52],0
n5,1,0.422534,0.643258,[11  2] ; [28 10],[9.94117647 3.05882353] ; [29.05882353  8.94117647],0
a5,1,0.442003,0.591076,[7 6] ; [25 13],[8.15686275 4.84313725] ; [23.84313725 14.15686275],0
d1,1,0.442003,0.591076,[6 7] ; [13 25],[4.84313725 8.15686275] ; [14.15686275 23.84313725],0
p5,1,0.446104,0.580532,[ 1 12] ; [ 6 31],[ 1.82 11.18] ; [ 5.18 31.82],0
n1,1,0.500184,0.454545,[4 4] ; [14  8],[4.8 3.2] ; [13.2  8.8],0
d4,1,0.570036,0.322621,[6 7] ; [21 17],[6.88235294 6.11764706] ; [20.11764706 17.88235294],0
v3,1,0.648589,0.207684,[4 9] ; [ 9 28],[3.38 9.62] ; [ 9.62 27.38],0
d5,1,0.672704,0.178456,[7 6] ; [23 15],[7.64705882 5.35294118] ; [22.35294118 15.64705882],0
d3,1,0.686737,0.162641,[7 6] ; [18 20],[6.37254902 6.62745098] ; [18.62745098 19.37254902],0
a3,1,0.693023,0.155833,[8 5] ; [25 12],[8.58 4.42] ; [24.42 12.58],0
a2,1,0.766764,0.087977,[ 1 12] ; [ 4 34],[ 1.2745098 11.7254902] ; [ 3.7254902 34.2745098],0
p3,1,0.774987,0.081715,[4 9] ; [13 24],[4.42 8.58] ; [12.58 24.42],0
b1,1,0.799176,0.064727,[7 6] ; [22 16],[7.39215686 5.60784314] ; [21.60784314 16.39215686],0
v1,1,0.916974,0.010867,[5 8] ; [14 24],[4.84313725 8.15686275] ; [14.15686275 23.84313725],0
a4,1,0.953884,0.003344,[4 8] ; [12 25],[3.91836735 8.08163265] ; [12.08163265 24.91836735],0
s4,1,0.972361,0.0012,[ 2 11] ; [ 6 32],[ 2.03921569 10.96078431] ; [ 5.96078431 32.03921569],0
