Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,36.523076,[ 4 21] ; [66 15],[16.50943396  8.49056604] ; [53.49056604 27.50943396],1
v4,1,0.000252,13.398595,[18  7] ; [79  3],[22.6635514  2.3364486] ; [74.3364486  7.6635514],1
p2,1,0.000432,12.388029,[12 13] ; [68 14],[18.69158879  6.30841121] ; [61.30841121 20.69158879],1
n3,1,0.00131,10.328276,[3 6] ; [26  4],[6.69230769 2.30769231] ; [22.30769231  7.69230769],0
a7,1,0.00262,9.054517,[12 13] ; [64 17],[17.9245283  7.0754717] ; [58.0754717 22.9245283],0
r4,1,0.006329,7.454152,[17  8] ; [74  8],[21.26168224  3.73831776] ; [69.73831776 12.26168224],0
a6,1,0.008609,6.902095,[10 15] ; [56 25],[15.56603774  9.43396226] ; [50.43396226 30.56603774],0
r2,1,0.010489,6.54984,[21  4] ; [79  2],[23.58490566  1.41509434] ; [76.41509434  4.58490566],0
s5,1,0.010832,6.492671,[ 6 19] ; [39 34],[11.47959184 13.52040816] ; [33.52040816 39.47959184],0
s7,1,0.018099,5.586563,[10 11] ; [56 19],[14.4375  6.5625] ; [51.5625 23.4375],0
s8,1,0.027945,4.83144,[ 9 16] ; [50 32],[13.78504673 11.21495327] ; [45.21495327 36.78504673],0
a5,1,0.033834,4.50308,[13 12] ; [61 21],[17.28971963  7.71028037] ; [56.71028037 25.28971963],0
r3,1,0.0672,3.350123,[21  4] ; [77  4],[23.11320755  1.88679245] ; [74.88679245  6.11320755],0
p6,1,0.074424,3.182641,[ 6 19] ; [36 46],[ 9.81308411 15.18691589] ; [32.18691589 49.81308411],0
s1,1,0.074849,3.173356,[ 5 20] ; [ 6 74],[ 2.61904762 22.38095238] ; [ 8.38095238 71.61904762],0
a2,1,0.081829,3.028187,[ 3 22] ; [24 58],[ 6.30841121 18.69158879] ; [20.69158879 61.30841121],0
n5,1,0.100972,2.69012,[12 13] ; [53 27],[15.47619048  9.52380952] ; [49.52380952 30.47619048],0
a4,1,0.113797,2.500683,[ 8 17] ; [41 41],[11.44859813 13.55140187] ; [37.55140187 44.44859813],0
d5,1,0.119949,2.41799,[17  8] ; [66 14],[19.76190476  5.23809524] ; [63.23809524 16.76190476],0
a3,1,0.13373,2.248659,[14 11] ; [59 23],[17.05607477  7.94392523] ; [55.94392523 26.05607477],0
s3,1,0.144138,2.133219,[17  8] ; [67 15],[19.62616822  5.37383178] ; [64.37383178 17.62616822],0
d3,1,0.147299,2.1,[15 10] ; [60 20],[17.85714286  7.14285714] ; [57.14285714 22.85714286],0
d1,1,0.200779,1.6367,[11 14] ; [48 34],[13.78504673 11.21495327] ; [45.21495327 36.78504673],0
a1,1,0.20741,1.589416,[ 3 22] ; [ 4 78],[ 1.63551402 23.36448598] ; [ 5.36448598 76.63551402],0
p8,1,0.210664,1.566854,[11 14] ; [25 57],[ 8.41121495 16.58878505] ; [27.58878505 54.41121495],0
u3,1,0.245876,1.346583,[5 6] ; [14  7],[6.53125 4.46875] ; [12.46875  8.53125],0
p4,1,0.249929,1.323698,[12 13] ; [50 32],[14.48598131 10.51401869] ; [47.51401869 34.48598131],0
v2,1,0.252024,1.312049,[11 14] ; [44 33],[13.48039216 11.51960784] ; [41.51960784 35.48039216],0
v3,1,0.299998,1.074203,[11 13] ; [27 52],[ 8.85436893 15.14563107] ; [29.14563107 49.85436893],0
n1,1,0.329501,0.950857,[2 7] ; [12 18],[3.23076923 5.76923077] ; [10.76923077 19.23076923],0
n6,1,0.353715,0.860084,[17  8] ; [61 18],[18.75  6.25] ; [59.25 19.75],0
b5,1,0.370174,0.803081,[14 11] ; [54 28],[15.88785047  9.11214953] ; [52.11214953 29.88785047],0
u1,1,0.378622,0.775171,[ 4 21] ; [20 62],[ 5.60747664 19.39252336] ; [18.39252336 63.60747664],0
n2,1,0.405033,0.693333,[6 3] ; [24  6],[6.92307692 2.07692308] ; [23.07692308  6.92307692],0
n4,1,0.417887,0.65625,[15 10] ; [55 25],[16.66666667  8.33333333] ; [53.33333333 26.66666667],0
v1,1,0.460029,0.545824,[11 14] ; [43 39],[12.61682243 12.38317757] ; [41.38317757 40.61682243],0
a8,1,0.513962,0.425991,[ 2 21] ; [10 62],[ 2.90526316 20.09473684] ; [ 9.09473684 62.90526316],0
p1,1,0.637103,0.22255,[ 4 21] ; [10 71],[ 3.30188679 21.69811321] ; [10.69811321 70.30188679],0
b4,1,0.639113,0.219904,[13 12] ; [47 35],[14.01869159 10.98130841] ; [45.98130841 36.01869159],0
p7,1,0.656356,0.197981,[12 13] ; [43 38],[12.97169811 12.02830189] ; [42.02830189 38.97169811],0
d2,1,0.673433,0.177613,[13 12] ; [46 35],[13.91509434 11.08490566] ; [45.08490566 35.91509434],0
s6,1,0.692349,0.156555,[22  3] ; [67 12],[21.39423077  3.60576923] ; [67.60576923 11.39423077],0
