Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,36.523076,[ 4 21] ; [66 15],[16.50943396  8.49056604] ; [53.49056604 27.50943396],1
r1,1,0.749405,0.102032,[19  6] ; [64 17],[19.5754717  5.4245283] ; [63.4245283 17.5754717],0
b2,1,0.754042,0.098166,[ 5 10] ; [11 27],[ 4.52830189 10.47169811] ; [11.47169811 26.52830189],0
b3,1,0.754042,0.098166,[ 5 10] ; [11 27],[ 4.52830189 10.47169811] ; [11.47169811 26.52830189],0
b1,1,0.754734,0.097596,[14 11] ; [43 39],[13.31775701 11.68224299] ; [43.68224299 38.31775701],0
u2,1,0.907226,0.013581,[6 5] ; [11 10],[5.84375 5.15625] ; [11.15625  9.84375],0
p5,1,0.932563,0.007161,[ 2 23] ; [ 7 75],[ 2.10280374 22.89719626] ; [ 6.89719626 75.10280374],0
u4,1,0.937201,0.006208,[ 1 24] ; [ 3 79],[ 0.93457944 24.06542056] ; [ 3.06542056 78.93457944],0
d4,1,0.978399,0.000733,[20  5] ; [65 16],[20.04716981  4.95283019] ; [64.95283019 16.04716981],0
p3,1,0.993135,7.4e-05,[11 14] ; [36 46],[10.98130841 14.01869159] ; [36.01869159 45.98130841],0
s4,1,0.996207,2.3e-05,[ 7 18] ; [23 59],[ 7.00934579 17.99065421] ; [22.99065421 59.00934579],0
