Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.001833,9.709304,[30  5] ; [7 9],[25.39215686  9.60784314] ; [11.60784314  4.39215686],0
u3,1,0.003542,8.505,[ 1 14] ; [4 2],[ 3.57142857 11.42857143] ; [1.42857143 4.57142857],0
d2,1,0.013608,6.088259,[19 15] ; [ 3 13],[14.96 19.04] ; [7.04 8.96],0
d4,1,0.017427,5.652852,[16 19] ; [13  3],[19.90196078 15.09803922] ; [9.09803922 6.90196078],0
n1,1,0.030191,4.698355,[11  8] ; [1 7],[ 8.44444444 10.55555556] ; [3.55555556 4.44444444],0
b1,1,0.094604,2.794237,[20 15] ; [13  3],[22.64705882 12.35294118] ; [10.35294118  5.64705882],0
a5,1,0.135244,2.23125,[21 14] ; [ 6 10],[18.52941176 16.47058824] ; [8.47058824 7.52941176],0
b3,1,0.135626,2.226901,[14 14] ; [1 5],[12.35294118 15.64705882] ; [2.64705882 3.35294118],0
b2,1,0.135626,2.226901,[14 14] ; [1 5],[12.35294118 15.64705882] ; [2.64705882 3.35294118],0
a1,1,0.148869,2.083801,[ 8 27] ; [ 1 15],[ 6.17647059 28.82352941] ; [ 2.82352941 13.17647059],0
s2,1,0.148869,2.083801,[ 8 27] ; [ 1 15],[ 6.17647059 28.82352941] ; [ 2.82352941 13.17647059],0
v1,1,0.183314,1.770547,[ 7 28] ; [ 6 10],[ 8.92156863 26.07843137] ; [ 4.07843137 11.92156863],0
p2,1,0.230442,1.43813,[11 23] ; [8 8],[12.92 21.08] ; [6.08 9.92],0
s3,1,0.233722,1.418067,[12 22] ; [ 3 13],[10.2 23.8] ; [ 4.8 11.2],0
n6,1,0.24649,1.343089,[17 18] ; [ 5 11],[15.09803922 19.90196078] ; [6.90196078 9.09803922],0
p11,1,0.255723,1.291765,[ 6 29] ; [ 5 11],[ 7.54901961 27.45098039] ; [ 3.45098039 12.54901961],0
r2,1,0.261496,1.260819,[22 11] ; [8 8],[20.20408163 12.79591837] ; [9.79591837 6.20408163],0
v4,1,0.265855,1.238011,[16 19] ; [10  6],[17.84313725 17.15686275] ; [8.15686275 7.84313725],0
s8,1,0.294211,1.100249,[ 6 29] ; [ 1 15],[ 4.80392157 30.19607843] ; [ 2.19607843 13.80392157],0
p1,1,0.294211,1.100249,[ 6 29] ; [ 1 15],[ 4.80392157 30.19607843] ; [ 2.19607843 13.80392157],0
p3,1,0.363082,0.827206,[ 8 26] ; [ 2 14],[ 6.8 27.2] ; [ 3.2 12.8],0
b5,1,0.373934,0.790551,[15 20] ; [9 7],[16.47058824 18.52941176] ; [7.52941176 8.47058824],0
p7,1,0.376797,0.781125,[ 5 29] ; [ 4 12],[ 6.12 27.88] ; [ 2.88 13.12],0
a4,1,0.386282,0.750613,[15 19] ; [ 5 11],[13.6 20.4] ; [6.4 9.6],0
d1,1,0.393347,0.728571,[13 22] ; [ 4 12],[11.66666667 23.33333333] ; [ 5.33333333 10.66666667],0
s5,1,0.487416,0.482225,[ 7 27] ; [ 2 14],[ 6.12 27.88] ; [ 2.88 13.12],0
v2,1,0.506673,0.440932,[ 4 30] ; [ 3 13],[ 4.76 29.24] ; [ 2.24 13.76],0
p4,1,0.684175,0.165464,[ 5 30] ; [ 3 13],[ 5.49019608 29.50980392] ; [ 2.50980392 13.49019608],0
u2,1,0.759982,0.093333,[ 4 11] ; [2 4],[ 4.28571429 10.71428571] ; [1.71428571 4.28571429],0
r4,1,0.774783,0.081867,[ 3 32] ; [ 1 15],[ 2.74509804 32.25490196] ; [ 1.25490196 14.74509804],0
s6,1,0.790864,0.070325,[10 25] ; [ 4 12],[ 9.60784314 25.39215686] ; [ 4.39215686 11.60784314],0
n3,1,0.793117,0.068783,[ 8 10] ; [4 4],[8.30769231 9.69230769] ; [3.69230769 4.30769231],0
d3,1,0.800664,0.06375,[14 21] ; [7 9],[14.41176471 20.58823529] ; [6.58823529 9.41176471],0
d5,1,0.800664,0.06375,[21 14] ; [9 7],[20.58823529 14.41176471] ; [9.41176471 6.58823529],0
a3,1,0.804493,0.061275,[20 14] ; [10  6],[20.4 13.6] ; [9.6 6.4],0
p9,1,0.809393,0.058182,[12 21] ; [6 9],[12.375 20.625] ; [5.625 9.375],0
r1,1,0.823629,0.049675,[12 23] ; [ 6 10],[12.35294118 22.64705882] ; [ 5.64705882 10.35294118],0
a7,1,0.823629,0.049675,[12 23] ; [ 6 10],[12.35294118 22.64705882] ; [ 5.64705882 10.35294118],0
p10,1,0.894736,0.017507,[10 24] ; [ 5 11],[10.2 23.8] ; [ 4.8 11.2],0
b4,1,0.895926,0.017111,[19 16] ; [9 7],[19.21568627 15.78431373] ; [8.78431373 7.21568627],0
n2,1,0.900552,0.015616,[10  9] ; [4 4],[9.85185185 9.14814815] ; [4.14814815 3.85185185],0
a2,1,0.912255,0.012143,[ 4 31] ; [ 2 14],[ 4.11764706 30.88235294] ; [ 1.88235294 14.11764706],0
s4,1,0.91691,0.010884,[ 7 28] ; [ 3 13],[ 6.8627451 28.1372549] ; [ 3.1372549 12.8627451],0
v3,1,0.91691,0.010884,[ 7 28] ; [ 3 13],[ 6.8627451 28.1372549] ; [ 3.1372549 12.8627451],0
a6,1,0.924558,0.008967,[18 17] ; [8 8],[17.84313725 17.15686275] ; [8.15686275 7.84313725],0
s1,1,0.939861,0.005692,[ 2 33] ; [ 1 15],[ 2.05882353 32.94117647] ; [ 0.94117647 15.05882353],0
s7,1,0.98677,0.000275,[ 7 26] ; [ 3 11],[ 7.0212766 25.9787234] ; [ 2.9787234 11.0212766],0
