Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.611226,[279  96] ; [14 24],[266.04116223 108.95883777] ; [26.95883777 11.04116223],1
v4,1,1e-06,23.466251,[364   6] ; [33  6],[359.14425428  10.85574572] ; [37.85574572  1.14425428],1
p11,1,5.6e-05,16.222628,[318  57] ; [23 16],[308.87681159  66.12318841] ; [32.12318841  6.87681159],1
s1,1,0.000308,13.023602,[  8 362] ; [ 5 34],[ 11.7603912 358.2396088] ; [ 1.2396088 37.7603912],1
d3,1,0.000313,12.992227,[299  75] ; [20 17],[290.28223844  83.71776156] ; [28.71776156  8.28223844],1
p9,1,0.000731,11.409072,[335  37] ; [28 11],[328.55474453  43.44525547] ; [34.44525547  4.55474453],1
n6,1,0.00301,8.801318,[326  45] ; [26 11],[320.07843137  50.92156863] ; [31.92156863  5.07843137],0
p8,1,0.003177,8.702872,[263 109] ; [18 20],[254.95609756 117.04390244] ; [26.04390244 11.95609756],0
a2,1,0.003666,8.442222,[123 252] ; [ 4 35],[115.03623188 259.96376812] ; [11.96376812 27.03623188],0
r3,1,0.004307,8.149599,[363   8] ; [35  4],[360.14146341  10.85853659] ; [37.85853659  1.14146341],0
r4,1,0.006754,7.337354,[352  23] ; [32  7],[347.82608696  27.17391304] ; [36.17391304  2.82608696],0
p10,1,0.021025,5.324716,[327  46] ; [29 10],[322.30097087  50.69902913] ; [33.69902913  5.30097087],0
r2,1,0.039909,4.221763,[356  13] ; [34  4],[353.58722359  15.41277641] ; [36.41277641  1.58722359],0
u1,1,0.047667,3.921698,[ 91 284] ; [ 4 35],[ 86.05072464 288.94927536] ; [ 8.94927536 30.05072464],0
a5,1,0.053429,3.730448,[292  83] ; [25 14],[287.13768116  87.86231884] ; [29.86231884  9.13768116],0
a4,1,0.055762,3.659158,[175 199] ; [12 27],[169.34140436 204.65859564] ; [17.65859564 21.34140436],0
s8,1,0.05944,3.552945,[177 195] ; [12 26],[171.48292683 200.51707317] ; [17.51707317 20.48292683],0
r1,1,0.062587,3.46747,[317  53] ; [29 10],[313.00733496  56.99266504] ; [32.99266504  6.00733496],0
s6,1,0.087724,2.915649,[263 102] ; [23 16],[258.39108911 106.60891089] ; [27.60891089 11.39108911],0
d5,1,0.088387,2.903507,[315  60] ; [27 10],[311.28640777  63.71359223] ; [30.71359223  6.28640777],0
a3,1,0.098581,2.728352,[284  89] ; [25 14],[279.75  93.25] ; [29.25  9.75],0
n3,1,0.154822,2.024088,[53 10] ; [8 4],[51.24 11.76] ; [9.76 2.24],0
v1,1,0.158385,1.989583,[212 154] ; [18 21],[207.85185185 158.14814815] ; [22.14814815 16.85185185],0
d4,1,0.163633,1.940323,[317  58] ; [28  9],[314.01699029  60.98300971] ; [30.98300971  6.01699029],0
a6,1,0.211247,1.562857,[296  78] ; [26 11],[293.01216545  80.98783455] ; [28.98783455  8.01216545],0
d2,1,0.213931,1.544622,[182 193] ; [14 23],[178.39805825 196.60194175] ; [17.60194175 19.39805825],0
u3,1,0.240501,1.377657,[53 36] ; [6 8],[50.98058252 38.01941748] ; [8.01941748 5.98058252],0
n4,1,0.250538,1.3203,[298  76] ; [28 11],[295.21549637  78.78450363] ; [30.78450363  8.21549637],0
