Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,55.717964,[34 62] ; [218  65],[63.83113456 32.16886544] ; [188.16886544  94.83113456],1
d3,1,0.0,33.097178,[48 48] ; [228  56],[69.72631579 26.27368421] ; [206.27368421  77.72631579],1
a2,1,4e-06,21.187279,[11 85] ; [104 182],[28.90052356 67.09947644] ; [ 86.09947644 199.90052356],1
u1,1,1.2e-05,19.228715,[ 8 88] ; [ 88 198],[24.12565445 71.87434555] ; [ 71.87434555 214.12565445],1
b5,1,1.5e-05,18.793648,[39 57] ; [188  98],[57.04712042 38.95287958] ; [169.95287958 116.04712042],1
s8,1,0.003761,8.395893,[72 24] ; [166 118],[60.12631579 35.87368421] ; [177.87368421 106.12631579],0
d1,1,0.007783,7.082804,[54 42] ; [203  83],[64.58638743 31.41361257] ; [192.41361257  93.58638743],0
r2,1,0.01864,5.534969,[92  4] ; [282   2],[94.48421053  1.51578947] ; [279.51578947   4.48421053],0
s7,1,0.020362,5.380594,[75 16] ; [191  82],[66.5 24.5] ; [199.5  73.5],0
p2,1,0.020365,5.380324,[72 22] ; [247  38],[79.11873351 14.88126649] ; [239.88126649  45.11873351],0
r4,1,0.022479,5.208305,[90  6] ; [281   5],[93.23560209  2.76439791] ; [277.76439791   8.23560209],0
b2,1,0.026877,4.898676,[36 32] ; [ 61 103],[28.43103448 39.56896552] ; [68.56896552 95.43103448],0
b3,1,0.026877,4.898676,[36 32] ; [ 61 103],[28.43103448 39.56896552] ; [68.56896552 95.43103448],0
v4,1,0.033749,4.507387,[91  5] ; [281   4],[93.73228346  2.26771654] ; [278.26771654   6.73228346],0
n3,1,0.040195,4.209634,[16 10] ; [43  9],[19.66666667  6.33333333] ; [39.33333333 12.66666667],0
p4,1,0.044168,4.050113,[54 41] ; [193  90],[62.07671958 32.92328042] ; [184.92328042  98.07671958],0
p9,1,0.048392,3.896332,[77 17] ; [251  29],[82.43850267 11.56149733] ; [245.56149733  34.43850267],0
b4,1,0.055286,3.673425,[47 49] ; [172 114],[55.03664921 40.96335079] ; [163.96335079 122.03664921],0
a1,1,0.080149,3.061874,[ 8 88] ; [ 11 275],[ 4.77486911 91.22513089] ; [ 14.22513089 271.77486911],0
p1,1,0.087847,2.913396,[ 5 90] ; [ 32 252],[ 9.27440633 85.72559367] ; [ 27.72559367 256.27440633],0
b1,1,0.090491,2.86562,[46 50] ; [109 177],[38.95287958 57.04712042] ; [116.04712042 169.95287958],0
n1,1,0.106119,2.61109,[14 11] ; [19 33],[10.71428571 14.28571429] ; [22.28571429 29.71428571],0
v1,1,0.113958,2.49846,[62 32] ; [157 120],[55.48787062 38.51212938] ; [163.51212938 113.48787062],0
a3,1,0.124653,2.357858,[80 16] ; [216  69],[74.58267717 21.41732283] ; [221.41732283  63.58267717],0
v2,1,0.191907,1.702918,[51 42] ; [170 102],[56.30958904 36.69041096] ; [164.69041096 107.30958904],0
d4,1,0.207928,1.585794,[80 15] ; [253  31],[83.46965699 11.53034301] ; [249.53034301  34.46965699],0
n4,1,0.26006,1.268438,[81 14] ; [229  57],[77.29658793 17.70341207] ; [232.70341207  53.29658793],0
p10,1,0.267712,1.228432,[77 17] ; [245  38],[80.28647215 13.71352785] ; [241.71352785  41.28647215],0
s6,1,0.285361,1.141379,[79 14] ; [253  31],[81.89920424 11.10079576] ; [250.10079576  33.89920424],0
u2,1,0.30171,1.06662,[12  4] ; [41 26],[10.21686747  5.78313253] ; [42.78313253 24.21686747],0
v3,1,0.307028,1.043418,[47 47] ; [119 152],[42.75068493 51.24931507] ; [123.24931507 147.75068493],0
d2,1,0.316385,1.003831,[50 46] ; [164 119],[54.20580475 41.79419525] ; [159.79419525 123.20580475],0
a5,1,0.338745,0.915176,[71 25] ; [225  61],[74.38743455 21.61256545] ; [221.61256545  64.38743455],0
s5,1,0.349568,0.875023,[48 44] ; [128 147],[44.11989101 47.88010899] ; [131.88010899 143.11989101],0
u4,1,0.352306,0.865133,[ 5 91] ; [  9 277],[ 3.51832461 92.48167539] ; [ 10.48167539 275.51832461],0
