Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.872683,[ 3 23] ; [99 27],[17.44736842  8.55263158] ; [84.55263158 41.44736842],1
r3,1,1e-06,23.620323,[11 15] ; [107  18],[20.31788079  5.68211921] ; [97.68211921 27.31788079],1
r1,1,1.1e-05,19.308461,[ 7 19] ; [91 35],[16.76315789  9.23684211] ; [81.23684211 44.76315789],1
v4,1,4.3e-05,16.719272,[13 13] ; [107  18],[20.66225166  5.33774834] ; [99.33774834 25.66225166],1
u3,1,0.007608,7.123404,[ 3 12] ; [28 19],[7.5 7.5] ; [23.5 23.5],0
v1,1,0.019259,5.477821,[ 4 22] ; [49 75],[ 9.18666667 16.81333333] ; [43.81333333 80.18666667],0
v3,1,0.021373,5.296156,[ 2 24] ; [35 84],[ 6.63448276 19.36551724] ; [30.36551724 88.63448276],0
a5,1,0.024538,5.056229,[ 9 17] ; [74 52],[14.19736842 11.80263158] ; [68.80263158 57.19736842],0
n1,1,0.047,3.945387,[ 1 10] ; [23 34],[3.88235294 7.11764706] ; [20.11764706 36.88235294],0
a4,1,0.04905,3.873652,[ 7 19] ; [60 65],[11.53642384 14.46357616] ; [55.46357616 69.53642384],0
a3,1,0.073638,3.2,[11 14] ; [79 46],[15. 10.] ; [75. 50.],0
n2,1,0.076438,3.139061,[4 7] ; [37 20],[6.63235294 4.36764706] ; [34.36764706 22.63235294],0
s6,1,0.07953,3.07448,[ 7 19] ; [57 68],[11.01986755 14.98013245] ; [52.98013245 72.01986755],0
s2,1,0.099513,2.713336,[ 4 22] ; [39 85],[ 7.45333333 18.54666667] ; [35.54666667 88.45333333],0
s5,1,0.104112,2.641393,[ 2 24] ; [26 95],[ 4.95238095 21.04761905] ; [23.04761905 97.95238095],0
p11,1,0.115663,2.475082,[ 8 18] ; [60 66],[11.63157895 14.36842105] ; [56.36842105 69.63157895],0
d4,1,0.115963,2.47102,[15 11] ; [90 33],[18.32214765  7.67785235] ; [86.67785235 36.32214765],0
d2,1,0.123719,2.369592,[ 9 17] ; [63 60],[12.56375839 13.43624161] ; [59.43624161 63.56375839],0
a7,1,0.132917,2.258098,[11 15] ; [73 52],[14.46357616 11.53642384] ; [69.53642384 55.46357616],0
a8,1,0.137733,2.203105,[ 5 19] ; [ 12 107],[ 2.85314685 21.14685315] ; [ 14.14685315 104.85314685],0
s7,1,0.138304,2.196731,[ 3 19] ; [34 84],[ 5.81428571 16.18571429] ; [31.18571429 86.81428571],0
p9,1,0.158834,1.985294,[ 5 20] ; [43 82],[ 8. 17.] ; [40. 85.],0
n3,1,0.169686,1.885714,[5 6] ; [37 18],[7. 4.] ; [35. 20.],0
p1,1,0.186681,1.743616,[ 3 23] ; [  6 119],[ 1.54966887 24.45033113] ; [  7.45033113 117.54966887],0
d1,1,0.253496,1.303935,[ 8 18] ; [54 72],[10.60526316 15.39473684] ; [51.39473684 74.60526316],0
b4,1,0.28475,1.144279,[18  8] ; [73 53],[15.56578947 10.43421053] ; [75.43421053 50.56578947],0
v2,1,0.285153,1.142367,[ 7 19] ; [46 75],[ 9.37414966 16.62585034] ; [43.62585034 77.37414966],0
