Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000824,11.18669,[ 1 43] ; [4 8],[ 3.92857143 40.07142857] ; [ 1.07142857 10.92857143],1
p11,1,0.010034,6.628788,[ 9 35] ; [7 5],[12.57142857 31.42857143] ; [3.42857143 8.57142857],0
d1,1,0.011138,6.443182,[15 29] ; [9 3],[18.85714286 25.14285714] ; [5.14285714 6.85714286],0
s3,1,0.011654,6.362723,[ 9 34] ; [7 5],[12.50909091 30.49090909] ; [3.49090909 8.50909091],0
s6,1,0.030282,4.693235,[ 6 38] ; [5 7],[ 8.64285714 35.35714286] ; [2.35714286 9.64285714],0
n2,1,0.034846,4.45269,[ 9 12] ; [9 2],[11.8125  9.1875] ; [6.1875 4.8125],0
p10,1,0.050011,3.841105,[12 31] ; [7 5],[14.85454545 28.14545455] ; [4.14545455 7.85454545],0
p5,1,0.053075,3.741552,[ 1 42] ; [ 2 10],[ 2.34545455 40.65454545] ; [ 0.65454545 11.34545455],0
p9,1,0.072886,3.216807,[11 31] ; [6 5],[13.47169811 28.52830189] ; [3.52830189 7.47169811],0
v1,1,0.088661,2.898519,[ 9 35] ; [5 6],[11.2 32.8] ; [2.8 8.2],0
a6,1,0.093121,2.81958,[21 23] ; [9 3],[23.57142857 20.42857143] ; [6.42857143 5.57142857],0
a3,1,0.108676,2.573367,[25 18] ; [10  2],[27.36363636 15.63636364] ; [7.63636364 4.36363636],0
d3,1,0.112768,2.514996,[18 26] ; [8 4],[20.42857143 23.57142857] ; [5.57142857 6.42857143],0
s2,1,0.114295,2.493808,[ 6 38] ; [4 8],[ 7.85714286 36.14285714] ; [2.14285714 9.85714286],0
r3,1,0.142612,2.149548,[15 28] ; [7 5],[17.2 25.8] ; [4.8 7.2],0
d4,1,0.154212,2.030088,[27 17] ; [10  2],[29.07142857 14.92857143] ; [7.92857143 4.07142857],0
a5,1,0.158484,1.988636,[23 21] ; [9 3],[25.14285714 18.85714286] ; [6.85714286 5.14285714],0
p6,1,0.164915,1.928571,[ 2 40] ; [ 2 10],[ 3.11111111 38.88888889] ; [ 0.88888889 11.11111111],0
