Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,53.373656,[121   6] ; [1 6],[115.62686567  11.37313433] ; [6.37313433 0.62686567],1
r1,1,5.5e-05,16.265983,[102  25] ; [1 6],[97.61940299 29.38059701] ; [5.38059701 1.61940299],1
s6,1,0.00113,10.601885,[107  15] ; [3 4],[104.03100775  17.96899225] ; [5.96899225 1.03100775],0
s2,1,0.007026,7.266286,[94 31] ; [2 5],[90.90909091 34.09090909] ; [5.09090909 1.90909091],0
s3,1,0.009916,6.65,[93 33] ; [2 5],[90. 36.] ; [5. 2.],0
d1,1,0.013592,6.090337,[78 49] ; [1 6],[74.87313433 52.12686567] ; [4.12686567 2.87313433],0
b4,1,0.017624,5.633101,[76 51] ; [1 6],[72.97761194 54.02238806] ; [4.02238806 2.97761194],0
s5,1,0.021711,5.268794,[68 48] ; [1 6],[65.07317073 50.92682927] ; [3.92682927 3.07317073],0
a5,1,0.063406,3.445967,[95 32] ; [3 4],[92.88059701 34.11940299] ; [5.11940299 1.88059701],0
b5,1,0.076443,3.138951,[79 48] ; [2 5],[76.76865672 50.23134328] ; [4.23134328 2.76865672],0
d2,1,0.081289,3.038935,[61 66] ; [1 6],[58.76119403 68.23880597] ; [3.23880597 3.76119403],0
p8,1,0.085403,2.95895,[65 59] ; [6 1],[67.20610687 56.79389313] ; [3.79389313 3.20610687],0
a3,1,0.105046,2.627212,[91 36] ; [3 4],[89.08955224 37.91044776] ; [4.91044776 2.08955224],0
r3,1,0.13251,2.262847,[122   4] ; [6 1],[121.26315789   4.73684211] ; [6.73684211 0.26315789],0
d5,1,0.145993,2.113624,[101  25] ; [4 3],[99.47368421 26.52631579] ; [5.52631579 1.47368421],0
a6,1,0.175166,1.838167,[86 41] ; [3 4],[84.35074627 42.64925373] ; [4.64925373 2.35074627],0
b1,1,0.175166,1.838167,[41 86] ; [4 3],[42.64925373 84.35074627] ; [2.35074627 4.64925373],0
v4,1,0.197444,1.661183,[122   5] ; [6 1],[121.31343284   5.68656716] ; [6.68656716 0.31343284],0
s8,1,0.19785,1.658177,[68 59] ; [2 5],[66.34328358 60.65671642] ; [3.65671642 3.34328358],0
s1,1,0.200498,1.638743,[  5 121] ; [1 6],[  5.68421053 120.31578947] ; [0.31578947 6.68421053],0
d3,1,0.208809,1.579661,[98 28] ; [4 3],[96.63157895 29.36842105] ; [5.36842105 1.63157895],0
n6,1,0.232123,1.427805,[110  16] ; [5 2],[108.94736842  17.05263158] ; [6.05263158 0.94736842],0
p3,1,0.278329,1.175233,[64 63] ; [5 2],[65.39552239 61.60447761] ; [3.60447761 3.39552239],0
n4,1,0.299976,1.074301,[85 42] ; [6 1],[86.24626866 40.75373134] ; [4.75373134 2.24626866],0
s7,1,0.301436,1.067832,[78 47] ; [3 4],[76.70454545 48.29545455] ; [4.29545455 2.70454545],0
p7,1,0.331336,0.94367,[84 39] ; [6 1],[85.15384615 37.84615385] ; [4.84615385 2.15384615],0
p6,1,0.345487,0.889964,[59 67] ; [2 5],[57.78947368 68.21052632] ; [3.21052632 3.78947368],0
a4,1,0.397398,0.716186,[57 70] ; [2 5],[55.91791045 71.08208955] ; [3.08208955 3.91791045],0
a7,1,0.448662,0.574029,[89 37] ; [4 3],[88.10526316 37.89473684] ; [4.89473684 2.10526316],0
d4,1,0.489142,0.478412,[104  23] ; [5 2],[103.30597015  23.69402985] ; [5.69402985 1.30597015],0
n1,1,0.510104,0.433854,[ 9 23] ; [1 1],[ 9.41176471 22.58823529] ; [0.58823529 1.41176471],0
p4,1,0.541649,0.372492,[76 51] ; [5 2],[76.76865672 50.23134328] ; [4.23134328 2.76865672],0
p2,1,0.691165,0.157827,[101  26] ; [6 1],[101.41044776  25.58955224] ; [5.58955224 1.41044776],0
v2,1,0.713188,0.135113,[61 61] ; [4 3],[61.47286822 60.52713178] ; [3.52713178 3.47286822],0
v1,1,0.743599,0.106988,[62 64] ; [3 4],[61.57894737 64.42105263] ; [3.42105263 3.57894737],0
u3,1,0.749085,0.102302,[21 15] ; [2 2],[20.7 15.3] ; [2.3 1.7],0
u2,1,0.8322,0.044893,[16 20] ; [2 2],[16.2 19.8] ; [1.8 2.2],0
