Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6.1e-05,16.069716,[50 20] ; [37 56],[37.36196319 32.63803681] ; [49.63803681 43.36196319],1
p9,1,0.00172,9.82643,[61 10] ; [61 34],[52.18072289 18.81927711] ; [69.81927711 25.18072289],0
v3,1,0.013417,6.113337,[26 45] ; [18 75],[19.04878049 51.95121951] ; [24.95121951 68.04878049],0
p3,1,0.013713,6.074714,[33 39] ; [27 71],[25.41176471 46.58823529] ; [34.58823529 63.41176471],0
p6,1,0.019964,5.415,[23 47] ; [17 81],[16.66666667 53.33333333] ; [23.33333333 74.66666667],0
s8,1,0.022269,5.224639,[29 44] ; [23 75],[22.19883041 50.80116959] ; [29.80116959 68.19883041],0
a5,1,0.023145,5.157581,[54 20] ; [55 43],[46.89534884 27.10465116] ; [62.10465116 35.89534884],0
a4,1,0.027515,4.858173,[34 40] ; [29 69],[27.10465116 46.89534884] ; [35.89534884 62.10465116],0
s7,1,0.032743,4.559181,[30 40] ; [25 68],[23.6196319 46.3803681] ; [31.3803681 61.6196319],0
s6,1,0.036851,4.357305,[49 22] ; [52 46],[42.43195266 28.56804734] ; [58.56804734 39.43195266],0
a2,1,0.038791,4.270014,[17 57] ; [11 87],[12.04651163 61.95348837] ; [15.95348837 82.04651163],0
p10,1,0.053448,3.729848,[55 16] ; [61 35],[49.31736527 21.68263473] ; [66.68263473 29.31736527],0
p12,1,0.083757,2.990449,[ 4 68] ; [ 1 97],[ 2.11764706 69.88235294] ; [ 2.88235294 95.11764706],0
p5,1,0.115207,2.481294,[ 5 67] ; [ 2 95],[ 2.98224852 69.01775148] ; [ 4.01775148 92.98224852],0
s2,1,0.121062,2.403523,[37 37] ; [37 60],[32.02339181 41.97660819] ; [41.97660819 55.02339181],0
p11,1,0.127512,2.322537,[50 24] ; [55 43],[45.1744186 28.8255814] ; [59.8255814 38.1744186],0
b3,1,0.147987,2.092883,[15 21] ; [14 38],[11.86363636 24.13636364] ; [17.13636364 34.86363636],0
b2,1,0.147987,2.092883,[15 21] ; [14 38],[11.86363636 24.13636364] ; [17.13636364 34.86363636],0
n5,1,0.17747,1.818685,[28 45] ; [28 70],[23.90643275 49.09356725] ; [32.09356725 65.90643275],0
p2,1,0.187284,1.738859,[55 18] ; [64 33],[51.1 21.9] ; [67.9 29.1],0
s5,1,0.191155,1.708694,[27 44] ; [27 68],[23.09638554 47.90361446] ; [30.90361446 64.09638554],0
p4,1,0.214677,1.539604,[36 37] ; [39 59],[32.01754386 40.98245614] ; [42.98245614 55.01754386],0
r1,1,0.217104,1.523414,[56 18] ; [65 32],[52.3625731 21.6374269] ; [68.6374269 28.3625731],0
b5,1,0.226981,1.459682,[49 25] ; [56 42],[45.1744186 28.8255814] ; [59.8255814 38.1744186],0
n2,1,0.232627,1.424727,[21  8] ; [24 17],[18.64285714 10.35714286] ; [26.35714286 14.64285714],0
u2,1,0.246178,1.344866,[15  8] ; [19 19],[12.81967213 10.18032787] ; [21.18032787 16.81967213],0
a6,1,0.249028,1.32875,[53 21] ; [62 36],[49.47674419 24.52325581] ; [65.52325581 32.47674419],0
u3,1,0.296757,1.088711,[18  6] ; [23 14],[16.13114754  7.86885246] ; [24.86885246 12.13114754],0
s3,1,0.309841,1.031355,[37 36] ; [42 56],[33.7251462 39.2748538] ; [45.2748538 52.7251462],0
u1,1,0.369774,0.804424,[10 64] ; [ 9 89],[ 8.1744186 65.8255814] ; [10.8255814 87.1744186],0
a3,1,0.390987,0.735871,[50 24] ; [60 38],[47.3255814 26.6744186] ; [62.6744186 35.3255814],0
a8,1,0.413445,0.668874,[ 2 68] ; [ 1 90],[ 1.30434783 68.69565217] ; [ 1.69565217 89.30434783],0
p1,1,0.421412,0.646374,[ 6 67] ; [ 5 92],[ 4.72352941 68.27647059] ; [ 6.27647059 90.72352941],0
d4,1,0.442957,0.588609,[65  9] ; [82 16],[63.24418605 10.75581395] ; [83.75581395 14.24418605],0
v4,1,0.48552,0.486439,[69  4] ; [89  8],[67.84705882  5.15294118] ; [90.15294118  6.84705882],0
r4,1,0.529004,0.396304,[61 13] ; [77 21],[59.37209302 14.62790698] ; [78.62790698 19.37209302],0
p7,1,0.562175,0.335952,[36 34] ; [45 51],[34.15662651 35.84337349] ; [46.84337349 49.15662651],0
r3,1,0.58183,0.303286,[68  5] ; [89  9],[67.02339181  5.97660819] ; [89.97660819  8.02339181],0
d2,1,0.628558,0.234021,[29 45] ; [42 56],[30.54651163 43.45348837] ; [40.45348837 57.54651163],0
s1,1,0.637132,0.222513,[ 2 71] ; [ 4 94],[ 2.56140351 70.43859649] ; [ 3.43859649 94.56140351],0
p8,1,0.676713,0.17385,[32 40] ; [40 57],[30.67455621 41.32544379] ; [41.32544379 55.67455621],0
b4,1,0.726387,0.122455,[45 29] ; [57 41],[43.88372093 30.11627907] ; [58.11627907 39.88372093],0
n6,1,0.774289,0.082237,[47 26] ; [61 37],[46.10526316 26.89473684] ; [61.89473684 36.10526316],0
b1,1,0.774723,0.081912,[28 46] ; [35 63],[27.10465116 46.89534884] ; [35.89534884 62.10465116],0
d1,1,0.7943,0.06798,[46 28] ; [59 39],[45.1744186 28.8255814] ; [59.8255814 38.1744186],0
r2,1,0.82546,0.048633,[67  6] ; [89  9],[66.59649123  6.40350877] ; [89.40350877  8.59649123],0
d3,1,0.853638,0.034033,[54 20] ; [72 25],[54.52631579 19.47368421] ; [71.47368421 25.52631579],0
n1,1,0.878038,0.023549,[ 8 21] ; [12 29],[ 8.28571429 20.71428571] ; [11.71428571 29.28571429],0
a1,1,0.889791,0.019201,[ 2 72] ; [ 3 95],[ 2.15116279 71.84883721] ; [ 2.84883721 95.15116279],0
n3,1,0.90862,0.013174,[18 11] ; [26 15],[18.22857143 10.77142857] ; [25.77142857 15.22857143],0
a7,1,0.980047,0.000626,[56 18] ; [74 24],[55.93023256 18.06976744] ; [74.06976744 23.93023256],0
s4,1,0.980354,0.000606,[19 55] ; [25 73],[18.93023256 55.06976744] ; [25.06976744 72.93023256],0
