Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.007582,7.129553,[11 16] ; [9 1],[14.59459459 12.40540541] ; [5.40540541 4.59459459],0
p3,1,0.008656,6.892514,[ 6 20] ; [7 3],[ 9.38888889 16.61111111] ; [3.61111111 6.38888889],0
s6,1,0.020232,5.391726,[10 17] ; [8 2],[13.13513514 13.86486486] ; [4.86486486 5.13513514],0
a7,1,0.026337,4.933749,[19  8] ; [3 7],[16.05405405 10.94594595] ; [5.94594595 4.05405405],0
p2,1,0.033599,4.514987,[14 13] ; [9 1],[16.78378378 10.21621622] ; [6.21621622 3.78378378],0
n6,1,0.048398,3.896104,[14 13] ; [8 1],[16.5 10.5] ; [5.5 3.5],0
p6,1,0.053282,3.735051,[ 3 23] ; [4 6],[ 5.05555556 20.94444444] ; [1.94444444 8.05555556],0
s4,1,0.106795,2.601017,[ 1 26] ; [2 8],[ 2.18918919 24.81081081] ; [0.81081081 9.18918919],0
a4,1,0.121447,2.398563,[13 14] ; [2 8],[10.94594595 16.05405405] ; [4.05405405 5.94594595],0
r1,1,0.121447,2.398563,[13 14] ; [2 8],[10.94594595 16.05405405] ; [4.05405405 5.94594595],0
u2,1,0.124541,2.359259,[8 1] ; [2 2],[6.92307692 2.07692308] ; [3.07692308 0.92307692],0
d4,1,0.155808,2.014444,[18  9] ; [9 1],[19.7027027  7.2972973] ; [7.2972973 2.7027027],0
r4,1,0.155808,2.014444,[ 9 18] ; [1 9],[ 7.2972973 19.7027027] ; [2.7027027 7.2972973],0
b4,1,0.167219,1.9077,[15 12] ; [3 7],[13.13513514 13.86486486] ; [4.86486486 5.13513514],0
d2,1,0.240545,1.377398,[11 16] ; [2 8],[ 9.48648649 17.51351351] ; [3.51351351 6.48648649],0
p8,1,0.244071,1.356923,[10 16] ; [6 4],[11.55555556 14.44444444] ; [4.44444444 5.55555556],0
d5,1,0.249047,1.328644,[19  8] ; [5 5],[17.51351351  9.48648649] ; [6.48648649 3.51351351],0
p12,1,0.273299,1.200112,[ 2 25] ; [2 8],[ 2.91891892 24.08108108] ; [1.08108108 8.91891892],0
a1,1,0.273299,1.200112,[ 2 25] ; [2 8],[ 2.91891892 24.08108108] ; [1.08108108 8.91891892],0
s3,1,0.279528,1.169383,[ 6 21] ; [4 6],[ 7.2972973 19.7027027] ; [2.7027027 7.2972973],0
s8,1,0.279528,1.169383,[ 6 21] ; [4 6],[ 7.2972973 19.7027027] ; [2.7027027 7.2972973],0
