Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,151.289185,[  6 100] ; [367 157],[62.75873016 43.24126984] ; [310.24126984 213.75873016],1
d3,1,0.0,101.893916,[31 75] ; [411 113],[74.36825397 31.63174603] ; [367.63174603 156.36825397],1
d5,1,0.0,88.282024,[54 52] ; [466  58],[87.49206349 18.50793651] ; [432.50793651  91.49206349],1
a5,1,0.0,29.964329,[58 48] ; [418 106],[80.08888889 25.91111111] ; [395.91111111 128.08888889],1
a3,1,0.0,26.741099,[56 50] ; [404 119],[77.51987281 28.48012719] ; [382.48012719 140.51987281],1
d2,1,3e-06,22.136119,[28 78] ; [269 254],[50.0508744 55.9491256] ; [246.9491256 276.0508744],1
s2,1,1.3e-05,18.945262,[32 73] ; [278 239],[52.33118971 52.66881029] ; [257.66881029 259.33118971],1
r3,1,2.2e-05,18.032657,[94 11] ; [510  11],[101.30990415   3.69009585] ; [502.69009585  18.30990415],1
a4,1,9.2e-05,15.286983,[28 77] ; [248 275],[46.14649682 58.85350318] ; [229.85350318 293.14649682],1
u1,1,0.000132,14.615862,[  5 101] ; [106 418],[18.67619048 87.32380952] ; [ 92.32380952 431.67619048],1
a2,1,0.000207,13.763284,[10 96] ; [137 387],[24.73333333 81.26666667] ; [122.26666667 401.73333333],1
r4,1,0.000911,11.000178,[87 19] ; [484  40],[96.07301587  9.92698413] ; [474.92698413  49.07301587],1
p9,1,0.00169,9.858761,[86 19] ; [476  42],[94.71910112 10.28089888] ; [467.28089888  50.71910112],0
r1,1,0.002614,9.058873,[74 31] ; [433  88],[85.0399361 19.9600639] ; [421.9600639  99.0399361],0
a7,1,0.003658,8.446116,[66 40] ; [397 126],[78.0254372 27.9745628] ; [384.9745628 138.0254372],0
v2,1,0.004135,8.223355,[46 55] ; [309 198],[58.97203947 42.02796053] ; [296.02796053 210.97203947],0
p4,1,0.004618,8.023227,[56 50] ; [351 171],[68.69745223 37.30254777] ; [338.30254777 183.69745223],0
v3,1,0.00809,7.013432,[30 75] ; [215 291],[42.10310966 62.89689034] ; [202.89689034 303.10310966],0
s5,1,0.008111,7.008725,[24 81] ; [183 321],[35.68965517 69.31034483] ; [171.31034483 332.68965517],0
p1,1,0.011365,6.40736,[16 90] ; [ 39 483],[ 9.28343949 96.71656051] ; [ 45.71656051 476.28343949],0
s6,1,0.011569,6.375733,[59 45] ; [355 156],[70.0097561 33.9902439] ; [343.9902439 167.0097561],0
u3,1,0.011785,6.342935,[21 29] ; [75 44],[28.40236686 21.59763314] ; [67.59763314 51.40236686],0
a6,1,0.013818,6.061242,[63 43] ; [374 149],[73.64387917 32.35612083] ; [363.35612083 159.64387917],0
s8,1,0.015115,5.90296,[36 69] ; [246 275],[47.30031949 57.69968051] ; [234.69968051 286.30031949],0
p10,1,0.015164,5.897305,[85 20] ; [464  55],[92.37980769 12.62019231] ; [456.62019231  62.37980769],0
v1,1,0.018442,5.553631,[47 56] ; [296 212],[57.82160393 45.17839607] ; [285.17839607 222.82160393],0
b3,1,0.031105,4.647174,[18 48] ; [136 192],[25.79695431 40.20304569] ; [128.20304569 199.79695431],0
b2,1,0.031105,4.647174,[18 48] ; [136 192],[25.79695431 40.20304569] ; [128.20304569 199.79695431],0
r2,1,0.032372,4.578688,[94 11] ; [489  26],[98.73387097  6.26612903] ; [484.26612903  30.73387097],0
s7,1,0.037453,4.329713,[40 60] ; [259 245],[49.50331126 50.49668874] ; [249.49668874 254.50331126],0
s3,1,0.046603,3.959655,[50 54] ; [301 212],[59.1636953 44.8363047] ; [291.8363047 221.1636953],0
a8,1,0.087662,2.916787,[ 9 87] ; [ 77 398],[14.45884413 81.54115587] ; [ 71.54115587 403.45884413],0
n6,1,0.091857,2.841528,[87 19] ; [459  62],[92.3062201 13.6937799] ; [453.6937799  67.3062201],0
p6,1,0.096447,2.763337,[34 71] ; [212 304],[41.5942029 63.4057971] ; [204.4057971 311.5942029],0
p8,1,0.126817,2.331045,[56 47] ; [322 194],[62.89822294 40.10177706] ; [315.10177706 200.89822294],0
a1,1,0.143367,2.141438,[  2 104] ; [ 27 497],[  4.87936508 101.12063492] ; [ 24.12063492 499.87936508],0
n3,1,0.148266,2.090005,[25  4] ; [68 25],[22.10655738  6.89344262] ; [70.89344262 22.10655738],0
u2,1,0.172635,1.859914,[25 25] ; [73 46],[28.99408284 21.00591716] ; [69.00591716 49.99408284],0
p7,1,0.184958,1.757326,[69 36] ; [368 142],[74.6097561 30.3902439] ; [362.3902439 147.6097561],0
p3,1,0.217548,1.520473,[50 55] ; [284 240],[55.75516693 49.24483307] ; [278.24483307 245.75516693],0
p12,1,0.230832,1.435725,[  6 100] ; [ 48 471],[ 9.1584 96.8416] ; [ 44.8416 474.1584],0
n2,1,0.235881,1.405044,[24  5] ; [66 26],[21.57024793  7.42975207] ; [68.42975207 23.57024793],0
n1,1,0.274626,1.193494,[12 17] ; [28 64],[ 9.58677686 19.41322314] ; [30.41322314 61.58677686],0
b4,1,0.322764,0.977712,[57 49] ; [309 215],[61.58095238 44.41904762] ; [304.41904762 219.58095238],0
s1,1,0.330332,0.947598,[  1 103] ; [ 13 504],[  2.34460548 101.65539452] ; [ 11.65539452 505.34460548],0
n4,1,0.339746,0.911391,[81 25] ; [421 102],[84.59777424 21.40222576] ; [417.40222576 105.59777424],0
p5,1,0.39934,0.710311,[11 95] ; [ 70 453],[13.65023847 92.34976153] ; [ 67.34976153 455.65023847],0
v4,1,0.439711,0.597037,[99  5] ; [502  17],[100.32744783   3.67255217] ; [500.67255217  18.32744783],0
b1,1,0.522861,0.408247,[33 73] ; [180 344],[35.83809524 70.16190476] ; [177.16190476 346.83809524],0
n5,1,0.748136,0.103104,[81 25] ; [404 115],[82.256 23.744] ; [402.744 116.256],0
s4,1,0.820056,0.051744,[17 88] ; [ 79 437],[16.23188406 88.76811594] ; [ 79.76811594 436.23188406],0
b5,1,0.898241,0.016354,[62 44] ; [310 214],[62.59047619 43.40952381] ; [309.40952381 214.59047619],0
