Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,64.737969,[115  13] ; [18 38],[92.52173913 35.47826087] ; [40.47826087 15.52173913],1
p11,1,0.000103,15.080938,[104  24] ; [30 26],[93.2173913 34.7826087] ; [40.7826087 15.2173913],1
n6,1,0.000124,14.723775,[110  16] ; [35 21],[100.38461538  25.61538462] ; [44.61538462 11.38461538],1
p10,1,0.00395,8.306445,[106  20] ; [35 19],[98.7 27.3] ; [42.3 11.7],0
p2,1,0.005042,7.864262,[108  19] ; [36 18],[101.03867403  25.96132597] ; [42.96132597 11.03867403],0
r1,1,0.007124,7.241382,[105  23] ; [35 20],[97.92349727 30.07650273] ; [42.07650273 12.92349727],0
p9,1,0.009566,6.713951,[105  18] ; [37 17],[98.6779661 24.3220339] ; [43.3220339 10.6779661],0
a4,1,0.013997,6.038581,[61 66] ; [16 40],[53.43715847 73.56284153] ; [23.56284153 32.43715847],0
a8,1,0.019036,5.498225,[21 99] ; [ 2 48],[ 16.23529412 103.76470588] ; [ 6.76470588 43.23529412],0
r4,1,0.019296,5.474458,[115  13] ; [43 13],[109.91304348  18.08695652] ; [48.08695652  7.91304348],0
a3,1,0.023256,5.149295,[90 37] ; [30 26],[83.27868852 43.72131148] ; [36.72131148 19.27868852],0
s7,1,0.028011,4.827398,[62 62] ; [17 36],[55.34463277 68.65536723] ; [23.65536723 29.34463277],0
p6,1,0.034674,4.461169,[47 77] ; [12 43],[40.87150838 83.12849162] ; [18.12849162 36.87150838],0
a2,1,0.03493,4.448576,[34 94] ; [ 7 49],[28.52173913 99.47826087] ; [12.47826087 43.52173913],0
p4,1,0.072884,3.216849,[76 51] ; [25 30],[70.47802198 56.52197802] ; [30.52197802 24.47802198],0
d2,1,0.104657,2.633102,[59 67] ; [19 37],[54. 72.] ; [24. 32.],0
s4,1,0.108569,2.574932,[28 96] ; [19 37],[32.37777778 91.62222222] ; [14.62222222 41.37777778],0
p8,1,0.11301,2.511623,[60 65] ; [19 35],[55.16759777 69.83240223] ; [23.83240223 30.16759777],0
p7,1,0.114839,2.486328,[78 43] ; [28 26],[73.29142857 47.70857143] ; [32.70857143 21.29142857],0
s3,1,0.120326,2.413071,[105  19] ; [42 14],[101.26666667  22.73333333] ; [45.73333333 10.26666667],0
b4,1,0.121235,2.401289,[84 44] ; [30 26],[79.30434783 48.69565217] ; [34.69565217 21.30434783],0
d1,1,0.184382,1.761947,[73 55] ; [26 30],[68.86956522 59.13043478] ; [30.13043478 25.86956522],0
v1,1,0.187618,1.736223,[61 64] ; [21 34],[56.94444444 68.05555556] ; [25.05555556 29.94444444],0
v3,1,0.192408,1.699082,[47 77] ; [15 39],[43.19101124 80.80898876] ; [18.80898876 35.19101124],0
b2,1,0.193119,1.693658,[22 48] ; [ 4 19],[19.56989247 50.43010753] ; [ 6.43010753 16.56989247],0
b3,1,0.193119,1.693658,[22 48] ; [ 4 19],[19.56989247 50.43010753] ; [ 6.43010753 16.56989247],0
u3,1,0.197323,1.662081,[19 19] ; [16  8],[21.4516129 16.5483871] ; [13.5483871 10.4516129],0
r2,1,0.201356,1.632511,[121   7] ; [50  6],[118.95652174   9.04347826] ; [52.04347826  3.95652174],0
a7,1,0.206062,1.598881,[103  24] ; [40 15],[99.78571429 27.21428571] ; [43.21428571 11.78571429],0
p3,1,0.213718,1.54606,[56 70] ; [19 36],[52.20994475 73.79005525] ; [22.79005525 32.20994475],0
u1,1,0.246935,1.340563,[ 25 103] ; [ 7 49],[ 22.26086957 105.73913043] ; [ 9.73913043 46.26086957],0
s6,1,0.264162,1.246816,[98 26] ; [40 16],[95.06666667 28.93333333] ; [42.93333333 13.06666667],0
v2,1,0.271483,1.20924,[65 59] ; [23 30],[61.64971751 62.35028249] ; [26.35028249 26.64971751],0
v4,1,0.276953,1.181983,[120   8] ; [49  6],[118.20765027   9.79234973] ; [50.79234973  4.20765027],0
b5,1,0.350439,0.871867,[78 50] ; [30 26],[75.13043478 52.86956522] ; [32.86956522 23.13043478],0
b1,1,0.39057,0.737166,[52 76] ; [19 37],[49.39130435 78.60869565] ; [21.60869565 34.39130435],0
n3,1,0.462941,0.538776,[18 10] ; [12  4],[19.09090909  8.90909091] ; [10.90909091  5.09090909],0
s1,1,0.552289,0.353232,[  8 116] ; [ 5 51],[  8.95555556 115.04444444] ; [ 4.04444444 51.95555556],0
p12,1,0.560566,0.338726,[ 10 117] ; [ 3 52],[  9.07142857 117.92857143] ; [ 3.92857143 51.07142857],0
a5,1,0.65004,0.205849,[86 41] ; [36 20],[84.66666667 42.33333333] ; [37.33333333 18.66666667],0
n2,1,0.735466,0.114152,[23  4] ; [13  3],[22.60465116  4.39534884] ; [13.39534884  2.60465116],0
