Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,36.014003,[73 11] ; [ 7 19],[61.09090909 22.90909091] ; [18.90909091  7.09090909],1
p11,1,0.000666,11.582691,[69 17] ; [12 14],[62.19642857 23.80357143] ; [18.80357143  7.19642857],1
n4,1,0.001101,10.649224,[63 23] ; [10 16],[56.05357143 29.94642857] ; [16.94642857  9.05357143],0
n5,1,0.003494,8.529883,[63 23] ; [11 15],[56.82142857 29.17857143] ; [17.17857143  8.82142857],0
v1,1,0.015564,5.851427,[42 42] ; [ 6 20],[36.65454545 47.34545455] ; [11.34545455 14.65454545],0
a3,1,0.017447,5.650872,[55 30] ; [10 16],[49.77477477 35.22522523] ; [15.22522523 10.77477477],0
p2,1,0.021173,5.312472,[72 12] ; [17  9],[67.96363636 16.03636364] ; [21.03636364  4.96363636],0
n6,1,0.026194,4.943197,[70 16] ; [15 10],[65.85585586 20.14414414] ; [19.14414414  5.85585586],0
a5,1,0.026984,4.891812,[51 35] ; [ 9 17],[46.07142857 39.92857143] ; [13.92857143 12.07142857],0
d1,1,0.0281,4.821944,[37 49] ; [ 5 21],[32.25 53.75] ; [ 9.75 16.25],0
r3,1,0.035599,4.416219,[77  9] ; [19  7],[73.71428571 12.28571429] ; [22.28571429  3.71428571],0
d4,1,0.035836,4.404911,[62 24] ; [13 13],[57.58928571 28.41071429] ; [17.41071429  8.58928571],0
r4,1,0.03731,4.336221,[59 27] ; [12 14],[54.51785714 31.48214286] ; [16.48214286  9.51785714],0
s7,1,0.0421,4.131164,[38 43] ; [ 6 19],[33.62264151 47.37735849] ; [10.37735849 14.62264151],0
v3,1,0.042874,4.10035,[31 54] ; [ 4 22],[26.8018018 58.1981982] ; [ 8.1981982 17.8018018],0
s6,1,0.0435,4.075846,[53 29] ; [11 15],[48.59259259 33.40740741] ; [15.40740741 10.59259259],0
a4,1,0.056543,3.63599,[26 60] ; [ 3 23],[22.26785714 63.73214286] ; [ 6.73214286 19.26785714],0
v2,1,0.060464,3.524612,[44 41] ; [ 8 18],[39.81981982 45.18018018] ; [12.18018018 13.81981982],0
d5,1,0.066693,3.36259,[62 23] ; [14 12],[58.1981982 26.8018018] ; [17.8018018  8.1981982],0
d3,1,0.098171,2.735012,[51 33] ; [11 15],[47.34545455 36.65454545] ; [14.65454545 11.34545455],0
s1,1,0.110174,2.551726,[ 3 83] ; [ 3 23],[ 4.60714286 81.39285714] ; [ 1.39285714 24.60714286],0
p5,1,0.113934,2.498791,[14 72] ; [ 1 24],[11.62162162 74.37837838] ; [ 3.37837838 21.62162162],0
n2,1,0.133505,2.251265,[22  6] ; [6 5],[20.1025641  7.8974359] ; [7.8974359 3.1025641],0
b4,1,0.155476,2.017682,[50 36] ; [11 15],[46.83928571 39.16071429] ; [14.16071429 11.83928571],0
b3,1,0.181077,1.788759,[18 41] ; [ 2 13],[15.94594595 43.05405405] ; [ 4.05405405 10.94594595],0
b2,1,0.181077,1.788759,[18 41] ; [ 2 13],[15.94594595 43.05405405] ; [ 4.05405405 10.94594595],0
a2,1,0.196306,1.669648,[11 75] ; [ 1 25],[ 9.21428571 76.78571429] ; [ 2.78571429 23.21428571],0
p3,1,0.212367,1.55522,[51 34] ; [12 14],[48.24324324 36.75675676] ; [14.75675676 11.24324324],0
s8,1,0.242093,1.368366,[34 52] ; [ 7 19],[31.48214286 54.51785714] ; [ 9.51785714 16.48214286],0
v4,1,0.245406,1.349266,[76  9] ; [21  5],[74.27927928 10.72072072] ; [22.72072072  3.27927928],0
r2,1,0.268822,1.222747,[68 14] ; [19  7],[66.05555556 15.94444444] ; [20.94444444  5.05555556],0
s3,1,0.3154,1.007926,[45 39] ; [11 15],[42.76363636 41.23636364] ; [13.23636364 12.76363636],0
b1,1,0.331527,0.942925,[37 49] ; [14 12],[39.16071429 46.83928571] ; [11.83928571 14.16071429],0
n3,1,0.336449,0.923914,[22  6] ; [7 4],[20.82051282  7.17948718] ; [8.17948718 2.82051282],0
a8,1,0.342083,0.90261,[ 8 74] ; [ 1 25],[ 6.83333333 75.16666667] ; [ 2.16666667 23.83333333],0
a7,1,0.426782,0.631565,[50 35] ; [13 13],[48.24324324 36.75675676] ; [14.75675676 11.24324324],0
d2,1,0.431114,0.61982,[26 60] ; [10 16],[27.64285714 58.35714286] ; [ 8.35714286 17.64285714],0
s2,1,0.469346,0.523515,[40 46] ; [10 16],[38.39285714 47.60714286] ; [11.60714286 14.39285714],0
s5,1,0.491325,0.473622,[22 60] ; [ 5 20],[20.69158879 61.30841121] ; [ 6.30841121 18.69158879],0
u3,1,0.580672,0.30515,[11 20] ; [7 9],[11.87234043 19.12765957] ; [6.12765957 9.87234043],0
p6,1,0.591852,0.287461,[36 45] ; [10 16],[34.82242991 46.17757009] ; [11.17757009 14.82242991],0
u1,1,0.673899,0.177075,[ 2 84] ; [ 1 25],[ 2.30357143 83.69642857] ; [ 0.69642857 25.30357143],0
b5,1,0.718802,0.129643,[53 33] ; [15 11],[52.21428571 33.78571429] ; [15.78571429 10.21428571],0
p8,1,0.753406,0.098691,[50 34] ; [14 11],[49.32110092 34.67889908] ; [14.67889908 10.32110092],0
s4,1,0.815172,0.054643,[18 68] ; [ 6 20],[18.42857143 67.57142857] ; [ 5.57142857 20.42857143],0
a6,1,0.883743,0.021382,[51 35] ; [15 11],[50.67857143 35.32142857] ; [15.32142857 10.67857143],0
p4,1,0.885926,0.020581,[53 31] ; [16 10],[52.69090909 31.30909091] ; [16.30909091  9.69090909],0
u2,1,0.92345,0.009233,[17 14] ; [8 7],[16.84782609 14.15217391] ; [8.15217391 6.84782609],0
n1,1,0.968358,0.001573,[11 17] ; [4 6],[11.05263158 16.94736842] ; [3.94736842 6.05263158],0
