Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,136.036941,[308  58] ; [139 194],[234.05150215 131.94849785] ; [212.94849785 120.05150215],1
p4,1,0.0,59.312859,[281  91] ; [161 178],[231.25738397 140.74261603] ; [210.74261603 128.25738397],1
p6,1,0.0,48.477083,[181 187] ; [ 80 256],[136.43181818 231.56818182] ; [124.56818182 211.43181818],1
p2,1,0.0,46.524978,[346  26] ; [251  87],[312.7943662  59.2056338] ; [284.2056338  53.7943662],1
p3,1,0.0,45.706817,[238 134] ; [130 207],[193.0832158 178.9167842] ; [174.9167842 162.0832158],1
p11,1,0.0,29.628013,[319  54] ; [232 107],[288.65589888  84.34410112] ; [262.34410112  76.65589888],1
p5,1,0.0,27.599878,[ 63 310] ; [ 15 319],[ 41.15134371 331.84865629] ; [ 36.84865629 297.15134371],1
p10,1,3.2e-05,17.303155,[325  46] ; [253  82],[303.73654391  67.26345609] ; [274.26345609  60.73654391],1
p9,1,0.00029,13.133689,[330  41] ; [263  70],[312.50426136  58.49573864] ; [280.49573864  52.50426136],1
v1,1,0.000311,13.005549,[224 141] ; [156 171],[200.43352601 164.56647399] ; [179.56647399 147.43352601],1
b5,1,0.001736,9.809641,[207 166] ; [227 112],[227.36235955 145.63764045] ; [206.63764045 132.36235955],0
r4,1,0.002013,9.537212,[353  20] ; [299  40],[341.56741573  31.43258427] ; [310.43258427  28.56741573],0
n5,1,0.004145,8.21915,[295  77] ; [235 101],[278.47457627  93.52542373] ; [251.52542373  84.47457627],0
d4,1,0.005892,7.583131,[344  29] ; [290  48],[332.604782  40.395218] ; [301.395218  36.604782],0
d3,1,0.009907,6.651617,[294  79] ; [238 100],[279.09423347  93.90576653] ; [252.90576653  85.09423347],0
d1,1,0.013489,6.10385,[278  95] ; [224 115],[262.98595506 110.01404494] ; [239.01404494  99.98595506],0
n4,1,0.023935,5.099365,[301  72] ; [248  89],[288.41830986  84.58169014] ; [260.58169014  76.41830986],0
s5,1,0.026617,4.915478,[138 220] ; [ 99 226],[124.22547584 233.77452416] ; [112.77452416 212.22547584],0
