Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,171.055818,[ 40 209] ; [207  78],[115.1741573 133.8258427] ; [131.8258427 153.1741573],1
d3,1,0.0,151.969022,[ 88 162] ; [249  38],[156.89013035  93.10986965] ; [180.10986965 106.89013035],1
d4,1,0.0,143.876791,[142 108] ; [282   3],[198.13084112  51.86915888] ; [225.86915888  59.13084112],1
d5,1,0.0,138.233119,[135 115] ; [278   9],[192.27188082  57.72811918] ; [220.72811918  66.27188082],1
a4,1,0.0,69.302656,[ 56 193] ; [166 120],[103.32336449 145.67663551] ; [118.67663551 167.32336449],1
a2,1,0.0,69.154503,[ 14 236] ; [101 187],[ 53.43866171 196.56133829] ; [ 61.56133829 226.43866171],1
u1,1,0.0,48.312894,[  7 243] ; [ 68 220],[ 34.85130112 215.14869888] ; [ 40.14869888 247.85130112],1
a5,1,0.0,34.654763,[144 106] ; [233  55],[175.18587361  74.81412639] ; [201.81412639  86.18587361],1
a3,1,0.0,28.148609,[137 110] ; [222  66],[165.74392523  81.25607477] ; [193.25607477  94.74392523],1
v2,1,1e-06,24.669529,[ 93 141] ; [170 105],[120.90766208 113.09233792] ; [142.09233792 132.90766208],1
r1,1,1e-06,24.144468,[165  82] ; [242  43],[188.96428571  58.03571429] ; [218.03571429  66.96428571],1
a6,1,1e-06,23.976823,[142 108] ; [220  67],[168.52886406  81.47113594] ; [193.47113594  93.52886406],1
a7,1,2e-06,22.646526,[148 101] ; [225  62],[173.27798507  75.72201493] ; [199.72201493  87.27798507],1
s7,1,0.000692,11.510971,[ 70 167] ; [120 152],[ 88.4675835 148.5324165] ; [101.5324165 170.4675835],1
s8,1,0.000833,11.166503,[ 66 183] ; [115 171],[ 84.2411215 164.7588785] ; [ 96.7588785 189.2411215],1
r2,1,0.000861,11.105528,[211  35] ; [267  16],[222.28355388  23.71644612] ; [255.71644612  27.28355388],1
r3,1,0.001508,10.068573,[211  36] ; [269  18],[222.02247191  24.97752809] ; [257.97752809  29.02247191],0
s2,1,0.001997,9.552079,[ 80 170] ; [128 156],[ 97.37827715 152.62172285] ; [110.62172285 173.37827715],0
n6,1,0.002168,9.401182,[173  74] ; [232  53],[188.03571429  58.96428571] ; [216.96428571  68.03571429],0
r4,1,0.002502,9.139105,[192  58] ; [250  38],[205.39033457  44.60966543] ; [236.60966543  51.39033457],0
s5,1,0.003288,8.640467,[ 45 201] ; [ 82 198],[ 59.39543726 186.60456274] ; [ 67.60456274 212.39543726],0
v3,1,0.003789,8.382194,[ 73 169] ; [114 154],[ 88.73333333 153.26666667] ; [ 98.26666667 169.73333333],0
p11,1,0.004411,8.106218,[169  81] ; [226  62],[183.55018587  66.44981413] ; [211.44981413  76.55018587],0
n4,1,0.006918,7.294083,[163  85] ; [219  68],[177.07663551  70.92336449] ; [204.92336449  82.07663551],0
p4,1,0.007625,7.119382,[ 98 150] ; [146 140],[113.31835206 134.68164794] ; [130.68164794 155.31835206],0
p10,1,0.00801,7.031196,[166  79] ; [223  63],[179.48210923  65.51789077] ; [209.51789077  76.48210923],0
s1,1,0.015211,5.891813,[ 14 232] ; [  5 279],[  8.81886792 237.18113208] ; [ 10.18113208 273.81886792],0
v4,1,0.02734,4.869187,[214  31] ; [266  20],[221.46892655  23.53107345] ; [258.53107345  27.46892655],0
p12,1,0.029593,4.732762,[  7 241] ; [ 20 268],[ 12.49253731 235.50746269] ; [ 14.50746269 273.49253731],0
p3,1,0.030273,4.693743,[ 83 167] ; [121 165],[ 95.14925373 154.85074627] ; [108.85074627 177.14925373],0
n5,1,0.032764,4.558076,[160  87] ; [209  76],[171.32142857  75.67857143] ; [197.67857143  87.32142857],0
s6,1,0.04541,4.003356,[124 125] ; [166 118],[135.47842402 113.52157598] ; [154.52157598 129.47842402],0
n2,1,0.04662,3.959037,[54 15] ; [46 27],[48.5915493 20.4084507] ; [51.4084507 21.5915493],0
b5,1,0.04808,3.907184,[137 113] ; [182 106],[148.23420074 101.76579926] ; [170.76579926 117.23420074],0
p9,1,0.068011,3.330375,[178  67] ; [224  58],[186.88804554  58.11195446] ; [215.11195446  66.88804554],0
u2,1,0.077028,3.12651,[52 57] ; [40 25],[57.63218391 51.36781609] ; [34.36781609 30.63218391],0
p7,1,0.089676,2.880179,[110 135] ; [147 134],[119.70532319 125.29467681] ; [137.29467681 143.70532319],0
u3,1,0.090722,2.861522,[51 60] ; [39 27],[56.44067797 54.55932203] ; [33.55932203 32.44067797],0
p2,1,0.10433,2.638081,[179  70] ; [223  63],[187.09906542  61.90093458] ; [214.90093458  71.09906542],0
p8,1,0.121667,2.395736,[ 92 155] ; [125 160],[100.75 146.25] ; [116.25 168.75],0
