Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,25.042839,[20 59] ; [31 12],[33.02459016 45.97540984] ; [17.97540984 25.02459016],1
n3,1,0.002562,9.09549,[16  2] ; [2 5],[12.96  5.04] ; [5.04 1.96],0
s6,1,0.003656,8.447458,[36 37] ; [33 10],[43.42241379 29.57758621] ; [25.57758621 17.42241379],0
a7,1,0.027322,4.870365,[55 24] ; [36  5],[59.90833333 19.09166667] ; [31.09166667  9.90833333],0
s8,1,0.030528,4.679312,[18 60] ; [18 25],[23.20661157 54.79338843] ; [12.79338843 30.20661157],0
s5,1,0.068206,3.325678,[16 58] ; [16 27],[20.23931624 53.76068376] ; [11.76068376 31.23931624],0
p10,1,0.086643,2.935669,[58 19] ; [38  5],[61.6 15.4] ; [34.4  8.6],0
p12,1,0.091509,2.847625,[ 4 74] ; [ 6 37],[ 6.44628099 71.55371901] ; [ 3.55371901 39.44628099],0
d4,1,0.099144,2.719267,[60 19] ; [38  5],[63.45901639 15.54098361] ; [34.54098361  8.45901639],0
b4,1,0.103988,2.643284,[54 25] ; [23 20],[49.86065574 29.13934426] ; [27.13934426 15.86065574],0
n4,1,0.108887,2.570298,[62 17] ; [28 15],[58.27868852 20.72131148] ; [31.72131148 11.27868852],0
u2,1,0.186443,1.745501,[12 19] ; [11  8],[14.26 16.74] ; [ 8.74 10.26],0
p11,1,0.210317,1.569244,[65 14] ; [39  4],[67.3442623 11.6557377] ; [36.6557377  6.3442623],0
d2,1,0.240491,1.377713,[40 39] ; [17 26],[36.90983607 42.09016393] ; [20.09016393 22.90983607],0
v2,1,0.245333,1.349687,[38 40] ; [24 16],[40.98305085 37.01694915] ; [21.01694915 18.98305085],0
d3,1,0.278872,1.172579,[50 28] ; [31 11],[52.65 25.35] ; [28.35 13.65],0
n1,1,0.340904,0.907029,[ 6 12] ; [1 6],[ 5.04 12.96] ; [1.96 5.04],0
r2,1,0.357197,0.847724,[74  4] ; [38  4],[72.8  5.2] ; [39.2  2.8],0
a4,1,0.39061,0.737043,[39 39] ; [18 25],[36.74380165 41.25619835] ; [20.25619835 22.74380165],0
p1,1,0.457683,0.551555,[11 68] ; [ 4 39],[ 9.71311475 69.28688525] ; [ 5.28688525 37.71311475],0
b5,1,0.464893,0.534088,[48 31] ; [29 14],[49.86065574 29.13934426] ; [27.13934426 15.86065574],0
p8,1,0.485701,0.486037,[58 21] ; [29 14],[56.33606557 22.66393443] ; [30.66393443 12.33606557],0
r3,1,0.529972,0.394446,[77  2] ; [41  2],[76.40983607  2.59016393] ; [41.59016393  1.40983607],0
v4,1,0.530312,0.393794,[73  6] ; [41  2],[73.81967213  5.18032787] ; [40.18032787  2.81967213],0
a6,1,0.551698,0.354285,[49 30] ; [29 14],[50.50819672 28.49180328] ; [27.49180328 15.50819672],0
n5,1,0.554646,0.349059,[56 22] ; [33 10],[57.37190083 20.62809917] ; [31.62809917 11.37190083],0
r1,1,0.586632,0.295635,[59 20] ; [34  9],[60.22131148 18.77868852] ; [32.77868852 10.22131148],0
a3,1,0.595677,0.281566,[48 31] ; [24 19],[46.62295082 32.37704918] ; [25.37704918 17.62295082],0
p7,1,0.607565,0.263736,[64 14] ; [36  6],[65. 13.] ; [35.  7.],0
d5,1,0.620779,0.244774,[65 14] ; [33  9],[63.98347107 15.01652893] ; [34.01652893  7.98347107],0
s4,1,0.627049,0.236084,[11 67] ; [ 7 33],[11.89830508 66.10169492] ; [ 6.10169492 33.89830508],0
u4,1,0.659661,0.193936,[ 1 78] ; [ 1 42],[ 1.29508197 77.70491803] ; [ 0.70491803 42.29508197],0
p2,1,0.680675,0.169367,[70  9] ; [37  6],[69.28688525  9.71311475] ; [37.71311475  5.28688525],0
b1,1,0.693544,0.155275,[36 43] ; [18 25],[34.96721311 44.03278689] ; [19.03278689 23.96721311],0
p9,1,0.715761,0.13259,[66 13] ; [37  6],[66.69672131 12.30327869] ; [36.30327869  6.69672131],0
a5,1,0.715866,0.132488,[54 25] ; [28 15],[53.09836066 25.90163934] ; [28.90163934 14.09836066],0
p4,1,0.800648,0.06376,[59 20] ; [33 10],[59.57377049 19.42622951] ; [32.42622951 10.57377049],0
v3,1,0.807793,0.059183,[24 55] ; [11 28],[23.43220339 55.56779661] ; [11.56779661 27.43220339],0
d1,1,0.810295,0.057622,[46 33] ; [26 17],[46.62295082 32.37704918] ; [25.37704918 17.62295082],0
a1,1,0.82025,0.05163,[ 3 76] ; [ 2 41],[ 3.23770492 75.76229508] ; [ 1.76229508 41.23770492],0
v1,1,0.831487,0.045281,[44 35] ; [22 19],[43.45 35.55] ; [22.55 18.45],0
b3,1,0.841165,0.040162,[20 26] ; [ 9 13],[19.61764706 26.38235294] ; [ 9.38235294 12.61764706],0
b2,1,0.841165,0.040162,[20 26] ; [ 9 13],[19.61764706 26.38235294] ; [ 9.38235294 12.61764706],0
u1,1,0.854043,0.033842,[12 67] ; [ 6 37],[11.6557377 67.3442623] ; [ 6.3442623 36.6557377],0
p5,1,0.883881,0.021331,[ 8 71] ; [ 4 39],[ 7.7704918 71.2295082] ; [ 4.2295082 38.7704918],0
n6,1,0.884038,0.021273,[65 14] ; [35  7],[65.2892562 13.7107438] ; [34.7107438  7.2892562],0
r4,1,0.900687,0.015573,[73  6] ; [40  3],[73.17213115  5.82786885] ; [39.82786885  3.17213115],0
n2,1,0.908433,0.013229,[14  5] ; [5 2],[13.88461538  5.11538462] ; [5.11538462 1.88461538],0
a2,1,0.929469,0.007834,[16 63] ; [ 9 34],[16.18852459 62.81147541] ; [ 8.81147541 34.18852459],0
a8,1,0.939285,0.005802,[ 8 62] ; [ 5 37],[ 8.125 61.875] ; [ 4.875 37.125],0
u3,1,0.961749,0.0023,[14 16] ; [ 9 10],[14.08163265 15.91836735] ; [ 8.91836735 10.08163265],0
p3,1,0.990019,0.000156,[44 35] ; [24 19],[44.03278689 34.96721311] ; [23.96721311 19.03278689],0
