Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,152.221265,[23 70] ; [246  27],[68.35245902 24.64754098] ; [200.64754098  72.35245902],1
s6,1,0.0,50.089424,[56 37] ; [245  22],[77.75833333 15.24166667] ; [223.24166667  43.75833333],1
s5,1,0.00019,13.932417,[27 65] ; [134 124],[42.32 49.68] ; [118.68 139.32],1
s8,1,0.0003,13.067905,[49 43] ; [200  72],[62.93406593 29.06593407] ; [186.06593407  85.93406593],1
r2,1,0.001783,9.761025,[83  9] ; [262   6],[88.16666667  3.83333333] ; [256.83333333  11.16666667],0
n2,1,0.009808,6.669482,[15 10] ; [44  7],[19.40789474  5.59210526] ; [39.59210526 11.40789474],0
s4,1,0.016664,5.731384,[12 80] ; [ 68 204],[20.21978022 71.78021978] ; [ 59.78021978 212.21978022],0
d1,1,0.023641,5.120785,[48 45] ; [177  96],[57.17213115 35.82786885] ; [167.82786885 105.17213115],0
n4,1,0.033289,4.530858,[72 21] ; [235  36],[78.43681319 14.56318681] ; [228.56318681  42.43681319],0
n5,1,0.082006,3.024696,[70 22] ; [228  43],[75.5261708 16.4738292] ; [222.4738292  48.5261708],0
p1,1,0.125803,2.34354,[ 6 87] ; [ 33 239],[ 9.9369863 83.0630137] ; [ 29.0630137 242.9369863],0
r1,1,0.126687,2.332635,[73 20] ; [232  40],[77.71232877 15.28767123] ; [227.28767123  44.71232877],0
v4,1,0.190185,1.716186,[89  4] ; [265   5],[90.69421488  2.30578512] ; [263.30578512   6.69421488],0
n3,1,0.195781,1.673567,[15 10] ; [38 13],[17.43421053  7.56578947] ; [35.56578947 15.43421053],0
p11,1,0.198375,1.654301,[71 22] ; [225  48],[75.21311475 17.78688525] ; [220.78688525  52.21311475],0
a3,1,0.205738,1.601168,[71 21] ; [226  46],[75.06593407 16.93406593] ; [221.93406593  50.06593407],0
d4,1,0.213601,1.546852,[75 18] ; [234  38],[78.73150685 14.26849315] ; [230.26849315  41.73150685],0
n1,1,0.218322,1.515368,[ 9 16] ; [26 25],[11.51315789 13.48684211] ; [23.48684211 27.51315789],0
p12,1,0.223825,1.479675,[ 6 85] ; [ 30 243],[ 9. 82.] ; [ 27. 246.],0
s1,1,0.224894,1.472869,[ 2 90] ; [ 14 256],[ 4.06629834 87.93370166] ; [ 11.93370166 258.06629834],0
d2,1,0.225395,1.469687,[44 49] ; [149 124],[49.04098361 43.95901639] ; [143.95901639 129.04098361],0
a1,1,0.227799,1.454552,[ 3 90] ; [ 18 255],[ 5.33606557 87.66393443] ; [ 15.66393443 257.33606557],0
n6,1,0.229168,1.446017,[79 13] ; [244  26],[82.08839779  9.91160221] ; [240.91160221  29.08839779],0
p8,1,0.24762,1.336683,[52 39] ; [172  97],[56.62222222 34.37777778] ; [167.37777778 101.62222222],0
b5,1,0.286614,1.135459,[58 35] ; [153 120],[53.6147541 39.3852459] ; [157.3852459 115.6147541],0
d3,1,0.333382,0.935717,[64 29] ; [202  71],[67.59016393 25.40983607] ; [198.40983607  74.59016393],0
b3,1,0.347323,0.883213,[31 35] ; [ 75 111],[27.76190476 38.23809524] ; [ 78.23809524 107.76190476],0
b2,1,0.347323,0.883213,[31 35] ; [ 75 111],[27.76190476 38.23809524] ; [ 78.23809524 107.76190476],0
a4,1,0.351817,0.866892,[40 52] ; [134 139],[43.85753425 48.14246575] ; [130.14246575 142.85753425],0
r3,1,0.373833,0.790884,[88  5] ; [262   9],[89.42307692  3.57692308] ; [260.57692308  10.42307692],0
a8,1,0.38876,0.742818,[12 68] ; [ 48 201],[14.58966565 65.41033435] ; [ 45.41033435 203.58966565],0
p10,1,0.420103,0.650027,[83  9] ; [235  35],[80.81767956 11.18232044] ; [237.18232044  32.81767956],0
r4,1,0.426977,0.631032,[83 10] ; [251  22],[84.86885246  8.13114754] ; [249.13114754  23.86885246],0
v1,1,0.45623,0.555127,[57 35] ; [153 113],[53.96648045 38.03351955] ; [156.03351955 109.96648045],0
a2,1,0.474271,0.512009,[23 70] ; [ 78 195],[25.66393443 67.33606557] ; [ 75.33606557 197.66393443],0
b4,1,0.496485,0.462441,[48 45] ; [152 121],[50.81967213 42.18032787] ; [149.18032787 123.81967213],0
b1,1,0.566063,0.329314,[33 60] ; [106 167],[35.31967213 57.68032787] ; [103.68032787 169.31967213],0
p7,1,0.576033,0.312692,[67 25] ; [200  64],[69. 23.] ; [198.  66.],0
u3,1,0.584876,0.298419,[14  8] ; [33 14],[14.98550725  7.01449275] ; [32.01449275 14.98550725],0
p4,1,0.594414,0.283503,[69 24] ; [194  78],[67.0109589 25.9890411] ; [195.9890411  76.0109589],0
p6,1,0.624562,0.239508,[46 45] ; [128 141],[43.98333333 47.01666667] ; [130.01666667 138.98333333],0
u1,1,0.690232,0.158835,[23 70] ; [ 62 211],[21.59836066 71.40163934] ; [ 63.40163934 209.59836066],0
a7,1,0.70411,0.144231,[67 26] ; [191  82],[65.55737705 27.44262295] ; [192.44262295  80.55737705],0
a6,1,0.72711,0.121782,[59 34] ; [178  94],[60.38630137 32.61369863] ; [176.61369863  95.38630137],0
p5,1,0.738071,0.111829,[15 78] ; [ 48 224],[16.05205479 76.94794521] ; [ 46.94794521 225.05205479],0
u2,1,0.762215,0.091551,[15  7] ; [29 16],[14.44776119  7.55223881] ; [29.55223881 15.44776119],0
v3,1,0.787964,0.072337,[42 49] ; [118 147],[40.8988764 50.1011236] ; [119.1011236 145.8988764],0
p3,1,0.816515,0.053838,[57 36] ; [163 109],[56.05479452 36.94520548] ; [163.94520548 108.05479452],0
d5,1,0.82668,0.047944,[76 17] ; [225  47],[76.69315068 16.30684932] ; [224.30684932  47.69315068],0
p9,1,0.886216,0.020476,[84  8] ; [247  25],[83.65934066  8.34065934] ; [247.34065934  24.65934066],0
a5,1,0.924115,0.009073,[73 20] ; [213  60],[72.67213115 20.32786885] ; [213.32786885  59.67213115],0
v2,1,0.951669,0.003674,[54 37] ; [160 108],[54.24512535 36.75487465] ; [159.75487465 108.24512535],0
