Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,45.207271,[142  20] ; [22 30],[124.14953271  37.85046729] ; [39.85046729 12.14953271],1
n6,1,0.0,29.243174,[149  14] ; [31 21],[136.46511628  26.53488372] ; [43.53488372  8.46511628],1
s7,1,0.003385,8.587646,[120  33] ; [28 21],[112.0990099  40.9009901] ; [35.9009901 13.0990099],0
a2,1,0.006158,7.503574,[ 54 109] ; [ 7 45],[ 46.24651163 116.75348837] ; [14.75348837 37.24651163],0
a3,1,0.00759,7.12774,[135  28] ; [34 18],[128.1255814  34.8744186] ; [40.8744186 11.1255814],0
d1,1,0.014881,5.930472,[109  54] ; [25 27],[101.59069767  61.40930233] ; [32.40930233 19.59069767],0
p10,1,0.015899,5.813956,[144  17] ; [38 12],[138.87203791  22.12796209] ; [43.12796209  6.87203791],0
p4,1,0.021498,5.285962,[95 67] ; [21 31],[87.81308411 74.18691589] ; [28.18691589 23.81308411],0
v3,1,0.031467,4.627292,[80 74] ; [16 31],[73.55223881 80.44776119] ; [22.44776119 24.55223881],0
d2,1,0.053396,3.731489,[97 66] ; [23 29],[90.97674419 72.02325581] ; [29.02325581 22.97674419],0
r2,1,0.05968,3.546255,[154   7] ; [46  6],[151.17370892   9.82629108] ; [48.82629108  3.17370892],0
v1,1,0.074657,3.177548,[89 66] ; [21 28],[83.57843137 71.42156863] ; [26.42156863 22.57843137],0
a1,1,0.082262,3.019626,[  4 159] ; [ 4 48],[  6.06511628 156.93488372] ; [ 1.93488372 50.06511628],0
s3,1,0.085864,2.950251,[123  36] ; [34 18],[118.30805687  40.69194313] ; [38.69194313 13.30805687],0
d5,1,0.087386,2.921878,[139  24] ; [39 13],[134.94883721  28.05116279] ; [43.05116279  8.94883721],0
a5,1,0.099936,2.70656,[128  35] ; [35 17],[123.57674419  39.42325581] ; [39.42325581 12.57674419],0
s2,1,0.102814,2.661344,[114  45] ; [31 21],[109.26540284  49.73459716] ; [35.73459716 16.26540284],0
u1,1,0.112353,2.520801,[ 35 128] ; [ 6 46],[ 31.08372093 131.91627907] ; [ 9.91627907 42.08372093],0
r1,1,0.135248,2.23121,[143  18] ; [42 10],[139.83568075  21.16431925] ; [45.16431925  6.83568075],0
a4,1,0.153399,2.038126,[78 85] ; [19 33],[73.53953488 89.46046512] ; [23.46046512 28.53953488],0
p3,1,0.185595,1.752242,[83 80] ; [21 31],[78.84651163 84.15348837] ; [25.15348837 26.84651163],0
p12,1,0.185633,1.751941,[ 16 147] ; [ 2 49],[ 13.71028037 149.28971963] ; [ 4.28971963 46.71028037],0
b1,1,0.189678,1.720116,[70 93] ; [17 35],[65.95813953 97.04186047] ; [21.04186047 30.95813953],0
n1,1,0.212317,1.555556,[20 22] ; [ 4 10],[18. 24.] ; [6. 8.],0
p11,1,0.222456,1.488455,[132  31] ; [38 14],[128.88372093  34.11627907] ; [41.11627907 10.88372093],0
a6,1,0.22359,1.48118,[115  48] ; [32 20],[111.44651163  51.55348837] ; [35.55348837 16.44651163],0
p8,1,0.238439,1.389802,[77 84] ; [20 32],[73.31924883 87.68075117] ; [23.68075117 28.31924883],0
r3,1,0.349369,0.875747,[155   8] ; [51  1],[156.17674419   6.82325581] ; [49.82325581  2.17674419],0
b3,1,0.370914,0.8006,[45 68] ; [11 24],[42.75675676 70.24324324] ; [13.24324324 21.75675676],0
b2,1,0.370914,0.8006,[45 68] ; [11 24],[42.75675676 70.24324324] ; [13.24324324 21.75675676],0
v2,1,0.372996,0.793658,[92 63] ; [25 23],[89.33497537 65.66502463] ; [27.66502463 20.33497537],0
d4,1,0.398243,0.713626,[134  29] ; [40 12],[131.91627907  31.08372093] ; [42.08372093  9.91627907],0
n3,1,0.401486,0.703871,[28 14] ; [11  3],[29.25 12.75] ; [9.75 4.25],0
p9,1,0.428352,0.627289,[143  19] ; [42  8],[141.36792453  20.63207547] ; [43.63207547  6.36792453],0
s5,1,0.433519,0.613377,[61 96] ; [16 33],[58.68446602 98.31553398] ; [18.31553398 30.68446602],0
b4,1,0.468673,0.525104,[91 72] ; [32 20],[93.25116279 69.74883721] ; [29.74883721 22.25116279],0
s1,1,0.513669,0.426586,[  6 152] ; [ 1 51],[  5.26666667 152.73333333] ; [ 1.73333333 50.26666667],0
a7,1,0.550646,0.356161,[112  51] ; [38 14],[113.72093023  49.27906977] ; [36.27906977 15.72093023],0
n2,1,0.553963,0.350266,[34  9] ; [10  4],[33.19298246  9.80701754] ; [10.80701754  3.19298246],0
p1,1,0.567413,0.327031,[  9 154] ; [ 4 48],[  9.85581395 153.14418605] ; [ 3.14418605 48.85581395],0
a8,1,0.610917,0.258842,[ 22 122] ; [ 9 40],[ 23.12953368 120.87046632] ; [ 7.87046632 41.12953368],0
u2,1,0.663687,0.189076,[18 10] ; [12  5],[18.66666667  9.33333333] ; [11.33333333  5.66666667],0
p7,1,0.710159,0.138118,[92 67] ; [28 23],[90.85714286 68.14285714] ; [29.14285714 21.85714286],0
u3,1,0.753511,0.098604,[19  9] ; [13  5],[19.47826087  8.52173913] ; [12.52173913  5.47826087],0
v4,1,0.788719,0.07181,[157   5] ; [50  2],[156.70093458   5.29906542] ; [50.29906542  1.70093458],0
p2,1,0.799972,0.064203,[129  34] ; [42 10],[129.64186047  33.35813953] ; [41.35813953 10.64186047],0
b5,1,0.816532,0.053827,[97 66] ; [30 22],[96.28372093 66.71627907] ; [30.71627907 21.28372093],0
d3,1,0.843225,0.039113,[109  54] ; [34 18],[108.41395349  54.58604651] ; [34.58604651 17.41395349],0
s6,1,0.856847,0.03254,[136  27] ; [42  9],[135.57943925  27.42056075] ; [42.42056075  8.57943925],0
r4,1,0.937008,0.006246,[151  12] ; [48  4],[150.86976744  12.13023256] ; [48.13023256  3.86976744],0
p5,1,0.937576,0.006134,[ 15 144] ; [ 5 46],[ 15.14285714 143.85714286] ; [ 4.85714286 46.14285714],0
s4,1,0.982777,0.000466,[ 28 135] ; [ 9 43],[ 28.05116279 134.94883721] ; [ 8.94883721 43.05116279],0
