Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.002176,9.394713,[ 34 112] ; [12 10],[ 39.97619048 106.02380952] ; [ 6.02380952 15.97619048],0
p8,1,0.36927,0.80612,[ 46 101] ; [ 9 13],[47.84023669 99.15976331] ; [ 7.15976331 14.84023669],0
a8,1,0.374486,0.788726,[ 17 123] ; [ 1 18],[ 15.8490566 124.1509434] ; [ 2.1509434 16.8490566],0
d2,1,0.381037,0.767352,[59 88] ; [11 11],[60.88757396 86.11242604] ; [ 9.11242604 12.88757396],0
p11,1,0.387215,0.74767,[89 60] ; [11 11],[87.13450292 61.86549708] ; [12.86549708  9.13450292],0
s1,1,0.394,0.726562,[  7 141] ; [ 2 20],[  7.83529412 140.16470588] ; [ 1.16470588 20.83529412],0
a1,1,0.487401,0.48226,[  8 141] ; [ 2 20],[  8.71345029 140.28654971] ; [ 1.28654971 20.71345029],0
r1,1,0.497657,0.459929,[76 72] ; [13  9],[77.48235294 70.51764706] ; [11.51764706 10.48235294],0
p9,1,0.500615,0.453633,[88 57] ; [15  7],[89.43113772 55.56886228] ; [13.56886228  8.43113772],0
b2,1,0.519564,0.41476,[30 55] ; [7 9],[31.13861386 53.86138614] ; [ 5.86138614 10.13861386],0
b3,1,0.519564,0.41476,[30 55] ; [7 9],[31.13861386 53.86138614] ; [ 5.86138614 10.13861386],0
p4,1,0.554756,0.348866,[51 97] ; [ 9 13],[52.23529412 95.76470588] ; [ 7.76470588 14.23529412],0
p2,1,0.554756,0.348866,[97 51] ; [13  9],[95.76470588 52.23529412] ; [14.23529412  7.76470588],0
u2,1,0.56407,0.332706,[29 35] ; [5 4],[29.80821918 34.19178082] ; [4.19178082 4.80821918],0
b4,1,0.635033,0.225297,[80 69] ; [13  9],[81.03508772 67.96491228] ; [11.96491228 10.03508772],0
d4,1,0.651417,0.204118,[102  47] ; [14  8],[101.07602339  47.92397661] ; [14.92397661  7.07602339],0
s3,1,0.657234,0.196901,[ 40 107] ; [ 5 17],[ 39.14201183 107.85798817] ; [ 5.85798817 16.14201183],0
p7,1,0.680408,0.169666,[60 87] ; [10 12],[60.88757396 86.11242604] ; [ 9.11242604 12.88757396],0
d1,1,0.682998,0.166771,[61 88] ; [ 8 14],[60.12280702 88.87719298] ; [ 8.87719298 13.12280702],0
a6,1,0.682998,0.166771,[88 61] ; [14  8],[88.87719298 60.12280702] ; [13.12280702  8.87719298],0
a4,1,0.714634,0.133693,[53 95] ; [ 7 15],[52.23529412 95.76470588] ; [ 7.76470588 14.23529412],0
a5,1,0.720717,0.127807,[82 67] ; [13  9],[82.77777778 66.22222222] ; [12.22222222  9.77777778],0
a3,1,0.722671,0.125948,[85 62] ; [13  8],[85.75 61.25] ; [12.25  8.75],0
r3,1,0.764807,0.089505,[112  36] ; [16  6],[111.43529412  36.56470588] ; [16.56470588  5.43529412],0
n6,1,0.779183,0.078615,[98 49] ; [14  8],[97.42011834 49.57988166] ; [14.57988166  7.42011834],0
p10,1,0.790487,0.070585,[83 65] ; [13  9],[83.57647059 64.42352941] ; [12.42352941  9.57647059],0
b5,1,0.811341,0.056976,[92 57] ; [13  9],[91.49122807 57.50877193] ; [13.50877193  8.49122807],0
s4,1,0.814193,0.055235,[ 16 133] ; [ 2 20],[ 15.68421053 133.31578947] ; [ 2.31578947 19.68421053],0
s2,1,0.8166,0.053787,[ 24 124] ; [ 4 18],[ 24.37647059 123.62352941] ; [ 3.62352941 18.37647059],0
v4,1,0.906652,0.01375,[116  32] ; [17  5],[115.78823529  32.21176471] ; [17.21176471  4.78823529],0
a7,1,0.942316,0.005236,[93 55] ; [14  8],[93.15294118 54.84705882] ; [13.84705882  8.15294118],0
a2,1,0.954004,0.003327,[ 21 128] ; [ 3 19],[ 20.9122807 128.0877193] ; [ 3.0877193 18.9122807],0
s7,1,0.976367,0.000878,[ 28 114] ; [ 4 16],[ 28.04938272 113.95061728] ; [ 3.95061728 16.04938272],0
