Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,58.599494,[ 7 33] ; [129  31],[27.2 12.8] ; [108.8  51.2],1
r3,1,0.0,45.483809,[17 22] ; [144  15],[31.71212121  7.28787879] ; [129.28787879  29.71212121],1
r2,1,0.0,33.030564,[20 17] ; [146  13],[31.33673469  5.66326531] ; [134.66326531  24.33673469],1
p2,1,1.8e-05,18.360016,[12 27] ; [109  51],[23.71356784 15.28643216] ; [97.28643216 62.71356784],1
r1,1,5.1e-05,16.403389,[13 27] ; [108  52],[24.2 15.8] ; [96.8 63.2],1
p11,1,5.9e-05,16.133333,[14 26] ; [111  49],[25. 15.] ; [100.  60.],1
n6,1,0.00027,13.266298,[16 23] ; [115  45],[25.67336683 13.32663317] ; [105.32663317  54.67336683],1
a1,1,0.001604,9.954751,[ 7 33] ; [  6 154],[ 2.6 37.4] ; [ 10.4 149.6],0
a7,1,0.00165,9.903352,[16 24] ; [106  52],[24.64646465 15.35353535] ; [97.35353535 60.64646465],0
u2,1,0.001836,9.70687,[ 2 14] ; [27 20],[7.36507937 8.63492063] ; [21.63492063 25.36507937],0
v2,1,0.002167,9.402455,[ 7 32] ; [69 85],[15.35751295 23.64248705] ; [60.64248705 93.35751295],0
p10,1,0.007291,7.199848,[14 25] ; [95 64],[21.46969697 17.53030303] ; [87.53030303 71.46969697],0
n1,1,0.009485,6.729132,[11  8] ; [13 39],[ 6.42253521 12.57746479] ; [17.57746479 34.42253521],0
p7,1,0.010676,6.518393,[ 7 33] ; [62 97],[13.86934673 26.13065327] ; [ 55.13065327 103.86934673],0
p9,1,0.012092,6.297352,[16 22] ; [101  56],[22.8 15.2] ; [94.2 62.8],0
p4,1,0.013856,6.056345,[ 5 35] ; [ 51 108],[11.25628141 28.74371859] ; [ 44.74371859 114.25628141],0
a6,1,0.015071,5.908203,[19 21] ; [109  51],[25.6 14.4] ; [102.4  57.6],0
b1,1,0.018601,5.538602,[24 16] ; [63 97],[17.4 22.6] ; [69.6 90.4],0
s8,1,0.027264,4.874005,[ 1 39] ; [ 25 135],[ 5.2 34.8] ; [ 20.8 139.2],0
v3,1,0.032153,4.590332,[ 5 35] ; [ 44 107],[10.2617801 29.7382199] ; [ 38.7382199 112.2617801],0
n3,1,0.041517,4.154796,[ 8 10] ; [37 15],[11.57142857  6.42857143] ; [33.42857143 18.57142857],0
p1,1,0.054472,3.698176,[ 5 35] ; [  7 152],[ 2.4120603 37.5879397] ; [  9.5879397 149.4120603],0
d3,1,0.062859,3.460301,[17 23] ; [93 65],[22.22222222 17.77777778] ; [87.77777778 70.22222222],0
v1,1,0.070854,3.263126,[ 8 31] ; [ 56 101],[12.73469388 26.26530612] ; [ 51.26530612 105.73469388],0
p3,1,0.114002,2.497849,[ 6 34] ; [ 43 116],[ 9.84924623 30.15075377] ; [ 39.15075377 119.84924623],0
d5,1,0.117307,2.452912,[23 17] ; [112  47],[27.13567839 12.86432161] ; [107.86432161  51.13567839],0
