Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,35.766675,[154   8] ; [3 5],[149.61176471  12.38823529] ; [7.38823529 0.61176471],1
s2,1,0.002057,9.498394,[114  49] ; [1 6],[110.26470588  52.73529412] ; [4.73529412 2.26470588],0
r4,1,0.004924,7.907032,[151  13] ; [5 3],[148.74418605  15.25581395] ; [7.25581395 0.74418605],0
s3,1,0.069247,3.300785,[120  42] ; [3 4],[117.90532544  44.09467456] ; [5.09467456 1.90532544],0
v1,1,0.08978,2.878322,[89 71] ; [2 6],[86.66666667 73.33333333] ; [4.33333333 3.66666667],0
s5,1,0.094374,2.798135,[66 90] ; [1 7],[63.73170732 92.26829268] ; [3.26829268 4.73170732],0
b4,1,0.096399,2.764139,[95 69] ; [7 1],[97.25581395 66.74418605] ; [4.74418605 3.25581395],0
a8,1,0.124804,2.355975,[ 28 119] ; [3 4],[ 29.59090909 117.40909091] ; [1.40909091 5.59090909],0
b5,1,0.129629,2.296939,[105  59] ; [3 5],[102.97674419  61.02325581] ; [5.02325581 2.97674419],0
s7,1,0.133676,2.249292,[122  37] ; [3 3],[120.45454545  38.54545455] ; [4.54545455 1.45454545],0
a5,1,0.15366,2.035536,[120  44] ; [4 4],[118.23255814  45.76744186] ; [5.76744186 2.23255814],0
d3,1,0.181832,1.782583,[118  46] ; [4 4],[116.3255814  47.6744186] ; [5.6744186 2.3255814],0
d1,1,0.211846,1.558765,[98 66] ; [3 5],[96.30232558 67.69767442] ; [4.69767442 3.30232558],0
v3,1,0.218157,1.516456,[64 94] ; [5 3],[65.6746988 92.3253012] ; [3.3253012 4.6746988],0
p7,1,0.230159,1.43988,[92 64] ; [3 5],[90.36585366 65.63414634] ; [4.63414634 3.36585366],0
p9,1,0.290138,1.118982,[140  23] ; [5 2],[139.02941176  23.97058824] ; [5.97058824 1.02941176],0
p2,1,0.328745,0.953834,[127  37] ; [5 3],[125.86046512  38.13953488] ; [6.13953488 1.86046512],0
a7,1,0.335217,0.928639,[118  46] ; [7 1],[119.18604651  44.81395349] ; [5.81395349 2.18604651],0
p1,1,0.344492,0.893644,[  8 156] ; [1 7],[  8.58139535 155.41860465] ; [0.41860465 7.58139535],0
p10,1,0.35291,0.862967,[137  25] ; [5 2],[136.1183432  25.8816568] ; [5.8816568 1.1183432],0
a6,1,0.35825,0.844019,[108  56] ; [4 4],[106.79069767  57.20930233] ; [5.20930233 2.79069767],0
p12,1,0.411491,0.67449,[  9 154] ; [1 7],[  9.53216374 153.46783626] ; [0.46783626 7.53216374],0
p11,1,0.421623,0.645788,[123  41] ; [7 1],[123.95348837  40.04651163] ; [6.04651163 1.95348837],0
r1,1,0.429351,0.624578,[139  24] ; [6 2],[138.21637427  24.78362573] ; [6.78362573 1.21637427],0
a2,1,0.440875,0.594003,[ 40 124] ; [1 7],[ 39.09302326 124.90697674] ; [1.90697674 6.09302326],0
b1,1,0.484495,0.488728,[ 61 103] ; [2 6],[ 60.06976744 103.93023256] ; [2.93023256 5.06976744],0
n4,1,0.498105,0.458972,[126  37] ; [7 1],[126.77777778  36.22222222] ; [6.22222222 1.77777778],0
s6,1,0.499488,0.456025,[137  26] ; [6 2],[136.30994152  26.69005848] ; [6.69005848 1.30994152],0
p5,1,0.538219,0.378852,[ 11 151] ; [1 7],[ 11.43529412 150.56470588] ; [0.56470588 7.43529412],0
p6,1,0.540305,0.374975,[ 58 105] ; [2 6],[ 57.19298246 105.80701754] ; [2.80701754 5.19298246],0
u3,1,0.558964,0.341502,[32 14] ; [1 1],[31.625 14.375] ; [1.375 0.625],0
p4,1,0.58988,0.290532,[77 86] ; [3 5],[76.25730994 86.74269006] ; [3.74269006 4.25730994],0
a4,1,0.624131,0.240105,[76 88] ; [3 5],[75.3255814 88.6744186] ; [3.6744186 4.3255814],0
n2,1,0.640982,0.217461,[36 10] ; [2 1],[35.67346939 10.32653061] ; [2.32653061 0.67346939],0
p8,1,0.664692,0.187874,[68 93] ; [4 4],[68.59171598 92.40828402] ; [3.40828402 4.59171598],0
d4,1,0.677251,0.173237,[134  30] ; [7 1],[134.44186047  29.55813953] ; [6.55813953 1.44186047],0
d5,1,0.677251,0.173237,[134  30] ; [7 1],[134.44186047  29.55813953] ; [6.55813953 1.44186047],0
u1,1,0.677251,0.173237,[ 30 134] ; [1 7],[ 29.55813953 134.44186047] ; [1.44186047 6.55813953],0
n1,1,0.738518,0.111434,[19 25] ; [1 2],[18.72340426 25.27659574] ; [1.27659574 1.72340426],0
v2,1,0.751828,0.100001,[88 70] ; [4 4],[87.56626506 70.43373494] ; [4.43373494 3.56626506],0
b3,1,0.80361,0.06184,[37 70] ; [2 3],[37.25892857 69.74107143] ; [1.74107143 3.25892857],0
b2,1,0.80361,0.06184,[37 70] ; [2 3],[37.25892857 69.74107143] ; [1.74107143 3.25892857],0
a3,1,0.851091,0.035241,[118  46] ; [6 2],[118.23255814  45.76744186] ; [5.76744186 2.23255814],0
d2,1,0.892714,0.01819,[86 78] ; [4 4],[85.81395349 78.18604651] ; [4.18604651 3.81395349],0
n5,1,0.944638,0.004822,[124  39] ; [6 2],[123.91812865  39.08187135] ; [6.08187135 1.91812865],0
