Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,46.274725,[1 8] ; [99  8],[7.75862069 1.24137931] ; [92.24137931 14.75862069],1
r1,1,4e-06,21.240568,[1 8] ; [86 21],[6.75 2.25] ; [80.25 26.75],1
n6,1,0.003574,8.488382,[5 4] ; [95 11],[7.82608696 1.17391304] ; [92.17391304 13.82608696],0
s3,1,0.004178,8.204898,[3 6] ; [81 24],[6.63157895 2.36842105] ; [77.36842105 27.63157895],0
d1,1,0.005649,7.658859,[1 8] ; [63 44],[4.96551724 4.03448276] ; [59.03448276 47.96551724],0
s6,1,0.006598,7.379251,[5 4] ; [92 12],[7.72566372 1.27433628] ; [89.27433628 14.72566372],0
s2,1,0.009982,6.638174,[3 6] ; [77 27],[6.37168142 2.62831858] ; [73.62831858 30.37168142],0
b5,1,0.014921,5.925732,[2 7] ; [68 39],[5.43103448 3.56896552] ; [64.56896552 42.43103448],0
r3,1,0.016185,5.782662,[7 2] ; [103   4],[8.53448276 0.46551724] ; [101.46551724   5.53448276],0
b4,1,0.01775,5.620617,[2 7] ; [67 40],[5.35344828 3.64655172] ; [63.64655172 43.35344828],0
a5,1,0.019791,5.430204,[3 6] ; [76 31],[6.12931034 2.87068966] ; [72.87068966 34.12931034],0
a3,1,0.034427,4.473389,[3 6] ; [73 34],[5.89655172 3.10344828] ; [70.10344828 36.89655172],0
d3,1,0.071699,3.243695,[4 5] ; [78 29],[6.36206897 2.63793103] ; [75.63793103 31.36206897],0
s8,1,0.07354,3.202191,[2 7] ; [57 50],[4.57758621 4.42241379] ; [54.42241379 52.57758621],0
b1,1,0.112826,2.514182,[5 4] ; [32 75],[2.87068966 6.12931034] ; [34.12931034 72.87068966],0
a7,1,0.166099,1.917801,[4 5] ; [72 35],[5.89655172 3.10344828] ; [70.10344828 36.89655172],0
p9,1,0.174388,1.844816,[7 2] ; [98  9],[8.14655172 0.85344828] ; [96.85344828 10.14655172],0
d5,1,0.184977,1.757177,[5 4] ; [81 26],[6.67241379 2.32758621] ; [79.32758621 27.67241379],0
p7,1,0.190387,1.714621,[8 1] ; [70 33],[6.26785714 2.73214286] ; [71.73214286 31.26785714],0
a6,1,0.208553,1.581443,[4 5] ; [70 37],[5.74137931 3.25862069] ; [68.25862069 38.74137931],0
d2,1,0.224372,1.476188,[2 7] ; [46 61],[3.72413793 5.27586207] ; [44.27586207 62.72413793],0
p8,1,0.23934,1.384477,[7 2] ; [60 44],[5.33628319 3.66371681] ; [61.66371681 42.33628319],0
s7,1,0.256545,1.287307,[4 5] ; [68 39],[5.5862069 3.4137931] ; [66.4137931 40.5862069],0
a4,1,0.265638,1.239135,[2 7] ; [44 63],[3.56896552 5.43103448] ; [42.43103448 64.56896552],0
p10,1,0.275385,1.189726,[7 2] ; [96 11],[7.99137931 1.00862069] ; [95.00862069 11.99137931],0
n1,1,0.285683,1.139855,[2 1] ; [ 8 15],[1.15384615 1.84615385] ; [ 8.84615385 14.15384615],0
s5,1,0.29627,1.090909,[3 6] ; [51 48],[4.5 4.5] ; [49.5 49.5],0
v4,1,0.300056,1.073947,[8 1] ; [102   4],[8.60869565 0.39130435] ; [101.39130435   4.60869565],0
d4,1,0.370779,0.801052,[6 3] ; [85 22],[7.06034483 1.93965517] ; [83.93965517 23.06034483],0
u2,1,0.375825,0.784314,[4 2] ; [16 18],[3. 3.] ; [17. 17.],0
s1,1,0.407578,0.685854,[1 8] ; [  5 101],[0.46956522 8.53043478] ; [  5.53043478 100.46956522],0
p3,1,0.407809,0.68518,[6 3] ; [56 51],[4.81034483 4.18965517] ; [57.18965517 49.81034483],0
n5,1,0.427694,0.629076,[8 1] ; [83 24],[7.06034483 1.93965517] ; [83.93965517 23.06034483],0
p6,1,0.488438,0.479964,[3 6] ; [48 58],[3.99130435 5.00869565] ; [47.00869565 58.99130435],0
u3,1,0.492717,0.470588,[3 3] ; [22 12],[3.75 2.25] ; [21.25 12.75],0
p2,1,0.612206,0.256975,[8 1] ; [88 19],[7.44827586 1.55172414] ; [88.55172414 18.44827586],0
n4,1,0.626678,0.236593,[7 2] ; [75 32],[6.36206897 2.63793103] ; [75.63793103 31.36206897],0
v1,1,0.748941,0.102423,[4 5] ; [53 53],[4.46086957 4.53913043] ; [52.53913043 53.46086957],0
n3,1,0.790133,0.070829,[2 1] ; [17  6],[2.19230769 0.80769231] ; [16.80769231  6.19230769],0
p4,1,0.809095,0.058367,[6 3] ; [67 40],[5.6637931 3.3362069] ; [67.3362069 39.6637931],0
v2,1,0.945347,0.004699,[4 5] ; [47 56],[4.09821429 4.90178571] ; [46.90178571 56.09821429],0
