Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,45.188558,[49  2] ; [ 2 13],[39.40909091 11.59090909] ; [11.59090909  3.40909091],1
p11,1,0.000185,13.976471,[40 11] ; [ 4 11],[34. 17.] ; [10.  5.],1
r3,1,0.001146,10.575417,[49  2] ; [10  5],[45.59090909  5.40909091] ; [13.40909091  1.59090909],0
a6,1,0.003666,8.442366,[35 16] ; [ 4 11],[30.13636364 20.86363636] ; [8.86363636 6.13636364],0
r4,1,0.005806,7.609412,[46  5] ; [9 6],[42.5  8.5] ; [12.5  2.5],0
n6,1,0.006572,7.386364,[45  5] ; [9 6],[41.53846154  8.46153846] ; [12.46153846  2.53846154],0
d3,1,0.008926,6.837662,[38 12] ; [6 9],[33.84615385 16.15384615] ; [10.15384615  4.84615385],0
a5,1,0.00893,6.836729,[36 15] ; [ 5 10],[31.68181818 19.31818182] ; [9.31818182 5.68181818],0
v4,1,0.010055,6.625047,[50  1] ; [12  3],[47.90909091  3.09090909] ; [14.09090909  0.90909091],0
v2,1,0.014138,6.020795,[27 21] ; [ 3 12],[22.85714286 25.14285714] ; [7.14285714 7.85714286],0
s2,1,0.020051,5.407484,[24 25] ; [ 2 12],[20.22222222 28.77777778] ; [5.77777778 8.22222222],0
p8,1,0.030887,4.659214,[22 28] ; [ 2 13],[18.46153846 31.53846154] ; [5.53846154 9.46153846],0
d4,1,0.035149,4.437907,[41 10] ; [8 7],[37.86363636 13.13636364] ; [11.13636364  3.86363636],0
p6,1,0.041498,4.155556,[17 34] ; [ 1 14],[13.90909091 37.09090909] ; [ 4.09090909 10.90909091],0
r1,1,0.041832,4.141998,[38 13] ; [7 8],[34.77272727 16.22727273] ; [10.22727273  4.77272727],0
d2,1,0.087413,2.921382,[15 36] ; [8 7],[17.77272727 33.22727273] ; [5.22727273 9.77272727],0
s5,1,0.103843,2.645503,[16 29] ; [ 2 13],[13.5 31.5] ; [ 4.5 10.5],0
p7,1,0.141934,2.156863,[28 23] ; [ 5 10],[25.5 25.5] ; [7.5 7.5],0
r2,1,0.146362,2.109758,[47  4] ; [11  3],[45.50769231  5.49230769] ; [12.49230769  1.50769231],0
a7,1,0.16414,1.935662,[39 11] ; [9 6],[36.92307692 13.07692308] ; [11.07692308  3.92307692],0
v1,1,0.182642,1.775991,[23 27] ; [ 4 11],[20.76923077 29.23076923] ; [6.23076923 8.76923077],0
s3,1,0.226476,1.462857,[27 23] ; [5 9],[25. 25.] ; [7. 7.],0
n2,1,0.250829,1.318681,[9 3] ; [4 4],[7.8 4.2] ; [5.2 2.8],0
s6,1,0.261651,1.26,[36 12] ; [9 6],[34.28571429 13.71428571] ; [10.71428571  4.28571429],0
p2,1,0.275258,1.190356,[38 13] ; [9 6],[36.31818182 14.68181818] ; [10.68181818  4.31818182],0
b1,1,0.275258,1.190356,[13 38] ; [6 9],[14.68181818 36.31818182] ; [ 4.31818182 10.68181818],0
d1,1,0.283481,1.150327,[25 26] ; [ 5 10],[23.18181818 27.81818182] ; [6.81818182 8.18181818],0
s8,1,0.323335,0.975409,[13 38] ; [ 2 13],[11.59090909 39.40909091] ; [ 3.40909091 11.59090909],0
n4,1,0.330797,0.945776,[31 20] ; [7 8],[29.36363636 21.63636364] ; [8.63636364 6.36363636],0
n5,1,0.352553,0.864246,[37 14] ; [9 6],[35.54545455 15.45454545] ; [10.45454545  4.54545455],0
b4,1,0.374465,0.788796,[31 20] ; [11  4],[32.45454545 18.54545455] ; [9.54545455 5.45454545],0
p4,1,0.378223,0.776471,[27 24] ; [6 9],[25.5 25.5] ; [7.5 7.5],0
a3,1,0.378223,0.776471,[27 24] ; [6 9],[25.5 25.5] ; [7.5 7.5],0
u3,1,0.391805,0.733333,[12 12] ; [6 3],[13.09090909 10.90909091] ; [4.90909091 4.09090909],0
a4,1,0.533228,0.388235,[18 33] ; [ 4 11],[17. 34.] ; [ 5. 10.],0
p3,1,0.605894,0.266197,[20 31] ; [7 8],[20.86363636 30.13636364] ; [6.13636364 8.86363636],0
b2,1,0.63893,0.220145,[ 4 19] ; [2 6],[ 4.4516129 18.5483871] ; [1.5483871 6.4516129],0
b3,1,0.63893,0.220145,[ 4 19] ; [2 6],[ 4.4516129 18.5483871] ; [1.5483871 6.4516129],0
p1,1,0.653668,0.201307,[ 2 49] ; [ 1 14],[ 2.31818182 48.68181818] ; [ 0.68181818 14.31818182],0
n1,1,0.690328,0.15873,[4 8] ; [2 6],[3.6 8.4] ; [2.4 5.6],0
u1,1,0.710238,0.138039,[ 5 46] ; [ 1 14],[ 4.63636364 46.36363636] ; [ 1.36363636 13.63636364],0
d5,1,0.8034,0.061976,[35 15] ; [11  4],[35.38461538 14.61538462] ; [10.61538462  4.38461538],0
u2,1,0.824624,0.049107,[ 9 15] ; [3 6],[ 8.72727273 15.27272727] ; [3.27272727 5.72727273],0
b5,1,0.847223,0.037119,[32 19] ; [9 6],[31.68181818 19.31818182] ; [9.31818182 5.68181818],0
n3,1,0.84822,0.03663,[8 4] ; [5 3],[7.8 4.2] ; [5.2 2.8],0
v3,1,0.944501,0.004846,[10 38] ; [ 3 12],[ 9.9047619 38.0952381] ; [ 3.0952381 11.9047619],0
