Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,27.805318,[390  17] ; [56 15],[379.75313808  27.24686192] ; [66.24686192  4.75313808],1
p8,1,4e-06,21.420317,[282 122] ; [30 42],[264.80672269 139.19327731] ; [47.19327731 24.80672269],1
p7,1,0.000822,11.190696,[315  88] ; [43 29],[303.73473684  99.26526316] ; [54.26526316 17.73473684],1
b1,1,0.002725,8.983203,[145 263] ; [39 33],[156.4 251.6] ; [27.6 44.4],0
n4,1,0.011536,6.380848,[348  60] ; [52 19],[340.70981211  67.29018789] ; [59.29018789 11.70981211],0
s2,1,0.023306,5.145525,[222 181] ; [50 22],[230.77052632 172.22947368] ; [41.22947368 30.77052632],0
s7,1,0.027331,4.869797,[218 170] ; [46 19],[226.1192053 161.8807947] ; [37.8807947 27.1192053],0
s6,1,0.028311,4.808999,[291 107] ; [59 10],[298.2869379  99.7130621] ; [51.7130621 17.2869379],0
b2,1,0.036337,4.381198,[113 154] ; [ 9 28],[107.15131579 159.84868421] ; [14.84868421 22.15131579],0
b3,1,0.036337,4.381198,[113 154] ; [ 9 28],[107.15131579 159.84868421] ; [14.84868421 22.15131579],0
s1,1,0.038949,4.263077,[ 10 395] ; [ 5 65],[ 12.78947368 392.21052632] ; [ 2.21052632 67.78947368],0
u3,1,0.044703,4.029803,[57 38] ; [16  3],[60.83333333 34.16666667] ; [12.16666667  6.83333333],0
p3,1,0.081866,3.027459,[291 117] ; [44 28],[284.75 123.25] ; [50.25 21.75],0
a6,1,0.090093,2.872707,[290 118] ; [44 28],[283.9 124.1] ; [50.1 21.9],0
v4,1,0.094117,2.80251,[392  12] ; [67  5],[389.57142857  14.42857143] ; [69.42857143  2.57142857],0
n6,1,0.107693,2.587757,[364  42] ; [59 12],[360.03773585  45.96226415] ; [62.96226415  8.03773585],0
d4,1,0.119423,2.424871,[351  56] ; [57 15],[346.67223382  60.32776618] ; [61.32776618 10.67223382],0
s5,1,0.126263,2.337855,[151 241] ; [32 34],[156.62882096 235.37117904] ; [26.37117904 39.62882096],0
n5,1,0.142213,2.153851,[343  63] ; [55 16],[338.75890985  67.24109015] ; [59.24109015 11.75890985],0
v1,1,0.146981,2.103308,[249 145] ; [39 33],[243.50214592 150.49785408] ; [44.49785408 27.50214592],0
b5,1,0.14924,2.080005,[235 173] ; [48 24],[240.55 167.45] ; [42.45 29.55],0
r3,1,0.153113,2.04096,[392  14] ; [66  5],[389.82809224  16.17190776] ; [68.17190776  2.82809224],0
