Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,9e-06,19.78022,[ 6 22] ; [33 11],[15.16666667 12.83333333] ; [23.83333333 20.16666667],1
d2,1,0.002101,9.45892,[11 17] ; [ 4 40],[ 5.83333333 22.16666667] ; [ 9.16666667 34.83333333],0
v4,1,0.011672,6.359982,[17 10] ; [38  5],[21.21428571  5.78571429] ; [33.78571429  9.21428571],0
r2,1,0.015106,5.90403,[18 10] ; [38  5],[22.08450704  5.91549296] ; [33.91549296  9.08450704],0
a7,1,0.02069,5.35274,[10 18] ; [28 16],[14.77777778 13.22222222] ; [23.22222222 20.77777778],0
p11,1,0.033769,4.506363,[10 18] ; [27 17],[14.38888889 13.61111111] ; [22.61111111 21.38888889],0
b1,1,0.053116,3.74026,[18 10] ; [18 26],[14. 14.] ; [22. 22.],0
s6,1,0.072184,3.232653,[ 8 20] ; [22 22],[11.66666667 16.33333333] ; [18.33333333 25.66666667],0
d3,1,0.080831,3.048117,[11 17] ; [26 17],[14.5915493 13.4084507] ; [22.4084507 20.5915493],0
s7,1,0.09427,2.799902,[ 4 21] ; [15 28],[ 6.98529412 18.01470588] ; [12.01470588 30.98529412],0
v1,1,0.101012,2.68949,[ 7 21] ; [19 24],[10.25352113 17.74647887] ; [15.74647887 27.25352113],0
n2,1,0.128872,2.306043,[9 7] ; [10  2],[10.85714286  5.14285714] ; [8.14285714 3.85714286],0
d4,1,0.137571,2.204922,[15 12] ; [32 12],[17.87323944  9.12676056] ; [29.12676056 14.87323944],0
r3,1,0.152086,2.0512,[18 10] ; [35  9],[20.61111111  7.38888889] ; [32.38888889 11.61111111],0
p2,1,0.17146,1.87013,[16 12] ; [32 12],[18.66666667  9.33333333] ; [29.33333333 14.66666667],0
b4,1,0.191007,1.709833,[19  9] ; [23 21],[16.33333333 11.66666667] ; [25.66666667 18.33333333],0
a3,1,0.211894,1.558442,[ 8 20] ; [19 25],[10.5 17.5] ; [16.5 27.5],0
r4,1,0.21376,1.545779,[13 15] ; [27 17],[15.55555556 12.44444444] ; [24.44444444 19.55555556],0
p4,1,0.224729,1.473916,[ 6 22] ; [15 28],[ 8.28169014 19.71830986] ; [12.71830986 30.28169014],0
s3,1,0.258694,1.275731,[11 16] ; [24 20],[13.30985915 13.69014085] ; [21.69014085 22.30985915],0
b5,1,0.295152,1.095969,[15 13] ; [29 15],[17.11111111 10.88888889] ; [26.88888889 17.11111111],0
v2,1,0.334601,0.931009,[ 6 20] ; [14 27],[ 7.76119403 18.23880597] ; [12.23880597 28.76119403],0
u3,1,0.344743,0.892713,[10 10] ; [16  9],[11.55555556  8.44444444] ; [14.44444444 10.55555556],0
s2,1,0.381842,0.764764,[ 8 20] ; [17 27],[ 9.72222222 18.27777778] ; [15.27777778 28.72222222],0
a4,1,0.392715,0.730519,[ 2 26] ; [ 6 38],[ 3.11111111 24.88888889] ; [ 4.88888889 39.11111111],0
n5,1,0.429231,0.624904,[11 17] ; [21 22],[12.61971831 15.38028169] ; [19.38028169 23.61971831],0
d5,1,0.449177,0.572727,[14 14] ; [26 18],[15.55555556 12.44444444] ; [24.44444444 19.55555556],0
p3,1,0.477267,0.505102,[ 5 23] ; [11 33],[ 6.22222222 21.77777778] ; [ 9.77777778 34.22222222],0
s8,1,0.477267,0.505102,[ 5 23] ; [11 33],[ 6.22222222 21.77777778] ; [ 9.77777778 34.22222222],0
