Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,9e-06,19.78022,[ 6 22] ; [33 11],[15.16666667 12.83333333] ; [23.83333333 20.16666667],1
v3,1,0.522314,0.409322,[ 3 24] ; [ 7 35],[ 3.91304348 23.08695652] ; [ 6.08695652 35.91304348],0
a1,1,0.557659,0.343774,[ 1 27] ; [ 3 41],[ 1.55555556 26.44444444] ; [ 2.44444444 41.55555556],0
p1,1,0.559816,0.340024,[ 3 25] ; [ 3 41],[ 2.33333333 25.66666667] ; [ 3.66666667 40.33333333],0
n1,1,0.56917,0.324074,[ 5 11] ; [5 7],[ 5.71428571 10.28571429] ; [4.28571429 7.71428571],0
n4,1,0.581639,0.303593,[12 16] ; [16 28],[10.88888889 17.11111111] ; [17.11111111 26.88888889],0
p7,1,0.62215,0.242857,[15 13] ; [19 21],[14. 14.] ; [20. 20.],0
a8,1,0.628674,0.233863,[ 2 25] ; [ 2 41],[ 1.54285714 25.45714286] ; [ 2.45714286 40.54285714],0
s1,1,0.656313,0.198034,[ 2 26] ; [ 2 41],[ 1.57746479 26.42253521] ; [ 2.42253521 40.57746479],0
p8,1,0.662246,0.190807,[ 9 19] ; [16 27],[ 9.85915493 18.14084507] ; [15.14084507 27.85915493],0
a6,1,0.706447,0.141852,[14 14] ; [24 20],[14.77777778 13.22222222] ; [23.22222222 20.77777778],0
s5,1,0.714393,0.133929,[ 5 23] ; [ 9 33],[ 5.6 22.4] ; [ 8.4 33.6],0
n3,1,0.819872,0.051852,[10  6] ; [8 4],[10.28571429  5.71428571] ; [7.71428571 4.28571429],0
s4,1,0.824807,0.049003,[ 7 21] ; [10 34],[ 6.61111111 21.38888889] ; [10.38888889 33.61111111],0
p6,1,0.831359,0.045351,[ 8 20] ; [13 29],[ 8.4 19.6] ; [12.6 29.4],0
u1,1,0.840205,0.040655,[ 1 27] ; [ 2 42],[ 1.16666667 26.83333333] ; [ 1.83333333 42.16666667],0
u2,1,0.907548,0.013487,[13  7] ; [16  8],[13.18181818  6.81818182] ; [15.81818182  8.18181818],0
d1,1,0.929365,0.007858,[ 8 20] ; [13 31],[ 8.16666667 19.83333333] ; [12.83333333 31.16666667],0
r1,1,0.978361,0.000736,[16 12] ; [25 19],[15.94444444 12.05555556] ; [25.05555556 18.94444444],0
b2,1,0.986606,0.000282,[ 5 14] ; [ 6 17],[ 4.97619048 14.02380952] ; [ 6.02380952 16.97619048],0
b3,1,0.986606,0.000282,[ 5 14] ; [ 6 17],[ 4.97619048 14.02380952] ; [ 6.02380952 16.97619048],0
