Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.049039,3.874024,[2 7] ; [5 2],[3.9375 5.0625] ; [3.0625 3.9375],0
v1,1,0.049039,3.874024,[2 7] ; [5 2],[3.9375 5.0625] ; [3.0625 3.9375],0
p9,1,0.09073,2.861376,[4 5] ; [6 1],[5.625 3.375] ; [4.375 2.625],0
p10,1,0.09073,2.861376,[4 5] ; [6 1],[5.625 3.375] ; [4.375 2.625],0
n4,1,0.09073,2.861376,[4 5] ; [6 1],[5.625 3.375] ; [4.375 2.625],0
s8,1,0.145729,2.116402,[1 8] ; [3 4],[2.25 6.75] ; [1.75 5.25],0
p6,1,0.152338,2.048677,[2 7] ; [4 3],[3.375 5.625] ; [2.625 4.375],0
p2,1,0.196667,1.666955,[5 4] ; [6 1],[6.1875 2.8125] ; [4.8125 2.1875],0
n5,1,0.196667,1.666955,[5 4] ; [6 1],[6.1875 2.8125] ; [4.8125 2.1875],0
s6,1,0.263552,1.25,[5 4] ; [5 1],[6. 3.] ; [4. 2.],0
v2,1,0.280425,1.165029,[4 5] ; [5 2],[5.0625 3.9375] ; [3.9375 3.0625],0
d2,1,0.340904,0.907029,[3 6] ; [4 3],[3.9375 5.0625] ; [3.0625 3.9375],0
r1,1,0.340904,0.907029,[3 6] ; [4 3],[3.9375 5.0625] ; [3.0625 3.9375],0
s1,1,0.37472,0.787953,[1 8] ; [2 5],[1.6875 7.3125] ; [1.3125 5.6875],0
a4,1,0.37472,0.787953,[1 8] ; [2 5],[1.6875 7.3125] ; [1.3125 5.6875],0
v3,1,0.377026,0.780375,[2 7] ; [3 4],[2.8125 6.1875] ; [2.1875 4.8125],0
n6,1,0.474549,0.511364,[6 3] ; [5 1],[6.6 2.4] ; [4.4 1.6],0
a5,1,0.515305,0.42328,[5 4] ; [5 2],[5.625 3.375] ; [4.375 2.625],0
a6,1,0.614295,0.253968,[5 4] ; [3 4],[4.5 4.5] ; [3.5 3.5],0
p4,1,0.614295,0.253968,[5 4] ; [3 4],[4.5 4.5] ; [3.5 3.5],0
r2,1,0.614295,0.253968,[4 5] ; [4 3],[4.5 4.5] ; [3.5 3.5],0
d3,1,0.614295,0.253968,[5 4] ; [3 4],[4.5 4.5] ; [3.5 3.5],0
p7,1,0.614295,0.253968,[4 5] ; [4 3],[4.5 4.5] ; [3.5 3.5],0
d5,1,0.614295,0.253968,[4 5] ; [4 3],[4.5 4.5] ; [3.5 3.5],0
p8,1,0.666955,0.185185,[4 5] ; [2 4],[3.6 5.4] ; [2.4 3.6],0
r3,1,0.686591,0.1628,[7 2] ; [6 1],[7.3125 1.6875] ; [5.6875 1.3125],0
s3,1,0.686591,0.1628,[7 2] ; [6 1],[7.3125 1.6875] ; [5.6875 1.3125],0
b4,1,0.69627,0.152381,[6 3] ; [4 3],[5.625 3.375] ; [4.375 2.625],0
d1,1,0.69627,0.152381,[3 6] ; [3 4],[3.375 5.625] ; [2.625 4.375],0
a7,1,0.69627,0.152381,[3 6] ; [3 4],[3.375 5.625] ; [2.625 4.375],0
b5,1,0.69627,0.152381,[6 3] ; [4 3],[5.625 3.375] ; [4.375 2.625],0
r4,1,0.771084,0.084656,[2 7] ; [2 5],[2.25 6.75] ; [1.75 5.25],0
d4,1,0.838464,0.041558,[6 3] ; [5 2],[6.1875 2.8125] ; [4.8125 2.1875],0
a8,1,0.848936,0.036281,[1 8] ; [1 6],[1.125 7.875] ; [0.875 6.125],0
p3,1,0.949375,0.004031,[5 4] ; [4 3],[5.0625 3.9375] ; [3.9375 3.0625],0
p11,1,0.949375,0.004031,[5 4] ; [4 3],[5.0625 3.9375] ; [3.9375 3.0625],0
