Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,187.33321,[ 32 191] ; [280 110],[113.50081566 109.49918434] ; [198.49918434 191.50081566],1
d5,1,0.0,165.112807,[130  93] ; [382   7],[186.5620915  36.4379085] ; [325.4379085  63.5620915],1
d3,1,0.0,151.168745,[ 99 124] ; [351  39],[163.70309951  59.29690049] ; [286.29690049 103.70309951],1
d4,1,0.0,148.666232,[140  83] ; [384   5],[190.93464052  32.06535948] ; [333.06535948  55.93464052],1
a2,1,0.0,71.489212,[ 16 207] ; [152 240],[ 60.91707317 162.08292683] ; [107.08292683 284.91707317],1
u1,1,0.0,58.209155,[ 10 213] ; [120 272],[ 47.13821138 175.86178862] ; [ 82.86178862 309.13821138],1
a4,1,0.0,52.267564,[ 66 156] ; [235 156],[109.00815661 112.99184339] ; [191.99184339 199.00815661],1
a5,1,0.0,38.772476,[146  77] ; [340  52],[176.22439024  46.77560976] ; [309.77560976  82.22439024],1
a3,1,0.0,25.845025,[142  80] ; [321  69],[167.95098039  54.04901961] ; [295.04901961  94.95098039],1
a6,1,0.000196,13.86486,[140  83] ; [299  90],[159.9624183  63.0375817] ; [279.0375817 109.9624183],1
p4,1,0.000402,12.521664,[122 100] ; [270 120],[142.19607843  79.80392157] ; [249.80392157 140.19607843],1
n4,1,0.000847,11.135209,[162  61] ; [328  63],[177.96416938  45.03583062] ; [312.03583062  78.96416938],1
s8,1,0.00169,9.859053,[ 93 130] ; [213 175],[111.68248773 111.31751227] ; [194.31751227 193.68248773],0
a7,1,0.001795,9.748016,[151  71] ; [311  81],[167.04234528  54.95765472] ; [294.95765472  97.04234528],0
v4,1,0.002375,9.234359,[210  11] ; [387   4],[215.58333333   5.41666667] ; [381.41666667   9.58333333],0
s2,1,0.004342,8.134954,[102 118] ; [227 162],[118.85057471 101.14942529] ; [210.14942529 178.85057471],0
r2,1,0.006097,7.521343,[210  11] ; [384   5],[215.20327869   5.79672131] ; [378.79672131  10.20327869],0
u4,1,0.011404,6.401242,[  1 222] ; [ 15 377],[  5.80162602 217.19837398] ; [ 10.19837398 381.80162602],0
p3,1,0.011831,6.336087,[104 119] ; [223 167],[118.95758564 104.04241436] ; [208.04241436 181.95758564],0
v3,1,0.030211,4.697217,[ 79 138] ; [169 202],[ 91.52380952 125.47619048] ; [156.47619048 214.52380952],0
s3,1,0.033304,4.530075,[117 102] ; [241 146],[129.37623762  89.62376238] ; [228.62376238 158.37623762],0
p6,1,0.045661,3.994052,[ 76 143] ; [168 223],[ 87.6 131.4] ; [156.4 234.6],0
p12,1,0.046506,3.963155,[ 15 207] ; [ 46 345],[ 22.091354 199.908646] ; [ 38.908646 352.091354],0
s7,1,0.04737,3.932196,[104 109] ; [216 161],[115.52542373  97.47457627] ; [204.47457627 172.52542373],0
p7,1,0.099821,2.708398,[141  78] ; [270 111],[150.015  68.985] ; [260.985 120.015],0
n6,1,0.104751,2.631671,[185  35] ; [345  44],[191.46141215  28.53858785] ; [338.53858785  50.46141215],0
r4,1,0.117916,2.444781,[212  11] ; [382  10],[215.38536585   7.61463415] ; [378.61463415  13.38536585],0
b5,1,0.120745,2.407634,[124  99] ; [243 149],[133.07479675  89.92520325] ; [233.92520325 158.07479675],0
p8,1,0.213869,1.545038,[119 101] ; [230 158],[126.28289474  93.71710526] ; [222.71710526 165.28289474],0
v1,1,0.216768,1.525639,[120  97] ; [231 151],[127.15692821  89.84307179] ; [223.84307179 158.15692821],0
n5,1,0.217977,1.517638,[166  54] ; [311  79],[172.03278689  47.96721311] ; [304.96721311  85.03278689],0
u2,1,0.229798,1.442114,[43 35] ; [46 25],[46.59060403 31.40939597] ; [42.40939597 28.59060403],0
s5,1,0.232573,1.425059,[ 74 141] ; [148 228],[ 80.76142132 134.23857868] ; [141.23857868 234.76142132],0
b2,1,0.233357,1.420285,[43 78] ; [105 145],[48.26954178 72.73045822] ; [ 99.73045822 150.26954178],0
b3,1,0.233357,1.420285,[43 78] ; [105 145],[48.26954178 72.73045822] ; [ 99.73045822 150.26954178],0
n2,1,0.248659,1.33082,[39 10] ; [52 22],[36.25203252 12.74796748] ; [54.74796748 19.25203252],0
a1,1,0.311564,1.024036,[  7 216] ; [ 19 373],[  9.42764228 213.57235772] ; [ 16.57235772 375.42764228],0
v2,1,0.421952,0.644873,[124  85] ; [237 141],[128.53321976  80.46678024] ; [232.46678024 145.53321976],0
p5,1,0.437452,0.602957,[ 26 196] ; [ 54 334],[ 29.1147541 192.8852459] ; [ 50.8852459 337.1147541],0
p10,1,0.445697,0.581572,[202  21] ; [362  30],[204.50731707  18.49268293] ; [359.49268293  32.50731707],0
r3,1,0.464303,0.535501,[214   8] ; [380  10],[215.47058824   6.52941176] ; [378.52941176  11.47058824],0
b4,1,0.468991,0.524353,[123 100] ; [228 164],[127.27317073  95.72682927] ; [223.72682927 168.27317073],0
s6,1,0.53609,0.382835,[156  64] ; [282 103],[159.27272727  60.72727273] ; [278.72727273 106.27272727],0
a8,1,0.579474,0.307085,[ 29 180] ; [ 54 292],[ 31.25585586 177.74414414] ; [ 51.74414414 294.25585586],0
p2,1,0.621353,0.243971,[191  31] ; [341  49],[192.98039216  29.01960784] ; [339.01960784  50.98039216],0
n3,1,0.62996,0.232116,[35 14] ; [55 18],[36.14754098 12.85245902] ; [53.85245902 19.14754098],0
s1,1,0.663457,0.189351,[  6 214] ; [ 13 373],[  6.89768977 213.10231023] ; [ 12.10231023 373.89768977],0
n1,1,0.681074,0.16892,[17 32] ; [28 45],[18.07377049 30.92622951] ; [26.92622951 46.07377049],0
u3,1,0.741269,0.109014,[48 31] ; [45 26],[48.98 30.02] ; [44.02 26.98],0
b1,1,0.755578,0.096903,[ 79 144] ; [134 258],[ 77.23414634 145.76585366] ; [135.76585366 256.23414634],0
p1,1,0.816906,0.053605,[ 20 202] ; [ 33 357],[ 19.2254902 202.7745098] ; [ 33.7745098 356.2254902],0
p11,1,0.824153,0.049376,[187  36] ; [326  66],[186.01463415  36.98536585] ; [326.98536585  65.01463415],0
s4,1,0.921371,0.009743,[ 37 184] ; [ 66 321],[ 37.43914474 183.56085526] ; [ 65.56085526 321.43914474],0
