Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2e-06,22.473324,[9 1] ; [ 8 42],[2.83333333 7.16666667] ; [14.16666667 35.83333333],1
s6,1,0.003202,8.688523,[7 3] ; [12 40],[3.06451613 6.93548387] ; [15.93548387 36.06451613],0
p3,1,0.018484,5.54965,[6 4] ; [12 40],[2.90322581 7.09677419] ; [15.09677419 36.90322581],0
r4,1,0.022825,5.181744,[4 6] ; [ 6 47],[1.58730159 8.41269841] ; [ 8.41269841 44.58730159],0
v1,1,0.024978,5.02544,[6 4] ; [13 40],[3.01587302 6.98412698] ; [15.98412698 37.01587302],0
b5,1,0.025395,4.996775,[8 2] ; [22 31],[4.76190476 5.23809524] ; [25.23809524 27.76190476],0
p2,1,0.026542,4.920361,[7 3] ; [17 35],[3.87096774 6.12903226] ; [20.12903226 31.87096774],0
n6,1,0.028939,4.771218,[8 2] ; [22 30],[4.83870968 5.16129032] ; [25.16129032 26.83870968],0
s7,1,0.033897,4.499893,[4 5] ; [ 7 42],[1.70689655 7.29310345] ; [ 9.29310345 39.70689655],0
s5,1,0.040656,4.190302,[4 6] ; [ 7 46],[1.74603175 8.25396825] ; [ 9.25396825 43.74603175],0
p4,1,0.056239,3.644962,[5 5] ; [11 41],[2.58064516 7.41935484] ; [13.41935484 38.58064516],0
s4,1,0.121555,2.39717,[3 7] ; [ 6 47],[1.42857143 8.57142857] ; [ 7.57142857 45.42857143],0
s8,1,0.129072,2.303628,[3 7] ; [ 6 46],[1.4516129 8.5483871] ; [ 7.5483871 44.4516129],0
u1,1,0.179528,1.801531,[1 9] ; [ 1 52],[0.31746032 9.68253968] ; [ 1.68253968 51.31746032],0
p12,1,0.179528,1.801531,[1 9] ; [ 1 52],[0.31746032 9.68253968] ; [ 1.68253968 51.31746032],0
a3,1,0.206438,1.596231,[8 2] ; [30 21],[6.2295082 3.7704918] ; [31.7704918 19.2295082],0
p8,1,0.215861,1.531674,[4 6] ; [11 40],[2.45901639 7.54098361] ; [12.54098361 38.45901639],0
s1,1,0.218529,1.514002,[2 8] ; [ 4 49],[0.95238095 9.04761905] ; [ 5.04761905 47.95238095],0
n4,1,0.237147,1.397473,[8 2] ; [32 21],[6.34920635 3.65079365] ; [33.65079365 19.34920635],0
a5,1,0.267448,1.229789,[7 3] ; [27 26],[5.3968254 4.6031746] ; [28.6031746 24.3968254],0
p7,1,0.29627,1.090909,[4 6] ; [12 38],[2.66666667 7.33333333] ; [13.33333333 36.66666667],0
d5,1,0.333934,0.933583,[4 6] ; [30 23],[5.3968254 4.6031746] ; [28.6031746 24.3968254],0
n3,1,0.354429,0.857537,[3 2] ; [11 18],[2.05882353 2.94117647] ; [11.94117647 17.05882353],0
a7,1,0.370389,0.802358,[3 7] ; [24 29],[4.28571429 5.71428571] ; [22.71428571 30.28571429],0
v3,1,0.443588,0.586982,[3 7] ; [10 42],[2.09677419 7.90322581] ; [10.90322581 41.09677419],0
a6,1,0.456656,0.554078,[6 4] ; [25 28],[4.92063492 5.07936508] ; [26.07936508 26.92063492],0
p11,1,0.459725,0.546565,[4 6] ; [15 38],[3.01587302 6.98412698] ; [15.98412698 37.01587302],0
u3,1,0.470027,0.521912,[1 1] ; [ 6 17],[0.56 1.44] ; [ 6.44 16.56],0
v2,1,0.48055,0.497614,[2 8] ; [ 6 45],[1.31147541 8.68852459] ; [ 6.68852459 44.31147541],0
p10,1,0.495745,0.464033,[5 5] ; [20 32],[4.03225806 5.96774194] ; [20.96774194 31.03225806],0
b1,1,0.540952,0.373779,[5 5] ; [32 21],[5.87301587 4.12698413] ; [31.12698413 21.87301587],0
p1,1,0.573428,0.316981,[2 8] ; [ 7 46],[1.42857143 8.57142857] ; [ 7.57142857 45.42857143],0
a1,1,0.579503,0.307038,[1 9] ; [ 9 44],[1.58730159 8.41269841] ; [ 8.41269841 44.58730159],0
n2,1,0.580758,0.305011,[3 2] ; [14 16],[2.42857143 2.57142857] ; [14.57142857 15.42857143],0
r1,1,0.618741,0.247642,[5 5] ; [22 31],[4.28571429 5.71428571] ; [22.71428571 30.28571429],0
b2,1,0.665706,0.186667,[2 5] ; [13 22],[2.5 4.5] ; [12.5 22.5],0
b3,1,0.665706,0.186667,[2 5] ; [13 22],[2.5 4.5] ; [12.5 22.5],0
p9,1,0.678419,0.171911,[5 5] ; [21 28],[4.40677966 5.59322034] ; [21.59322034 27.40677966],0
a4,1,0.747313,0.103803,[3 7] ; [18 33],[3.44262295 6.55737705] ; [17.55737705 33.44262295],0
v4,1,0.757798,0.095094,[6 4] ; [29 24],[5.55555556 4.44444444] ; [29.44444444 23.55555556],0
n1,1,0.781745,0.076754,[2 3] ; [14 16],[2.28571429 2.71428571] ; [13.71428571 16.28571429],0
d3,1,0.783705,0.075347,[5 5] ; [24 29],[4.6031746 5.3968254] ; [24.3968254 28.6031746],0
d2,1,0.804818,0.061066,[4 6] ; [23 29],[4.35483871 5.64516129] ; [22.64516129 29.35483871],0
d1,1,0.807393,0.059434,[3 7] ; [18 35],[3.33333333 6.66666667] ; [17.66666667 35.33333333],0
r2,1,0.837326,0.042154,[7 3] ; [34 17],[6.72131148 3.27868852] ; [34.27868852 16.72131148],0
n5,1,0.897102,0.016724,[7 3] ; [36 17],[6.82539683 3.17460317] ; [36.17460317 16.82539683],0
a2,1,0.902982,0.014858,[1 9] ; [ 6 47],[1.11111111 8.88888889] ; [ 5.88888889 47.11111111],0
d4,1,0.92914,0.007908,[6 4] ; [31 22],[5.87301587 4.12698413] ; [31.12698413 21.87301587],0
b4,1,0.982151,0.0005,[6 4] ; [32 21],[6.03174603 3.96825397] ; [31.96825397 21.03174603],0
p5,1,0.984811,0.000362,[1 9] ; [ 5 46],[0.98360656 9.01639344] ; [ 5.01639344 45.98360656],0
