Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,28.665601,[52  1] ; [32 27],[39.75 13.25] ; [44.25 14.75],1
v4,1,2e-06,22.334004,[50  3] ; [33 27],[38.92920354 14.07079646] ; [44.07079646 15.92920354],1
p10,1,1.8e-05,18.429833,[42 10] ; [24 35],[30.91891892 21.08108108] ; [35.08108108 23.91891892],1
b5,1,3e-05,17.41792,[44  9] ; [27 33],[33.30088496 19.69911504] ; [37.69911504 22.30088496],1
p9,1,6.1e-05,16.056828,[46  5] ; [31 25],[36.70093458 14.29906542] ; [40.29906542 15.70093458],1
r2,1,0.000102,15.100567,[48  5] ; [33 24],[39.02727273 13.97272727] ; [41.97272727 15.02727273],1
p11,1,0.000454,12.295909,[41 12] ; [27 33],[31.89380531 21.10619469] ; [36.10619469 23.89380531],1
s6,1,0.001745,9.800109,[28 24] ; [15 45],[19.96428571 32.03571429] ; [23.03571429 36.96428571],0
n6,1,0.011935,6.320565,[44  9] ; [37 23],[37.99115044 15.00884956] ; [43.00884956 16.99115044],0
s2,1,0.013714,6.074595,[24 29] ; [14 46],[17.82300885 35.17699115] ; [20.17699115 39.82300885],0
p2,1,0.014346,5.995092,[36 17] ; [27 33],[29.54867257 23.45132743] ; [33.45132743 26.54867257],0
n2,1,0.014479,5.978824,[15  2] ; [13 12],[11.33333333  5.66666667] ; [16.66666667  8.33333333],0
p4,1,0.022814,5.182596,[22 31] ; [13 47],[16.4159292 36.5840708] ; [18.5840708 41.4159292],0
a7,1,0.022874,5.178079,[36 17] ; [28 32],[30.01769912 22.98230088] ; [33.98230088 26.01769912],0
a1,1,0.02491,5.030119,[ 1 52] ; [ 8 52],[ 4.22123894 48.77876106] ; [ 4.77876106 55.22123894],0
s8,1,0.025835,4.967051,[15 38] ; [ 7 53],[10.31858407 42.68141593] ; [11.68141593 48.31858407],0
s5,1,0.040694,4.188698,[14 33] ; [ 8 51],[ 9.75471698 37.24528302] ; [12.24528302 46.75471698],0
s3,1,0.045169,4.012309,[24 29] ; [16 43],[18.92857143 34.07142857] ; [21.07142857 37.92857143],0
p6,1,0.047519,3.926907,[13 40] ; [ 6 52],[ 9.07207207 43.92792793] ; [ 9.92792793 48.07207207],0
a8,1,0.058383,3.582732,[ 8 41] ; [ 3 55],[ 5.03738318 43.96261682] ; [ 5.96261682 52.03738318],0
u3,1,0.064257,3.423964,[12 10] ; [ 7 18],[ 8.89361702 13.10638298] ; [10.10638298 14.89361702],0
b1,1,0.085224,2.962355,[18 35] ; [30 30],[22.51327434 30.48672566] ; [25.48672566 34.51327434],0
n1,1,0.086791,2.93291,[8 8] ; [ 6 19],[ 5.46341463 10.53658537] ; [ 8.53658537 16.46341463],0
p3,1,0.09753,2.745485,[16 37] ; [10 49],[12.30357143 40.69642857] ; [13.69642857 45.30357143],0
u2,1,0.121582,2.39682,[11 11] ; [ 7 18],[ 8.42553191 13.57446809] ; [ 9.57446809 15.42553191],0
d2,1,0.137426,2.20655,[20 32] ; [31 28],[23.89189189 28.10810811] ; [27.10810811 31.89189189],0
p8,1,0.13756,2.205046,[13 40] ; [ 8 51],[ 9.9375 43.0625] ; [11.0625 47.9375],0
a2,1,0.169705,1.88555,[ 3 50] ; [ 8 52],[ 5.15929204 47.84070796] ; [ 5.84070796 54.15929204],0
d1,1,0.180311,1.795055,[19 34] ; [29 31],[22.51327434 30.48672566] ; [25.48672566 34.51327434],0
a6,1,0.291575,1.112333,[30 23] ; [28 32],[27.20353982 25.79646018] ; [30.79646018 29.20353982],0
v1,1,0.304586,1.054008,[20 31] ; [17 40],[17.47222222 33.52777778] ; [19.52777778 37.47222222],0
p5,1,0.306902,1.043961,[ 4 48] ; [ 2 58],[ 2.78571429 49.21428571] ; [ 3.21428571 56.78571429],0
d4,1,0.324657,0.970094,[39 14] ; [39 21],[36.5840708 16.4159292] ; [41.4159292 18.5840708],0
d5,1,0.344361,0.894127,[38 15] ; [38 22],[35.6460177 17.3539823] ; [40.3539823 19.6460177],0
u1,1,0.395164,0.722992,[ 3 50] ; [ 6 54],[ 4.22123894 48.77876106] ; [ 4.77876106 55.22123894],0
n3,1,0.414079,0.667059,[11  6] ; [13 12],[9.71428571 7.28571429] ; [14.28571429 10.71428571],0
s4,1,0.423785,0.639795,[11 42] ; [ 9 51],[ 9.38053097 43.61946903] ; [10.61946903 49.38053097],0
v3,1,0.45464,0.559059,[13 37] ; [12 48],[11.36363636 38.63636364] ; [13.63636364 46.36363636],0
p12,1,0.49633,0.462774,[ 2 51] ; [ 1 58],[ 1.41964286 51.58035714] ; [ 1.58035714 57.41964286],0
n4,1,0.507468,0.439285,[35 18] ; [36 24],[33.30088496 19.69911504] ; [37.69911504 22.30088496],0
d3,1,0.513138,0.427662,[25 28] ; [32 28],[26.73451327 26.26548673] ; [30.26548673 29.73451327],0
p1,1,0.516791,0.420292,[ 5 48] ; [ 8 52],[ 6.09734513 46.90265487] ; [ 6.90265487 53.09734513],0
