Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.01224,6.275726,[ 23 119] ; [31 74],[ 31.04453441 110.95546559] ; [22.95546559 82.04453441],0
u3,1,0.678533,0.171782,[34 18] ; [17 11],[33.15 18.85] ; [17.85 10.15],0
p4,1,0.715101,0.133236,[88 55] ; [67 38],[89.375 53.625] ; [65.625 39.375],0
d4,1,0.777301,0.079997,[112  31] ; [83 21],[112.89473684  30.10526316] ; [82.10526316 21.89473684],0
u2,1,0.778123,0.079392,[32 21] ; [16 12],[31.40740741 21.59259259] ; [16.59259259 11.40740741],0
a6,1,0.806223,0.060173,[88 55] ; [63 42],[87.06854839 55.93145161] ; [63.93145161 41.06854839],0
n3,1,0.824052,0.049433,[28 14] ; [16  9],[27.58208955 14.41791045] ; [16.41791045  8.58208955],0
n6,1,0.827941,0.047238,[122  22] ; [90 15],[122.60240964  21.39759036] ; [89.39759036 15.60240964],0
u1,1,0.844856,0.038293,[ 22 122] ; [17 88],[ 22.55421687 121.44578313] ; [16.44578313 88.55421687],0
s7,1,0.857803,0.032102,[77 62] ; [56 43],[77.67647059 61.32352941] ; [55.32352941 43.67647059],0
p2,1,0.86126,0.030545,[123  21] ; [88 16],[122.51612903  21.48387097] ; [88.48387097 15.51612903],0
p11,1,0.927984,0.008169,[109  35] ; [80 25],[109.30120482  34.69879518] ; [79.69879518 25.30120482],0
d1,1,0.962968,0.002156,[75 69] ; [55 50],[75.18072289 68.81927711] ; [54.81927711 50.18072289],0
s3,1,0.975705,0.000927,[99 45] ; [71 32],[99.10931174 44.89068826] ; [70.89068826 32.10931174],0
b4,1,0.99254,8.7e-05,[81 63] ; [59 46],[80.96385542 63.03614458] ; [59.03614458 45.96385542],0
d3,1,0.997387,1.1e-05,[94 49] ; [69 36],[93.98790323 49.01209677] ; [69.01209677 35.98790323],0
