Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.01224,6.275726,[ 23 119] ; [31 74],[ 31.04453441 110.95546559] ; [22.95546559 82.04453441],0
p10,1,0.012837,6.191451,[104  38] ; [89 14],[111.86122449  30.13877551] ; [81.13877551 21.86122449],0
p9,1,0.013478,6.105202,[110  32] ; [94 11],[117.27935223  24.72064777] ; [86.72064777 18.27935223],0
b3,1,0.024487,5.059837,[20 58] ; [31 41],[26.52 51.48] ; [24.48 47.52],0
b2,1,0.024487,5.059837,[20 58] ; [31 41],[26.52 51.48] ; [24.48 47.52],0
s5,1,0.035425,4.424548,[54 90] ; [52 50],[62.04878049 81.95121951] ; [43.95121951 58.04878049],0
a3,1,0.055886,3.655458,[90 54] ; [77 27],[96.96774194 47.03225806] ; [70.03225806 33.96774194],0
s8,1,0.055953,3.653452,[66 78] ; [61 44],[73.44578313 70.55421687] ; [53.55421687 51.44578313],0
n2,1,0.069431,3.29642,[27 15] ; [22  4],[30.26470588 11.73529412] ; [18.73529412  7.26470588],0
p8,1,0.075222,3.165222,[70 74] ; [63 42],[76.91566265 67.08433735] ; [56.08433735 48.91566265],0
r1,1,0.078377,3.09825,[107  37] ; [87 17],[112.64516129  31.35483871] ; [81.35483871 22.64516129],0
b1,1,0.080694,3.050873,[58 86] ; [54 51],[64.77108434 79.22891566] ; [47.22891566 57.77108434],0
p12,1,0.088674,2.898289,[  6 138] ; [10 95],[  9.25301205 134.74698795] ; [ 6.74698795 98.25301205],0
n1,1,0.090438,2.866551,[15 26] ; [15 11],[18.35820896 22.64179104] ; [11.64179104 14.35820896],0
r2,1,0.100899,2.691282,[129  13] ; [101   4],[132.22672065   9.77327935] ; [97.77327935  7.22672065],0
a5,1,0.103085,2.657156,[93 51] ; [78 27],[98.89156627 45.10843373] ; [72.10843373 32.89156627],0
a2,1,0.109294,2.564394,[ 25 119] ; [27 78],[ 30.07228916 113.92771084] ; [21.92771084 83.07228916],0
p5,1,0.110107,2.552688,[ 16 128] ; [19 85],[ 20.32258065 123.67741935] ; [14.67741935 89.32258065],0
n5,1,0.149765,2.074642,[103  40] ; [84 21],[107.8266129  35.1733871] ; [79.1733871 25.8266129],0
r3,1,0.15406,2.031585,[136   7] ; [95 10],[133.19758065   9.80241935] ; [97.80241935  7.19758065],0
s1,1,0.166845,1.911061,[ 12 132] ; [ 4 98],[  9.36585366 134.63414634] ; [ 6.63414634 95.36585366],0
a4,1,0.196607,1.667399,[58 86] ; [50 53],[62.96356275 81.03643725] ; [45.03643725 57.96356275],0
p6,1,0.20188,1.628723,[50 94] ; [44 59],[54.80161943 89.19838057] ; [39.19838057 63.80161943],0
v4,1,0.217108,1.523382,[137   7] ; [103   2],[138.79518072   5.20481928] ; [101.20481928   3.79518072],0
d5,1,0.221138,1.49697,[106  37] ; [84 20],[110.  33.] ; [80. 24.],0
a8,1,0.334325,0.932071,[ 15 121] ; [15 83],[ 17.43589744 118.56410256] ; [12.56410256 85.43589744],0
p3,1,0.386908,0.748636,[64 80] ; [52 52],[67.35483871 76.64516129] ; [48.64516129 55.35483871],0
p1,1,0.403349,0.698319,[ 13 130] ; [13 92],[ 14.99193548 128.00806452] ; [11.00806452 93.99193548],0
d2,1,0.417488,0.657376,[58 85] ; [48 57],[61.12096774 81.87903226] ; [44.87903226 60.12096774],0
s4,1,0.458221,0.550237,[41 99] ; [26 78],[ 38.44262295 101.55737705] ; [28.55737705 75.44262295],0
p7,1,0.468951,0.524447,[87 53] ; [68 34],[89.66942149 50.33057851] ; [65.33057851 36.66942149],0
n4,1,0.480133,0.498562,[108  36] ; [82 22],[110.32258065  33.67741935] ; [79.67741935 24.32258065],0
s2,1,0.484872,0.487886,[87 57] ; [68 37],[89.63855422 54.36144578] ; [65.36144578 39.63855422],0
r4,1,0.563625,0.333467,[130  14] ; [97  8],[131.27710843  12.72289157] ; [95.72289157  9.27710843],0
a1,1,0.573376,0.317066,[  6 138] ; [ 6 99],[  6.93975904 137.06024096] ; [ 5.06024096 99.93975904],0
a7,1,0.58613,0.296429,[94 50] ; [72 33],[96. 48.] ; [70. 35.],0
b5,1,0.629239,0.233094,[82 62] ; [63 42],[83.85542169 60.14457831] ; [61.14457831 43.85542169],0
