Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.420298,[22 30] ; [144  41],[36.42194093 15.57805907] ; [129.57805907  55.42194093],1
a6,1,0.369036,0.806908,[34 18] ; [135  53],[36.61666667 15.38333333] ; [132.38333333  55.61666667],0
b4,1,0.38508,0.754423,[32 20] ; [103  85],[29.25 22.75] ; [105.75  82.25],0
s4,1,0.421312,0.646652,[ 5 47] ; [ 12 176],[ 3.68333333 48.31666667] ; [ 13.31666667 174.68333333],0
u2,1,0.423364,0.64096,[7 7] ; [23 37],[5.67567568 8.32432432] ; [24.32432432 35.67567568],0
b2,1,0.431335,0.619227,[12 19] ; [55 63],[13.93959732 17.06040268] ; [53.06040268 64.93959732],0
b3,1,0.431335,0.619227,[12 19] ; [55 63],[13.93959732 17.06040268] ; [53.06040268 64.93959732],0
u3,1,0.452318,0.564837,[ 4 10] ; [24 37],[5.22666667 8.77333333] ; [22.77333333 38.22666667],0
r1,1,0.486265,0.48478,[39 13] ; [131  56],[36.9874477 15.0125523] ; [133.0125523  53.9874477],0
p7,1,0.491515,0.473207,[26 26] ; [103  83],[28.18487395 23.81512605] ; [100.81512605  85.18487395],0
s7,1,0.492932,0.47012,[14 33] ; [ 44 133],[12.16964286 34.83035714] ; [ 45.83035714 131.16964286],0
s1,1,0.494608,0.466488,[ 2 50] ; [  4 181],[ 1.3164557 50.6835443] ; [  4.6835443 180.3164557],0
a3,1,0.507202,0.439835,[38 14] ; [127  59],[36.05042017 15.94957983] ; [128.94957983  57.05042017],0
n2,1,0.584446,0.299102,[8 5] ; [32 14],[8.81355932 4.18644068] ; [31.18644068 14.81355932],0
a8,1,0.589538,0.291066,[ 5 44] ; [ 22 146],[ 6.09677419 42.90322581] ; [ 20.90322581 147.09677419],0
a4,1,0.618515,0.24796,[23 29] ; [90 97],[24.58577406 27.41422594] ; [88.41422594 98.58577406],0
p2,1,0.633325,0.227579,[40 12] ; [137  49],[38.67226891 13.32773109] ; [138.32773109  47.67226891],0
p12,1,0.636415,0.223461,[ 1 50] ; [  6 180],[ 1.50632911 49.49367089] ; [  5.49367089 180.50632911],0
v4,1,0.661016,0.192291,[43  8] ; [163  25],[43.958159  7.041841] ; [162.041841  25.958159],0
p3,1,0.714353,0.133967,[22 30] ; [ 84 102],[23.15966387 28.84033613] ; [ 82.84033613 103.15966387],0
p11,1,0.717467,0.130933,[38 14] ; [142  46],[39. 13.] ; [141.  47.],0
a7,1,0.730731,0.118441,[34 18] ; [127  60],[35.0292887 16.9707113] ; [125.9707113  61.0292887],0
v2,1,0.735064,0.114513,[28 23] ; [94 86],[26.93506494 24.06493506] ; [95.06493506 84.93506494],0
r2,1,0.774762,0.081883,[45  5] ; [168  16],[45.51282051  4.48717949] ; [167.48717949  16.51282051],0
r3,1,0.793223,0.068711,[46  6] ; [162  24],[45.44537815  6.55462185] ; [162.55462185  23.44537815],0
d5,1,0.835695,0.043016,[40 12] ; [142  46],[39.43333333 12.56666667] ; [142.56666667  45.43333333],0
s3,1,0.842589,0.039435,[13 36] ; [ 52 134],[13.55319149 35.44680851] ; [ 51.44680851 134.55319149],0
p1,1,0.862901,0.029819,[ 5 46] ; [ 20 168],[ 5.33472803 45.66527197] ; [ 19.66527197 168.33472803],0
r4,1,0.984721,0.000367,[41 11] ; [148  40],[40.95 11.05] ; [148.05  39.95],0
