Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.420298,[22 30] ; [144  41],[36.42194093 15.57805907] ; [129.57805907  55.42194093],1
n6,1,3.3e-05,17.227962,[30 22] ; [157  29],[40.85714286 11.14285714] ; [146.14285714  39.85714286],1
p9,1,0.000656,11.609945,[27 24] ; [142  42],[36.67659574 14.32340426] ; [132.32340426  51.67659574],1
p8,1,0.023642,5.120732,[16 35] ; [91 94],[23.12288136 27.87711864] ; [ 83.87711864 101.12288136],0
d3,1,0.075068,3.168576,[38 14] ; [112  76],[32.5 19.5] ; [117.5  70.5],0
v1,1,0.078024,3.105598,[18 33] ; [91 94],[23.55508475 27.44491525] ; [85.44491525 99.55508475],0
d2,1,0.086952,2.929914,[20 32] ; [96 89],[25.45147679 26.54852321] ; [90.54852321 94.45147679],0
s2,1,0.092544,2.829547,[ 6 46] ; [ 41 145],[10.26890756 41.73109244] ; [ 36.73109244 149.26890756],0
d4,1,0.105389,2.622033,[44  8] ; [138  49],[39.59832636 12.40167364] ; [142.40167364  44.59832636],0
s8,1,0.120847,2.406305,[ 7 45] ; [ 44 144],[11.05 40.95] ; [ 39.95 148.05],0
d1,1,0.128932,2.305315,[24 28] ; [109  79],[28.81666667 23.18333333] ; [104.18333333  83.81666667],0
p4,1,0.138764,2.191614,[19 32] ; [91 95],[23.67088608 27.32911392] ; [86.32911392 99.67088608],0
a2,1,0.139156,2.187268,[ 7 45] ; [ 43 145],[10.83333333 41.16666667] ; [ 39.16666667 148.83333333],0
b5,1,0.14627,2.110726,[33 19] ; [98 90],[28.38333333 23.61666667] ; [102.61666667  85.38333333],0
b1,1,0.147569,2.097206,[26 26] ; [ 73 115],[21.45 30.55] ; [ 77.55 110.45],0
v3,1,0.164472,1.932617,[15 34] ; [ 76 107],[19.21982759 29.78017241] ; [ 71.78017241 111.21982759],0
a1,1,0.208553,1.581444,[ 1 51] ; [ 12 176],[ 2.81666667 49.18333333] ; [ 10.18333333 177.81666667],0
a5,1,0.223732,1.480273,[34 18] ; [139  49],[37.48333333 14.51666667] ; [135.51666667  52.48333333],0
s5,1,0.22848,1.450301,[ 4 45] ; [ 27 156],[ 6.54741379 42.45258621] ; [ 24.45258621 158.54741379],0
n1,1,0.278988,1.172013,[4 9] ; [21 23],[5.70175439 7.29824561] ; [19.29824561 24.70175439],0
u1,1,0.313121,1.017465,[ 4 48] ; [ 24 164],[ 6.06666667 45.93333333] ; [ 21.93333333 166.06666667],0
n3,1,0.322455,0.978963,[10  2] ; [31 14],[8.63157895 3.36842105] ; [32.36842105 12.63157895],0
u4,1,0.328719,0.95394,[ 1 51] ; [  1 187],[ 0.43333333 51.56666667] ; [  1.56666667 186.43333333],0
p6,1,0.338498,0.91611,[11 39] ; [ 53 131],[13.67521368 36.32478632] ; [ 50.32478632 133.67521368],0
