Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,97.868507,[334  11] ; [43 30],[311.16028708  33.83971292] ; [65.83971292  7.16028708],1
r3,1,0.0,36.34302,[338   6] ; [59 13],[328.28846154  15.71153846] ; [68.71153846  3.28846154],1
r2,1,0.0,33.154979,[335   7] ; [59 13],[325.47826087  16.52173913] ; [68.52173913  3.47826087],1
v4,1,1.4e-05,18.93039,[333  10] ; [61 11],[325.64337349  17.35662651] ; [68.35662651  3.64337349],1
a5,1,0.00058,11.840319,[277  68] ; [45 28],[265.76555024  79.23444976] ; [56.23444976 16.76555024],1
a6,1,0.001448,10.143673,[245  99] ; [38 35],[233.45803357 110.54196643] ; [49.54196643 23.45803357],0
a2,1,0.001847,9.695455,[104 241] ; [ 9 64],[ 93.26555024 251.73444976] ; [19.73444976 53.26555024],0
u1,1,0.002166,9.403156,[ 78 267] ; [ 5 68],[ 68.50478469 276.49521531] ; [14.49521531 58.50478469],0
p2,1,0.003423,8.56705,[300  44] ; [53 19],[291.90384615  52.09615385] ; [61.09615385 10.90384615],0
d1,1,0.003522,8.514921,[215 130] ; [32 41],[203.86363636 141.13636364] ; [43.13636364 29.86363636],0
n4,1,0.014155,6.018707,[276  68] ; [49 24],[268.10551559  75.89448441] ; [56.89448441 16.10551559],0
a4,1,0.015785,5.826719,[175 167] ; [26 47],[165.64337349 176.35662651] ; [35.35662651 37.64337349],0
a8,1,0.020679,5.353616,[ 51 254] ; [ 4 65],[ 44.85294118 260.14705882] ; [10.14705882 58.85294118],0
d3,1,0.021511,5.284916,[250  95] ; [43 30],[241.83014354 103.16985646] ; [51.16985646 21.83014354],0
d4,1,0.024276,5.074829,[292  52] ; [54 19],[285.42925659  58.57074341] ; [60.57074341 12.42925659],0
p7,1,0.029115,4.760791,[226 108] ; [39 33],[218.00492611 115.99507389] ; [46.99507389 25.00492611],0
n3,1,0.04068,4.189302,[51 13] ; [12  9],[47.43529412 16.56470588] ; [15.56470588  5.43529412],0
