Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-05,19.428946,[15 29] ; [61 21],[26.53968254 17.46031746] ; [49.46031746 32.53968254],1
a6,1,3.5e-05,17.104868,[21 23] ; [68 14],[31.07936508 12.92063492] ; [57.92063492 24.07936508],1
a2,1,0.000104,15.057406,[ 3 41] ; [33 51],[12.375 31.625] ; [23.625 60.375],1
b5,1,0.000704,11.478046,[15 29] ; [55 29],[24.0625 19.9375] ; [45.9375 38.0625],1
u1,1,0.001332,10.297467,[ 2 42] ; [24 60],[ 8.9375 35.0625] ; [17.0625 66.9375],0
d1,1,0.006147,7.506643,[20 24] ; [59 25],[27.15625 16.84375] ; [51.84375 32.15625],0
n5,1,0.012096,6.296734,[24 20] ; [64 20],[30.25 13.75] ; [57.75 26.25],0
b1,1,0.03525,4.433036,[28 16] ; [37 47],[22.34375 21.65625] ; [42.65625 41.34375],0
p9,1,0.041751,4.145264,[21 21] ; [57 26],[26.208 15.792] ; [51.792 31.208],0
b3,1,0.04568,3.993339,[17 13] ; [20 38],[12.61363636 17.38636364] ; [24.38636364 33.61363636],0
b2,1,0.04568,3.993339,[17 13] ; [20 38],[12.61363636 17.38636364] ; [24.38636364 33.61363636],0
n4,1,0.050371,3.829078,[25 19] ; [62 22],[29.90625 14.09375] ; [57.09375 26.90625],0
p10,1,0.079452,3.076068,[21 23] ; [53 30],[25.63779528 18.36220472] ; [48.36220472 34.63779528],0
r1,1,0.119242,2.427252,[26 18] ; [61 23],[29.90625 14.09375] ; [57.09375 26.90625],0
s8,1,0.161435,1.96073,[20 23] ; [28 55],[16.38095238 26.61904762] ; [31.61904762 51.38095238],0
d4,1,0.177436,1.818973,[32 12] ; [68 14],[34.92063492  9.07936508] ; [65.07936508 16.92063492],0
d2,1,0.186542,1.744721,[22 20] ; [53 29],[25.40322581 16.59677419] ; [49.59677419 32.40322581],0
a8,1,0.22544,1.469403,[ 3 41] ; [11 67],[ 5.04918033 38.95081967] ; [ 8.95081967 69.04918033],0
d5,1,0.241555,1.371498,[32 12] ; [67 15],[34.57142857  9.42857143] ; [64.42857143 17.57142857],0
v2,1,0.279571,1.169176,[19 24] ; [43 36],[21.85245902 21.14754098] ; [40.14754098 38.85245902],0
a1,1,0.279825,1.167941,[ 3 41] ; [11 73],[ 4.8125 39.1875] ; [ 9.1875 74.8125],0
u3,1,0.295642,1.09375,[5 7] ; [11  7],[6.4 5.6] ; [9.6 8.4],0
p12,1,0.318853,0.993646,[ 2 42] ; [ 8 76],[ 3.4375 40.5625] ; [ 6.5625 77.4375],0
a4,1,0.361355,0.833179,[23 20] ; [52 32],[25.39370079 17.60629921] ; [49.60629921 34.39370079],0
n2,1,0.370559,0.801788,[16  5] ; [22 12],[14.50909091  6.49090909] ; [23.49090909 10.50909091],0
a3,1,0.385661,0.752579,[32 12] ; [66 17],[33.95275591 10.04724409] ; [64.04724409 18.95275591],0
s2,1,0.464195,0.535762,[21 23] ; [34 49],[19.05511811 24.94488189] ; [35.94488189 47.05511811],0
p5,1,0.470942,0.519764,[ 3 40] ; [ 9 73],[ 4.128 38.872] ; [ 7.872 74.128],0
u4,1,0.489954,0.476627,[ 1 43] ; [ 4 80],[ 1.71875 42.28125] ; [ 3.28125 80.71875],0
b4,1,0.51151,0.430976,[23 21] ; [49 35],[24.75 19.25] ; [47.25 36.75],0
s5,1,0.520196,0.413505,[15 27] ; [24 56],[13.42622951 28.57377049] ; [25.57377049 54.42622951],0
n1,1,0.591219,0.288445,[10 10] ; [14 19],[ 9.05660377 10.94339623] ; [14.94339623 18.05660377],0
r3,1,0.596,0.281072,[35  9] ; [70 14],[36.09375  7.90625] ; [68.90625 15.09375],0
p1,1,0.628061,0.234699,[ 4 40] ; [10 74],[ 4.8125 39.1875] ; [ 9.1875 74.8125],0
u2,1,0.668129,0.183799,[4 7] ; [ 8 10],[4.55172414 6.44827586] ; [ 7.44827586 10.55172414],0
s6,1,0.674381,0.17652,[25 18] ; [45 38],[23.88888889 19.11111111] ; [46.11111111 36.88888889],0
p8,1,0.69481,0.153927,[12 32] ; [20 63],[11.08661417 32.91338583] ; [20.91338583 62.08661417],0
v1,1,0.697233,0.151367,[18 25] ; [31 50],[16.99193548 26.00806452] ; [32.00806452 48.99193548],0
s4,1,0.768295,0.086792,[ 9 35] ; [15 67],[ 8.38095238 35.61904762] ; [15.61904762 66.38095238],0
p3,1,0.803445,0.061947,[16 28] ; [28 54],[15.36507937 28.63492063] ; [28.63492063 53.36507937],0
v4,1,0.829139,0.046572,[36  8] ; [70 14],[36.4375  7.5625] ; [69.5625 14.4375],0
s3,1,0.869046,0.027182,[20 24] ; [39 44],[20.44094488 23.55905512] ; [38.55905512 44.44094488],0
p6,1,0.873831,0.025216,[ 9 35] ; [16 67],[ 8.66141732 35.33858268] ; [16.33858268 66.66141732],0
n6,1,0.877615,0.023714,[30 14] ; [57 25],[30.38095238 13.61904762] ; [56.61904762 25.38095238],0
r4,1,0.895243,0.017338,[32 12] ; [62 22],[32.3125 11.6875] ; [61.6875 22.3125],0
s7,1,0.896577,0.016897,[18 22] ; [35 45],[17.66666667 22.33333333] ; [35.33333333 44.66666667],0
p7,1,0.912509,0.012072,[13 31] ; [25 57],[13.26984127 30.73015873] ; [24.73015873 57.26984127],0
r2,1,0.912525,0.012068,[38  5] ; [73  9],[38.184  4.816] ; [72.816  9.184],0
v3,1,0.932697,0.007132,[15 25] ; [29 50],[14.78991597 25.21008403] ; [29.21008403 49.78991597],0
s1,1,0.945596,0.004656,[ 3 41] ; [ 6 78],[ 3.09375 40.90625] ; [ 5.90625 78.09375],0
n3,1,0.971838,0.001246,[11  7] ; [20 13],[10.94117647  7.05882353] ; [20.05882353 12.94117647],0
p11,1,0.99071,0.000136,[23 21] ; [44 40],[23.03125 20.96875] ; [43.96875 40.03125],0
p4,1,0.995008,3.9e-05,[15 29] ; [28 54],[15.01587302 28.98412698] ; [27.98412698 54.01587302],0
