Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000198,13.845353,[ 9 19] ; [74 31],[17.47368421 10.52631579] ; [65.52631579 39.47368421],1
b1,1,0.000937,10.948428,[23  7] ; [45 61],[15. 15.] ; [53. 53.],1
n5,1,0.002974,8.823444,[16 14] ; [85 21],[22.27941176  7.72058824] ; [78.72058824 27.27941176],0
r4,1,0.003762,8.395138,[14 16] ; [79 27],[20.51470588  9.48529412] ; [72.48529412 33.51470588],0
v4,1,0.003845,8.355652,[20 10] ; [94 12],[25.14705882  4.85294118] ; [88.85294118 17.14705882],0
a5,1,0.003934,8.313962,[12 18] ; [73 33],[18.75 11.25] ; [66.25 39.75],0
p3,1,0.004019,8.275401,[ 4 25] ; [45 60],[10.60447761 18.39552239] ; [38.39552239 66.60447761],0
p9,1,0.004489,8.074555,[14 15] ; [78 25],[20.21212121  8.78787879] ; [71.78787879 31.21212121],0
r3,1,0.007265,7.206209,[18 12] ; [88 18],[23.38235294  6.61764706] ; [82.61764706 23.38235294],0
d4,1,0.007599,7.125543,[14 16] ; [77 29],[20.07352941  9.92647059] ; [70.92647059 35.07352941],0
p11,1,0.010252,6.590583,[15 15] ; [79 27],[20.73529412  9.26470588] ; [73.26470588 32.73529412],0
s5,1,0.056827,3.627662,[ 3 25] ; [29 74],[ 6.83969466 21.16030534] ; [25.16030534 77.83969466],0
n1,1,0.058857,3.569307,[8 7] ; [ 9 26],[5.1 9.9] ; [11.9 23.1],0
a4,1,0.06427,3.423619,[ 7 23] ; [44 61],[11.33333333 18.66666667] ; [39.66666667 65.33333333],0
p2,1,0.067758,3.336517,[14 14] ; [72 33],[18.10526316  9.89473684] ; [67.89473684 37.10526316],0
r1,1,0.084,2.985752,[14 16] ; [68 38],[18.08823529 11.91176471] ; [63.91176471 42.08823529],0
s6,1,0.101335,2.68441,[ 8 22] ; [45 59],[11.86567164 18.13432836] ; [41.13432836 62.86567164],0
d3,1,0.117525,2.449995,[ 8 22] ; [45 61],[11.69117647 18.30882353] ; [41.30882353 64.69117647],0
s7,1,0.124805,2.355962,[ 4 25] ; [28 73],[ 7.13846154 21.86153846] ; [24.86153846 76.13846154],0
s8,1,0.129901,2.293689,[ 4 26] ; [28 77],[ 7.11111111 22.88888889] ; [24.88888889 80.11111111],0
d1,1,0.134197,2.243274,[ 9 21] ; [48 58],[12.57352941 17.42647059] ; [44.42647059 61.57352941],0
r2,1,0.137156,2.209575,[21  8] ; [87 16],[23.72727273  5.27272727] ; [84.27272727 18.72727273],0
d5,1,0.212375,1.555159,[17 13] ; [73 33],[19.85294118 10.14705882] ; [70.14705882 35.85294118],0
s2,1,0.223225,1.483516,[ 2 28] ; [16 89],[ 4. 26.] ; [14. 91.],0
v3,1,0.238052,1.392091,[ 6 22] ; [34 69],[ 8.54961832 19.45038168] ; [31.45038168 71.54961832],0
p7,1,0.249824,1.32429,[12 18] ; [54 50],[14.7761194 15.2238806] ; [51.2238806 52.7761194],0
a3,1,0.266012,1.237197,[15 15] ; [65 41],[17.64705882 12.35294118] ; [62.35294118 43.64705882],0
p8,1,0.289255,1.123085,[ 9 20] ; [44 61],[11.47014925 17.52985075] ; [41.52985075 63.47014925],0
u2,1,0.374545,0.78853,[8 7] ; [16 24],[6.54545455 8.45454545] ; [17.45454545 22.54545455],0
p1,1,0.412406,0.671854,[ 1 29] ; [ 8 98],[ 1.98529412 28.01470588] ; [ 7.01470588 98.98529412],0
b4,1,0.435449,0.608246,[14 16] ; [58 48],[15.88235294 14.11764706] ; [56.11764706 49.88235294],0
p4,1,0.454825,0.5586,[11 18] ; [48 57],[12.76865672 16.23134328] ; [46.23134328 58.76865672],0
b5,1,0.491463,0.473322,[16 14] ; [49 57],[14.33823529 15.66176471] ; [50.66176471 55.33823529],0
n4,1,0.500521,0.453832,[19 11] ; [74 32],[20.51470588  9.48529412] ; [72.48529412 33.51470588],0
n3,1,0.550525,0.356377,[10  5] ; [19 14],[9.0625 5.9375] ; [19.9375 13.0625],0
a6,1,0.569692,0.323199,[11 19] ; [45 61],[12.35294118 17.64705882] ; [43.64705882 62.35294118],0
v1,1,0.58003,0.306186,[11 19] ; [44 60],[12.31343284 17.68656716] ; [42.68656716 61.31343284],0
p5,1,0.627701,0.235192,[ 2 28] ; [10 95],[ 2.66666667 27.33333333] ; [ 9.33333333 95.66666667],0
n2,1,0.656278,0.198076,[10  5] ; [21 14],[9.3 5.7] ; [21.7 13.3],0
a1,1,0.669611,0.182057,[ 2 28] ; [  5 101],[ 1.54411765 28.45588235] ; [  5.45588235 100.54411765],0
s1,1,0.669611,0.182057,[ 2 28] ; [  5 101],[ 1.54411765 28.45588235] ; [  5.45588235 100.54411765],0
v2,1,0.688301,0.16093,[12 16] ; [49 55],[12.93939394 15.06060606] ; [48.06060606 55.93939394],0
s4,1,0.762611,0.091237,[ 4 26] ; [12 94],[ 3.52941176 26.47058824] ; [12.47058824 93.52941176],0
b2,1,0.803279,0.062054,[ 7 10] ; [25 41],[ 6.55421687 10.44578313] ; [25.44578313 40.55421687],0
b3,1,0.803279,0.062054,[ 7 10] ; [25 41],[ 6.55421687 10.44578313] ; [25.44578313 40.55421687],0
u3,1,0.815187,0.054634,[6 9] ; [15 26],[5.625 9.375] ; [15.375 25.625],0
a2,1,0.836164,0.042767,[ 2 28] ; [  6 100],[ 1.76470588 28.23529412] ; [ 6.23529412 99.76470588],0
a8,1,0.928874,0.007968,[ 2 28] ; [ 7 91],[ 2.109375 27.890625] ; [ 6.890625 91.109375],0
p6,1,0.938011,0.006048,[ 7 20] ; [28 77],[ 7.15909091 19.84090909] ; [27.84090909 77.15909091],0
d2,1,0.960418,0.002463,[14 16] ; [48 56],[13.88059701 16.11940299] ; [48.11940299 55.88059701],0
