Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,51.66669,[210  42] ; [46 55],[182.75354108  69.24645892] ; [73.24645892 27.75354108],1
d2,1,0.0,41.083048,[148 102] ; [22 80],[120.73863636 129.26136364] ; [49.26136364 52.73863636],1
d5,1,0.0,38.123437,[222  29] ; [60 41],[201.08522727  49.91477273] ; [80.91477273 20.08522727],1
a4,1,0.0,36.898528,[144 108] ; [22 80],[118.16949153 133.83050847] ; [47.83050847 54.16949153],1
d1,1,0.0,31.509042,[164  88] ; [33 69],[140.23728814 111.76271186] ; [56.76271186 45.23728814],1
s7,1,1e-06,23.887449,[135 109] ; [26 73],[114.53061224 129.46938776] ; [46.46938776 52.53061224],1
u1,1,3e-06,21.57773,[ 64 188] ; [ 4 98],[ 48.40677966 203.59322034] ; [19.59322034 82.40677966],1
n4,1,4.2e-05,16.768763,[198  52] ; [59 43],[182.52840909  67.47159091] ; [74.47159091 27.52840909],1
a6,1,8.3e-05,15.492684,[193  58] ; [57 45],[177.76203966  73.23796034] ; [72.23796034 29.76203966],1
s8,1,0.000166,14.180454,[119 133] ; [26 76],[103.22033898 148.77966102] ; [41.77966102 60.22033898],1
r1,1,0.000287,13.151629,[198  52] ; [61 40],[184.47293447  65.52706553] ; [74.52706553 26.47293447],1
d4,1,0.001964,9.582686,[215  36] ; [73 29],[204.78186969  46.21813031] ; [83.21813031 18.78186969],0
p4,1,0.009899,6.653056,[128 124] ; [36 65],[117.07648725 134.92351275] ; [46.92351275 54.07648725],0
p3,1,0.01012,6.613591,[103 148] ; [27 75],[ 92.43626062 158.56373938] ; [37.56373938 64.43626062],0
s6,1,0.011795,6.341377,[177  73] ; [58 44],[166.90340909  83.09659091] ; [68.09659091 33.90340909],0
n6,1,0.024294,5.073513,[209  40] ; [75 27],[201.47008547  47.52991453] ; [82.52991453 19.47008547],0
s2,1,0.024499,5.058966,[142 108] ; [44 57],[132.47863248 117.52136752] ; [53.52136752 47.47863248],0
n5,1,0.028787,4.780312,[186  62] ; [64 37],[177.6504298  70.3495702] ; [72.3495702 28.6504298],0
v2,1,0.03477,4.456446,[138 102] ; [43 53],[129.28571429 110.71428571] ; [51.71428571 44.28571429],0
r2,1,0.063779,3.436275,[234  13] ; [91 11],[230.01432665  16.98567335] ; [94.98567335  7.01432665],0
s5,1,0.07444,3.182288,[ 79 162] ; [22 74],[ 72.22848665 168.77151335] ; [28.77151335 67.22848665],0
r4,1,0.096277,2.766166,[220  32] ; [82 20],[214.98305085  37.01694915] ; [87.01694915 14.98305085],0
p10,1,0.100133,2.703431,[221  30] ; [83 19],[216.15864023  34.84135977] ; [87.84135977 14.15864023],0
b3,1,0.1189,2.431745,[67 94] ; [15 36],[62.27358491 98.72641509] ; [19.72641509 31.27358491],0
b2,1,0.1189,2.431745,[67 94] ; [15 36],[62.27358491 98.72641509] ; [19.72641509 31.27358491],0
a7,1,0.124839,2.355539,[183  69] ; [65 36],[177.04249292  74.95750708] ; [70.95750708 30.04249292],0
p12,1,0.129613,2.297135,[ 18 234] ; [ 3 99],[ 14.94915254 237.05084746] ; [ 6.05084746 95.94915254],0
s4,1,0.156611,2.006649,[ 48 202] ; [13 88],[ 43.44729345 206.55270655] ; [17.55270655 83.44729345],0
n1,1,0.170754,1.876309,[32 44] ; [ 8 21],[28.95238095 47.04761905] ; [11.04761905 17.95238095],0
v3,1,0.188337,1.730579,[ 84 154] ; [27 70],[ 78.85970149 159.14029851] ; [32.14029851 64.85970149],0
p6,1,0.236384,1.402029,[ 68 183] ; [21 79],[ 63.64387464 187.35612536] ; [25.35612536 74.64387464],0
a8,1,0.255462,1.293184,[ 34 192] ; [10 87],[ 30.78637771 195.21362229] ; [13.21362229 83.78637771],0
n3,1,0.282942,1.152904,[60 16] ; [20  9],[57.9047619 18.0952381] ; [22.0952381  6.9047619],0
u4,1,0.302762,1.06199,[  7 245] ; [  1 101],[  5.69491525 246.30508475] ; [ 2.30508475 99.69491525],0
p7,1,0.315607,1.007064,[116 132] ; [40 58],[111.8150289 136.1849711] ; [44.1849711 53.8150289],0
u2,1,0.361195,0.833735,[22 19] ; [34 20],[24.16842105 16.83157895] ; [31.83157895 22.16842105],0
s3,1,0.431871,0.617788,[147 102] ; [55 46],[143.70857143 105.29142857] ; [58.29142857 42.70857143],0
d3,1,0.497545,0.460169,[175  76] ; [66 34],[172.33903134  78.66096866] ; [68.66096866 31.33903134],0
p5,1,0.523686,0.406627,[ 13 235] ; [ 7 93],[ 14.25287356 233.74712644] ; [ 5.74712644 94.25287356],0
n2,1,0.531842,0.39087,[57 19] ; [20  9],[55.73333333 20.26666667] ; [21.26666667  7.73333333],0
p2,1,0.610231,0.259839,[195  55] ; [77 25],[193.18181818  56.81818182] ; [78.81818182 23.18181818],0
a1,1,0.621979,0.243096,[ 13 239] ; [ 4 98],[ 12.10169492 239.89830508] ; [ 4.89830508 97.10169492],0
v4,1,0.656366,0.197968,[232  18] ; [96  6],[232.95454545  17.04545455] ; [95.04545455  6.95454545],0
r3,1,0.675789,0.174905,[238  12] ; [96  6],[237.21590909  12.78409091] ; [96.78409091  5.21590909],0
b1,1,0.839512,0.041013,[ 91 161] ; [38 64],[ 91.83050847 160.16949153] ; [37.16949153 64.83050847],0
u3,1,0.894164,0.017699,[25 17] ; [32 23],[24.68041237 17.31958763] ; [32.31958763 22.68041237],0
p11,1,0.895361,0.017299,[187  65] ; [75 27],[186.50847458  65.49152542] ; [75.49152542 26.50847458],0
p1,1,0.903998,0.014547,[ 14 238] ; [ 6 96],[ 14.23728814 237.76271186] ; [ 5.76271186 96.23728814],0
b4,1,0.906523,0.013789,[149 103] ; [61 41],[149.49152542 102.50847458] ; [60.50847458 41.49152542],0
s1,1,0.912125,0.012179,[  7 242] ; [ 3 96],[  7.15517241 241.84482759] ; [ 2.84482759 96.15517241],0
b5,1,0.942694,0.005167,[169  83] ; [68 34],[168.71186441  83.28813559] ; [68.28813559 33.71186441],0
v1,1,0.991592,0.000111,[117 124] ; [48 51],[116.95588235 124.04411765] ; [48.04411765 50.95588235],0
