Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.7e-05,18.545621,[ 8 20] ; [77 29],[17.76119403 10.23880597] ; [67.23880597 38.76119403],1
p8,1,0.00025,13.409524,[10 17] ; [78 27],[18.  9.] ; [70. 35.],1
p9,1,0.001639,9.915402,[19  8] ; [98  8],[23.7518797  3.2481203] ; [93.2481203 12.7518797],0
n4,1,0.002176,9.394631,[16 12] ; [89 17],[21.94029851  6.05970149] ; [83.05970149 22.94029851],0
p10,1,0.002592,9.074462,[17 10] ; [92 13],[22.29545455  4.70454545] ; [86.70454545 18.29545455],0
d2,1,0.005041,7.864835,[ 5 23] ; [50 56],[11.49253731 16.50746269] ; [43.50746269 62.49253731],0
p11,1,0.007121,7.242278,[17 11] ; [89 17],[22.14925373  5.85074627] ; [83.85074627 22.14925373],0
n5,1,0.010344,6.574691,[15 13] ; [81 23],[20.36363636  7.63636364] ; [75.63636364 28.36363636],0
a4,1,0.014214,6.011317,[ 7 21] ; [54 52],[12.74626866 15.25373134] ; [48.25373134 57.74626866],0
a5,1,0.023267,5.148484,[15 13] ; [80 26],[19.85074627  8.14925373] ; [75.14925373 30.85074627],0
b4,1,0.032327,4.58108,[12 16] ; [69 37],[16.92537313 11.07462687] ; [64.07462687 41.92537313],0
a7,1,0.056564,3.63536,[16 11] ; [82 24],[19.89473684  7.10526316] ; [78.10526316 27.89473684],0
d4,1,0.05717,3.617648,[18 10] ; [86 20],[21.73134328  6.26865672] ; [82.26865672 23.73134328],0
s8,1,0.064723,3.412024,[ 6 21] ; [44 62],[10.15037594 16.84962406] ; [39.84962406 66.15037594],0
d1,1,0.069529,3.294109,[11 17] ; [62 44],[15.25373134 12.74626866] ; [57.74626866 48.25373134],0
p5,1,0.08534,2.960151,[ 1 27] ; [17 89],[ 3.76119403 24.23880597] ; [14.23880597 91.76119403],0
b5,1,0.088886,2.894434,[22  6] ; [65 41],[18.17910448  9.82089552] ; [68.82089552 37.17910448],0
s5,1,0.101905,2.675475,[ 5 22] ; [36 67],[ 8.51538462 18.48461538] ; [32.48461538 70.51538462],0
p7,1,0.108307,2.578755,[20  8] ; [88 16],[22.90909091  5.09090909] ; [85.09090909 18.90909091],0
a2,1,0.114396,2.492421,[ 3 25] ; [26 80],[ 6.05970149 21.94029851] ; [22.94029851 83.05970149],0
u3,1,0.149996,2.072293,[5 7] ; [21 11],[7.09090909 4.90909091] ; [18.90909091 13.09090909],0
r1,1,0.157397,1.999058,[18 10] ; [82 24],[20.89552239  7.10447761] ; [79.10447761 26.89552239],0
s6,1,0.158744,1.986154,[11 15] ; [60 44],[14.2 11.8] ; [56.8 47.2],0
p2,1,0.163014,1.946045,[22  6] ; [94 12],[24.23880597  3.76119403] ; [91.76119403 14.23880597],0
v1,1,0.171731,1.867765,[14 14] ; [68 38],[17.13432836 10.86567164] ; [64.86567164 41.13432836],0
s7,1,0.17751,1.818347,[ 8 18] ; [45 54],[11.024 14.976] ; [41.976 57.024],0
a3,1,0.216021,1.530609,[16 12] ; [73 32],[18.73684211  9.26315789] ; [70.26315789 34.73684211],0
d3,1,0.237371,1.396141,[15 11] ; [74 32],[17.53030303  8.46969697] ; [71.46969697 34.53030303],0
n1,1,0.253089,1.306173,[2 9] ; [ 9 15],[3.45714286 7.54285714] ; [ 7.54285714 16.45714286],0
v3,1,0.367301,0.812774,[ 9 19] ; [44 62],[11.07462687 16.92537313] ; [41.92537313 64.07462687],0
s2,1,0.384173,0.757307,[ 8 19] ; [23 83],[ 6.29323308 20.70676692] ; [24.70676692 81.29323308],0
d5,1,0.448101,0.575451,[21  6] ; [89 17],[22.33082707  4.66917293] ; [87.66917293 18.33082707],0
s4,1,0.450008,0.570632,[ 3 25] ; [17 86],[ 4.27480916 23.72519084] ; [15.72519084 87.27480916],0
r4,1,0.455367,0.557258,[24  4] ; [96 10],[25.07462687  2.92537313] ; [94.92537313 11.07462687],0
b2,1,0.464275,0.53557,[5 9] ; [32 37],[6.24096386 7.75903614] ; [30.75903614 38.24096386],0
b3,1,0.464275,0.53557,[5 9] ; [32 37],[6.24096386 7.75903614] ; [30.75903614 38.24096386],0
u1,1,0.504424,0.445617,[ 4 24] ; [21 85],[ 5.2238806 22.7761194] ; [19.7761194 86.2238806],0
a8,1,0.518949,0.415981,[ 2 24] ; [11 79],[ 2.9137931 23.0862069] ; [10.0862069 79.9137931],0
p1,1,0.520343,0.413214,[ 2 26] ; [12 94],[ 2.92537313 25.07462687] ; [11.07462687 94.92537313],0
p12,1,0.571524,0.320139,[ 1 26] ; [ 7 99],[ 1.62406015 25.37593985] ; [ 6.37593985 99.62406015],0
v4,1,0.592019,0.287203,[27  1] ; [104   2],[27.37313433  0.62686567] ; [103.62686567   2.37313433],0
a1,1,0.607881,0.263272,[ 2 26] ; [  5 101],[ 1.46268657 26.53731343] ; [  5.53731343 100.46268657],0
r3,1,0.658608,0.195219,[27  1] ; [100   6],[26.53731343  1.46268657] ; [100.46268657   5.53731343],0
n2,1,0.766242,0.088384,[7 4] ; [14 10],[6.6 4.4] ; [14.4  9.6],0
n6,1,0.774985,0.081716,[24  4] ; [93 13],[24.44776119  3.55223881] ; [92.55223881 13.44776119],0
v2,1,0.784438,0.074824,[16 12] ; [63 42],[16.63157895 11.36842105] ; [62.36842105 42.63157895],0
b1,1,0.808299,0.058865,[11 17] ; [39 67],[10.44776119 17.55223881] ; [39.55223881 66.44776119],0
n3,1,0.810339,0.057595,[9 2] ; [18  5],[8.73529412 2.26470588] ; [18.26470588  4.73529412],0
u2,1,0.89054,0.018939,[7 5] ; [20 13],[7.2 4.8] ; [19.8 13.2],0
a6,1,0.936437,0.00636,[18 10] ; [69 37],[18.17910448  9.82089552] ; [68.82089552 37.17910448],0
r2,1,0.938791,0.005897,[26  2] ; [97  7],[26.09090909  1.90909091] ; [96.90909091  7.09090909],0
