Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.2e-05,19.0923,[41 75] ; [72 40],[57.49122807 58.50877193] ; [55.50877193 56.49122807],1
v3,1,0.000482,12.185147,[23 93] ; [46 66],[35.10526316 80.89473684] ; [33.89473684 78.10526316],1
a5,1,0.009736,6.682581,[71 49] ; [87 29],[80.33898305 39.66101695] ; [77.66101695 38.33898305],0
p12,1,0.012867,6.187327,[  3 117] ; [ 12 103],[  7.65957447 112.34042553] ; [  7.34042553 107.65957447],0
s6,1,0.023715,5.115349,[62 57] ; [76 38],[70.4806867 48.5193133] ; [67.5193133 46.4806867],0
s2,1,0.032419,4.576208,[46 73] ; [59 53],[54.09090909 64.90909091] ; [50.90909091 61.09090909],0
a2,1,0.044475,4.038429,[ 15 105] ; [26 90],[20.84745763 99.15254237] ; [20.15254237 95.84745763],0
p5,1,0.052888,3.747458,[  4 116] ; [ 11 105],[  7.62711864 112.37288136] ; [  7.37288136 108.62711864],0
n4,1,0.055425,3.66926,[82 38] ; [92 24],[88.47457627 31.52542373] ; [85.52542373 30.47457627],0
p9,1,0.062699,3.464503,[93 27] ; [99 15],[98.46153846 21.53846154] ; [93.53846154 20.46153846],0
p4,1,0.069505,3.294668,[51 69] ; [63 53],[57.96610169 62.03389831] ; [56.03389831 59.96610169],0
r2,1,0.070192,3.278515,[105  14] ; [110   6],[108.87234043  10.12765957] ; [106.12765957   9.87234043],0
u2,1,0.075023,3.169563,[18 25] ; [24 15],[22.02439024 20.97560976] ; [19.97560976 19.02439024],0
r1,1,0.092806,2.82502,[83 36] ; [92 24],[88.61702128 30.38297872] ; [86.38297872 29.61702128],0
s1,1,0.164519,1.932189,[  6 113] ; [  2 113],[  4.06837607 114.93162393] ; [  3.93162393 111.06837607],0
s7,1,0.166752,1.9119,[39 77] ; [46 62],[44.01785714 71.98214286] ; [40.98214286 67.01785714],0
p3,1,0.166918,1.910407,[35 84] ; [44 72],[40.00425532 78.99574468] ; [38.99574468 77.00425532],0
s4,1,0.168692,1.89453,[21 98] ; [ 13 102],[ 17.29059829 101.70940171] ; [16.70940171 98.29059829],0
r4,1,0.192588,1.69771,[97 23] ; [101  15],[100.6779661  19.3220339] ; [97.3220339 18.6779661],0
v4,1,0.242703,1.364823,[109  11] ; [109   6],[111.31914894   8.68085106] ; [106.68085106   8.31914894],0
b4,1,0.252327,1.310375,[81 39] ; [70 46],[76.77966102 43.22033898] ; [74.22033898 41.77966102],0
a7,1,0.285937,1.138654,[84 35] ; [89 27],[87.60425532 31.39574468] ; [85.39574468 30.60425532],0
a4,1,0.310678,1.027793,[47 73] ; [53 63],[50.84745763 69.15254237] ; [49.15254237 66.84745763],0
p10,1,0.314383,1.01217,[86 34] ; [89 26],[89.36170213 30.63829787] ; [85.63829787 29.36170213],0
s8,1,0.331726,0.942149,[36 84] ; [41 73],[39.48717949 80.51282051] ; [37.51282051 76.48717949],0
s5,1,0.33431,0.93213,[25 90] ; [30 80],[28.11111111 86.88888889] ; [26.88888889 83.11111111],0
r3,1,0.334371,0.931896,[109  10] ; [109   6],[110.86324786   8.13675214] ; [107.13675214   7.86324786],0
n5,1,0.386626,0.749526,[80 39] ; [84 32],[83.04680851 35.95319149] ; [80.95319149 35.04680851],0
n2,1,0.445018,0.583309,[28 13] ; [20  6],[29.37313433 11.62686567] ; [18.62686567  7.37313433],0
b2,1,0.457448,0.552131,[18 41] ; [25 43],[19.97637795 39.02362205] ; [23.02362205 44.97637795],0
b3,1,0.457448,0.552131,[18 41] ; [25 43],[19.97637795 39.02362205] ; [23.02362205 44.97637795],0
p8,1,0.458073,0.5506,[33 86] ; [37 78],[35.5982906 83.4017094] ; [34.4017094 80.5982906],0
d4,1,0.482374,0.493492,[92 27] ; [94 22],[94.18723404 24.81276596] ; [91.81276596 24.18723404],0
d5,1,0.493197,0.469544,[94 26] ; [95 21],[96.10169492 23.89830508] ; [92.89830508 23.10169492],0
a8,1,0.523585,0.406826,[ 10 100] ; [12 90],[11.41509434 98.58490566] ; [10.58490566 91.41509434],0
u3,1,0.549756,0.357755,[23 20] ; [24 16],[24.34939759 18.65060241] ; [22.65060241 17.34939759],0
d3,1,0.6079,0.263244,[79 41] ; [80 36],[80.84745763 39.15254237] ; [78.15254237 37.84745763],0
b5,1,0.618934,0.247368,[77 43] ; [78 38],[78.81355932 41.18644068] ; [76.18644068 39.81355932],0
b1,1,0.645677,0.211394,[38 82] ; [40 76],[39.66101695 80.33898305] ; [38.33898305 77.66101695],0
n3,1,0.67532,0.175442,[27 15] ; [18  8],[27.79411765 14.20588235] ; [17.20588235  8.79411765],0
d1,1,0.676888,0.17365,[64 56] ; [65 51],[65.59322034 54.40677966] ; [63.40677966 52.59322034],0
n1,1,0.716133,0.132228,[16 25] ; [ 9 17],[15.29850746 25.70149254] ; [ 9.70149254 16.29850746],0
p6,1,0.725634,0.123158,[ 19 101] ; [20 94],[ 20. 100.] ; [19. 95.],0
s3,1,0.747583,0.103573,[62 58] ; [56 57],[60.77253219 59.22746781] ; [57.22746781 55.77253219],0
u1,1,0.769738,0.085684,[ 16 104] ; [17 99],[ 16.77966102 103.22033898] ; [16.22033898 99.77966102],0
a3,1,0.828033,0.047187,[77 43] ; [76 40],[77.79661017 42.20338983] ; [75.20338983 40.79661017],0
p1,1,0.856158,0.032858,[ 10 109] ; [  9 107],[  9.6212766 109.3787234] ; [  9.3787234 106.6212766],0
n6,1,0.872135,0.025904,[97 23] ; [92 23],[96.5106383 23.4893617] ; [92.4893617 22.5106383],0
