Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,30.751323,[241  24] ; [46 25],[226.35416667  38.64583333] ; [60.64583333 10.35416667],1
p9,1,0.0,28.513356,[248  16] ; [51 20],[235.62985075  28.37014925] ; [63.37014925  7.62985075],1
p8,1,3e-05,17.397871,[156 103] ; [23 48],[140.48787879 118.51212121] ; [38.51212121 32.48787879],1
n5,1,3.7e-05,17.00995,[224  43] ; [43 27],[211.54005935  55.45994065] ; [55.45994065 14.54005935],1
n6,1,0.000292,13.117875,[240  25] ; [52 18],[230.98507463  34.01492537] ; [61.01492537  8.98507463],1
b1,1,0.0003,13.0725,[ 77 191] ; [37 35],[ 89.85882353 178.14117647] ; [24.14117647 47.85882353],1
p2,1,0.000443,12.34122,[232  35] ; [50 22],[222.10619469  44.89380531] ; [59.89380531 12.10619469],1
p12,1,0.006144,7.507698,[ 39 227] ; [ 2 70],[ 32.26627219 233.73372781] ; [ 8.73372781 63.26627219],0
p7,1,0.010154,6.607702,[186  73] ; [39 31],[177.12765957  81.87234043] ; [47.87234043 22.12765957],0
r3,1,0.017702,5.625398,[264   3] ; [67  4],[261.4704142   5.5295858] ; [69.5295858  1.4704142],0
p4,1,0.022776,5.185478,[185  80] ; [40 32],[176.92878338  88.07121662] ; [48.07121662 23.92878338],0
p5,1,0.025263,5.005739,[ 42 225] ; [ 4 68],[ 36.2300885 230.7699115] ; [ 9.7699115 62.2300885],0
n4,1,0.029935,4.713024,[220  48] ; [50 21],[213.45132743  54.54867257] ; [56.54867257 14.45132743],0
v1,1,0.061489,3.496759,[182  78] ; [42 30],[175.42168675  84.57831325] ; [48.57831325 23.42168675],0
v3,1,0.063595,3.441045,[151 112] ; [31 38],[144.1746988 118.8253012] ; [37.8253012 31.1746988],0
s4,1,0.069604,3.292332,[ 42 224] ; [18 54],[ 47.21893491 218.78106509] ; [12.78106509 59.21893491],0
a6,1,0.131939,2.269539,[190  75] ; [45 27],[184.79228487  80.20771513] ; [50.20771513 21.79228487],0
d2,1,0.132023,2.268552,[136 130] ; [44 28],[141.65680473 124.34319527] ; [38.34319527 33.65680473],0
v4,1,0.150462,2.067561,[254  11] ; [66  6],[251.63204748  13.36795252] ; [68.36795252  3.63204748],0
