Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,33.70764,[14 29] ; [55  8],[27.99056604 15.00943396] ; [41.00943396 21.99056604],1
d2,1,0.0,30.78279,[10 33] ; [49 14],[23.93396226 19.06603774] ; [35.06603774 27.93396226],1
d4,1,0.0,28.175622,[25 18] ; [62  1],[35.29245283  7.70754717] ; [51.70754717 11.29245283],1
a5,1,0.000205,13.784944,[27 16] ; [58  5],[34.48113208  8.51886792] ; [50.51886792 12.48113208],1
r2,1,0.000913,10.995627,[34  9] ; [61  1],[38.9047619  4.0952381] ; [56.0952381  5.9047619],1
a2,1,0.001454,10.136037,[ 3 40] ; [21 42],[ 9.73584906 33.26415094] ; [14.26415094 48.73584906],0
a4,1,0.003903,8.328627,[13 30] ; [37 26],[20.28301887 22.71698113] ; [29.71698113 33.28301887],0
u1,1,0.004214,8.189055,[ 4 39] ; [21 42],[10.14150943 32.85849057] ; [14.85849057 48.14150943],0
u2,1,0.008151,7.0,[15  1] ; [6 6],[12.  4.] ; [9. 3.],0
a3,1,0.037296,4.33685,[27 16] ; [51 12],[31.64150943 11.35849057] ; [46.35849057 16.64150943],0
b1,1,0.076045,3.14747,[21 22] ; [20 43],[16.63207547 26.36792453] ; [24.36792453 38.63207547],0
p8,1,0.079007,3.08521,[19 24] ; [37 23],[23.37864078 19.62135922] ; [32.62135922 27.37864078],0
r4,1,0.095511,2.778954,[37  6] ; [60  3],[39.3490566  3.6509434] ; [57.6509434  5.3490566],0
v2,1,0.115186,2.481592,[21 20] ; [42 21],[24.83653846 16.16346154] ; [38.16346154 24.83653846],0
s2,1,0.131847,2.270619,[ 8 35] ; [20 43],[11.35849057 31.64150943] ; [16.64150943 46.35849057],0
p7,1,0.136192,2.22047,[26 17] ; [46 16],[29.48571429 13.51428571] ; [42.51428571 19.48571429],0
n4,1,0.144426,2.130155,[32 11] ; [54  9],[34.88679245  8.11320755] ; [51.11320755 11.88679245],0
s4,1,0.161455,1.960549,[ 3 40] ; [10 52],[ 5.32380952 37.67619048] ; [ 7.67619048 54.32380952],0
n6,1,0.165566,1.922639,[34  9] ; [56  7],[36.50943396  6.49056604] ; [53.49056604  9.50943396],0
u3,1,0.171857,1.866667,[12  4] ; [6 6],[10.28571429  5.71428571] ; [7.71428571 4.28571429],0
p5,1,0.175133,1.838447,[ 8 35] ; [ 6 57],[ 5.67924528 37.32075472] ; [ 8.32075472 54.67924528],0
p3,1,0.182565,1.776619,[21 22] ; [39 24],[24.33962264 18.66037736] ; [35.66037736 27.33962264],0
