Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,58.457522,[38 57] ; [300  77],[68.02966102 26.97033898] ; [269.97033898 107.02966102],1
n4,1,0.0,30.491918,[53 44] ; [308  70],[73.72 23.28] ; [287.28  90.72],1
p10,1,0.0,25.657083,[54 42] ; [303  71],[72.91914894 23.08085106] ; [284.08085106  89.91914894],1
p9,1,4e-06,21.468964,[58 38] ; [309  66],[74.80254777 21.19745223] ; [292.19745223  82.80254777],1
p11,1,4.6e-05,16.589531,[60 37] ; [308  71],[74.99159664 22.00840336] ; [293.00840336  85.99159664],1
v4,1,0.000325,12.920415,[84 11] ; [368  11],[90.5907173  4.4092827] ; [361.4092827  17.5907173],1
p4,1,0.000578,11.846336,[38 58] ; [223 154],[52.97251586 43.02748414] ; [208.02748414 168.97251586],1
r2,1,0.001687,9.862443,[87 10] ; [364  11],[92.68432203  4.31567797] ; [358.31567797  16.68432203],0
s8,1,0.001696,9.853015,[23 74] ; [155 223],[36.34947368 60.65052632] ; [141.65052632 236.34947368],0
p2,1,0.001737,9.808247,[68 29] ; [316  60],[78.74841438 18.25158562] ; [305.25158562  70.74841438],0
p6,1,0.00214,9.425025,[16 78] ; [125 251],[28.2 65.8] ; [112.8 263.2],0
s7,1,0.002583,9.080523,[24 63] ; [165 199],[36.45898004 50.54101996] ; [152.54101996 211.45898004],0
s6,1,0.004923,7.907646,[44 53] ; [230 146],[56.19027484 40.80972516] ; [217.80972516 158.19027484],0
r4,1,0.005845,7.597595,[85 12] ; [361  18],[90.88655462  6.11344538] ; [355.11344538  23.88655462],0
b1,1,0.014107,6.024699,[48 49] ; [136 243],[37.49579832 59.50420168] ; [146.50420168 232.49579832],0
d1,1,0.015945,5.808983,[46 51] ; [231 148],[56.44747899 40.55252101] ; [220.55252101 158.44747899],0
d2,1,0.016505,5.748216,[34 62] ; [186 193],[44.46315789 51.53684211] ; [175.53684211 203.46315789],0
v1,1,0.02287,5.178356,[39 57] ; [198 171],[48.92903226 47.07096774] ; [188.07096774 180.92903226],0
p3,1,0.02507,5.019063,[33 64] ; [176 201],[42.77004219 54.22995781] ; [166.22995781 210.77004219],0
b3,1,0.031536,4.623541,[11 40] ; [ 86 144],[17.60498221 33.39501779] ; [ 79.39501779 150.60498221],0
b2,1,0.031536,4.623541,[11 40] ; [ 86 144],[17.60498221 33.39501779] ; [ 79.39501779 150.60498221],0
u1,1,0.043178,4.088422,[10 87] ; [ 72 307],[16.71008403 80.28991597] ; [ 65.28991597 313.71008403],0
r3,1,0.0434,4.079747,[87  9] ; [363  16],[90.94736842  5.05263158] ; [359.05263158  19.94736842],0
