Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,130.296643,[196  99] ; [ 71 262],[125.42197452 169.57802548] ; [141.57802548 191.42197452],1
s2,1,0.0,124.0888,[217  79] ; [ 94 234],[147.52564103 148.47435897] ; [163.47435897 164.52564103],1
s3,1,0.0,83.380834,[220  74] ; [125 201],[163.59677419 130.40322581] ; [181.40322581 144.59677419],1
s6,1,0.0,79.267683,[250  45] ; [169 161],[197.768  97.232] ; [221.232 108.768],1
a3,1,0.0,34.631518,[244  51] ; [204 128],[210.7814992  84.2185008] ; [237.2185008  94.7814992],1
s5,1,0.0,33.418663,[123 166] ; [ 68 257],[ 89.90065147 199.09934853] ; [101.09934853 223.90065147],1
u1,1,0.0,28.363184,[ 86 211] ; [ 40 294],[ 59.30586371 237.69413629] ; [ 66.69413629 267.30586371],1
n4,1,6e-06,20.533281,[250  46] ; [230 103],[225.88235294  70.11764706] ; [254.11764706  78.88235294],1
p6,1,2.4e-05,17.879223,[122 172] ; [ 84 245],[ 97.21348315 196.78651685] ; [108.78651685 220.21348315],1
d2,1,5.4e-05,16.300301,[169 127] ; [136 196],[143.75796178 152.24203822] ; [161.24203822 170.75796178],1
n5,1,5.5e-05,16.270337,[236  58] ; [218 113],[213.5616  80.4384] ; [240.4384  90.5616],1
p9,1,5.5e-05,16.267125,[259  35] ; [250  81],[239.4336  54.5664] ; [269.5664  61.4336],1
a2,1,0.00011,14.963179,[100 197] ; [ 67 267],[ 78.60380349 218.39619651] ; [ 88.39619651 245.60380349],1
p10,1,0.000111,14.932796,[253  42] ; [243  89],[233.36523126  61.63476874] ; [262.63476874  69.36523126],1
n6,1,0.000199,13.841659,[260  33] ; [258  75],[242.45047923  50.54952077] ; [275.54952077  57.45047923],1
a5,1,0.000402,12.520591,[244  53] ; [234 100],[224.98573693  72.01426307] ; [253.01426307  80.98573693],1
p4,1,0.000625,11.699186,[186 110] ; [163 168],[164.75917065 131.24082935] ; [184.24082935 146.75917065],1
v3,1,0.000886,11.051137,[127 161] ; [ 99 220],[107.22899506 180.77100494] ; [118.77100494 200.22899506],1
p3,1,0.000996,10.83589,[153 143] ; [129 205],[132.4952381 163.5047619] ; [149.5047619 184.4952381],1
p7,1,0.001375,10.238593,[199  89] ; [185 142],[179.82439024 108.17560976] ; [204.17560976 122.82439024],0
a4,1,0.004235,8.179997,[155 141] ; [136 196],[137.15923567 158.84076433] ; [153.84076433 178.15923567],0
a8,1,0.004847,7.93571,[ 49 213] ; [ 32 275],[ 37.2970123 224.7029877] ; [ 43.7029877 263.2970123],0
s4,1,0.006063,7.531624,[ 62 233] ; [ 42 286],[ 49.24558587 245.75441413] ; [ 54.75441413 273.24558587],0
d1,1,0.013614,6.087509,[194 103] ; [186 148],[178.85895404 118.14104596] ; [201.14104596 132.85895404],0
d3,1,0.018208,5.576049,[223  73] ; [223 111],[209.54920635  86.45079365] ; [236.45079365  97.54920635],0
v2,1,0.019815,5.428085,[186 105] ; [172 143],[171.91089109 119.08910891] ; [186.08910891 128.91089109],0
b2,1,0.034516,4.468953,[ 82 116] ; [ 54 121],[ 72.19302949 125.80697051] ; [ 63.80697051 111.19302949],0
b3,1,0.034516,4.468953,[ 82 116] ; [ 54 121],[ 72.19302949 125.80697051] ; [ 63.80697051 111.19302949],0
u3,1,0.036923,4.353967,[39 14] ; [73 55],[32.79558011 20.20441989] ; [79.20441989 48.79558011],0
b1,1,0.048725,3.884818,[124 173] ; [114 220],[112.022187 184.977813] ; [125.977813 208.022187],0
r3,1,0.059444,3.552829,[289   6] ; [317  16],[284.6656051  10.3343949] ; [321.3343949  11.6656051],0
v1,1,0.063515,3.443128,[166 126] ; [161 165],[154.50485437 137.49514563] ; [172.49514563 153.50485437],0
p2,1,0.065304,3.397275,[253  43] ; [266  67],[244.23529412  51.76470588] ; [274.76470588  58.23529412],0
v4,1,0.074684,3.176949,[288   7] ; [316  17],[283.72611465  11.27388535] ; [320.27388535  12.72611465],0
