Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,161.965272,[41 85] ; [251  19],[92.90909091 33.09090909] ; [199.09090909  70.90909091],1
p11,1,0.0,80.811225,[56 73] ; [234  37],[93.525 35.475] ; [196.475  74.525],1
p2,1,0.0,44.16486,[70 59] ; [228  40],[96.83123426 32.16876574] ; [201.16876574  66.83123426],1
p8,1,0.0,30.426697,[33 94] ; [148 118],[58.49109415 68.50890585] ; [122.50890585 143.49109415],1
n6,1,0.0,29.41671,[74 53] ; [226  45],[95.72864322 31.27135678] ; [204.27135678  66.72864322],1
p4,1,1e-06,23.764937,[37 91] ; [148 121],[59.64735516 68.35264484] ; [125.35264484 143.64735516],1
n5,1,3e-06,21.892141,[66 62] ; [202  67],[86.40806045 41.59193955] ; [181.59193955  87.40806045],1
v4,1,4e-06,21.321424,[99 28] ; [253  17],[112.60453401  14.39546599] ; [239.39546599  30.60453401],1
r4,1,4e-06,21.149481,[84 45] ; [231  40],[101.5875  27.4125] ; [213.4125  57.5875],1
r3,1,7e-06,20.31326,[98 30] ; [250  20],[111.91959799  16.08040201] ; [236.08040201  33.91959799],1
p3,1,1.3e-05,19.082073,[30 98] ; [125 145],[49.84924623 78.15075377] ; [105.15075377 164.84924623],1
p7,1,1.7e-05,18.479931,[49 79] ; [162 102],[68.89795918 59.10204082] ; [142.10204082 121.89795918],1
v2,1,0.000113,14.903126,[43 82] ; [143 115],[60.70496084 64.29503916] ; [125.29503916 132.70496084],1
v1,1,0.00014,14.500233,[41 87] ; [139 126],[58.6259542 69.3740458] ; [121.3740458 143.6259542],1
r1,1,0.00033,12.89333,[74 53] ; [205  65],[89.25188917 37.74811083] ; [189.74811083  80.25188917],1
s8,1,0.00045,12.314278,[ 13 116] ; [ 68 202],[ 26.18796992 102.81203008] ; [ 54.81203008 215.18796992],1
s6,1,0.000481,12.187785,[33 96] ; [118 152],[48.81954887 80.18045113] ; [102.18045113 167.81954887],1
r2,1,0.000567,11.880042,[101  25] ; [246  21],[111.2519084  14.7480916] ; [235.7480916  31.2519084],1
b1,1,0.0016,9.960212,[63 66] ; [ 88 183],[48.6975 80.3025] ; [102.3025 168.6975],0
a5,1,0.003086,8.755926,[71 58] ; [190  81],[84.1725 44.8275] ; [176.8275  94.1725],0
a7,1,0.003315,8.625221,[78 50] ; [204  67],[90.46616541 37.53383459] ; [191.53383459  79.46616541],0
a1,1,0.003653,8.448685,[ 10 119] ; [  5 266],[  4.8375 124.1625] ; [ 10.1625 260.8375],0
v3,1,0.007178,7.227939,[29 95] ; [ 98 166],[40.58762887 83.41237113] ; [ 86.41237113 177.58762887],0
d5,1,0.008346,6.957709,[85 44] ; [212  59],[95.7825 33.2175] ; [201.2175  69.7825],0
s7,1,0.008588,6.906554,[ 19 101] ; [ 73 185],[29.20634921 90.79365079] ; [ 62.79365079 195.20634921],0
