Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,27.390163,[ 49 233] ; [20 16],[ 61.18867925 220.81132075] ; [ 7.81132075 28.18867925],1
p12,1,2e-06,22.325049,[  9 276] ; [ 8 29],[ 15.04658385 269.95341615] ; [ 1.95341615 35.04658385],1
p3,1,0.000314,12.987633,[122 164] ; [28 10],[132.40740741 153.59259259] ; [17.59259259 20.40740741],1
p4,1,0.004262,8.168652,[156 130] ; [30  8],[164.18518519 121.81481481] ; [21.81481481 16.18518519],0
p7,1,0.006006,7.548608,[166 118] ; [31  7],[173.7515528 110.2484472] ; [23.2484472 14.7515528],0
r3,1,0.013089,6.157078,[274  11] ; [33  5],[270.88235294  14.11764706] ; [36.11764706  1.88235294],0
a1,1,0.017439,5.651675,[  8 279] ; [ 4 34],[ 10.59692308 276.40307692] ; [ 1.40307692 36.59692308],0
r2,1,0.019876,5.422747,[258  25] ; [30  8],[253.90654206  29.09345794] ; [34.09345794  3.90654206],0
p10,1,0.024203,5.08005,[226  58] ; [36  2],[231.08074534  52.91925466] ; [30.91925466  7.08074534],0
v3,1,0.032188,4.588473,[ 90 191] ; [18 18],[ 95.73501577 185.26498423] ; [12.26498423 23.73501577],0
p9,1,0.03234,4.58037,[240  45] ; [36  1],[244.28571429  40.71428571] ; [31.71428571  5.28571429],0
s7,1,0.033959,4.496773,[ 69 206] ; [14 19],[ 74.10714286 200.89285714] ; [ 8.89285714 24.10714286],0
p8,1,0.049908,3.844556,[149 131] ; [26 11],[154.57413249 125.42586751] ; [20.42586751 16.57413249],0
n3,1,0.058849,3.569538,[54 17] ; [3 4],[51.88461538 19.11538462] ; [5.11538462 1.88461538],0
a5,1,0.088065,2.90939,[204  83] ; [32  6],[208.40615385  78.59384615] ; [27.59384615 10.40615385],0
b3,1,0.090893,2.85849,[ 59 110] ; [14 13],[ 62.94387755 106.05612245] ; [10.05612245 16.94387755],0
b2,1,0.090893,2.85849,[ 59 110] ; [14 13],[ 62.94387755 106.05612245] ; [10.05612245 16.94387755],0
s6,1,0.098391,2.731432,[117 168] ; [19 15],[121.50470219 163.49529781] ; [14.49529781 19.50470219],0
