Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,101.250075,[173 236] ; [227  54],[237.10144928 171.89855072] ; [162.89855072 118.10144928],1
v1,1,0.0,39.40529,[185 225] ; [196  87],[225.41125541 184.58874459] ; [155.58874459 127.41125541],1
s8,1,1.7e-05,18.469236,[162 257] ; [156 127],[189.8034188 229.1965812] ; [128.1965812 154.8034188],1
s7,1,0.000129,14.659522,[178 225] ; [161 111],[202.39555556 200.60444444] ; [136.60444444 135.39555556],1
p5,1,0.000264,13.308657,[ 32 385] ; [ 47 237],[ 46.99429387 370.00570613] ; [ 32.00570613 251.99429387],1
p12,1,0.000462,12.263995,[ 22 393] ; [ 36 246],[ 34.53371593 380.46628407] ; [ 23.46628407 258.53371593],1
n5,1,0.000637,11.663983,[287 128] ; [230  55],[306.50714286 108.49285714] ; [210.49285714  74.50714286],1
n4,1,0.00106,10.720181,[304 115] ; [237  48],[321.98721591  97.01278409] ; [219.01278409  65.98721591],0
p3,1,0.002692,9.005203,[191 227] ; [162 121],[210.49072753 207.50927247] ; [142.50927247 140.49072753],0
a1,1,0.003587,8.482002,[ 16 404] ; [ 26 260],[ 24.98583569 395.01416431] ; [ 17.01416431 268.98583569],0
d1,1,0.004069,8.25273,[273 147] ; [215  71],[290.31161473 129.68838527] ; [197.68838527  88.31161473],0
d2,1,0.006756,7.336621,[202 217] ; [167 118],[219.61789773 199.38210227] ; [149.38210227 135.61789773],0
p10,1,0.007927,7.049994,[326  89] ; [243  38],[339.27442529  75.72557471] ; [229.72557471  51.27442529],0
n6,1,0.008118,7.007164,[342  76] ; [254  31],[354.37837838  63.62162162] ; [241.62162162  43.37837838],0
p7,1,0.008558,6.912736,[245 161] ; [193  82],[261.1277533 144.8722467] ; [176.8722467  98.1277533],0
a3,1,0.024008,5.094068,[302 117] ; [226  58],[314.6970128 104.3029872] ; [213.3029872  70.6970128],0
s4,1,0.028272,4.811418,[ 84 330] ; [ 39 243],[ 73.1637931 340.8362069] ; [ 49.8362069 232.1637931],0
p8,1,0.029821,4.719577,[209 207] ; [163 115],[222.98559078 193.01440922] ; [149.01440922 128.98559078],0
u4,1,0.033244,4.533187,[  4 416] ; [  9 277],[  7.73371105 412.26628895] ; [  5.26628895 280.73371105],0
r3,1,0.04874,3.884282,[395  23] ; [279   7],[400.1875  17.8125] ; [273.8125  12.1875],0
u1,1,0.051512,3.791538,[ 76 344] ; [ 69 217],[ 86.26062323 333.73937677] ; [ 58.73937677 227.26062323],0
r4,1,0.053911,3.715447,[376  44] ; [268  18],[383.11614731  36.88385269] ; [260.88385269  25.11614731],0
p9,1,0.070946,3.261004,[343  71] ; [246  34],[351.36311239  62.63688761] ; [237.63688761  42.36311239],0
s2,1,0.087177,2.925739,[211 207] ; [162 122],[222.0997151 195.9002849] ; [150.9002849 133.0997151],0
p1,1,0.088471,2.901969,[ 24 393] ; [ 26 259],[ 29.7008547 387.2991453] ; [ 20.2991453 264.7008547],0
p4,1,0.091998,2.839069,[240 177] ; [179 101],[250.67862267 166.32137733] ; [168.32137733 111.67862267],0
d5,1,0.103261,2.65444,[360  60] ; [257  29],[367.05382436  52.94617564] ; [249.94617564  36.05382436],0
p11,1,0.103517,2.650511,[319 101] ; [232  54],[327.79036827  92.20963173] ; [223.20963173  62.79036827],0
n1,1,0.132553,2.262352,[43 63] ; [17 42],[38.54545455 67.45454545] ; [21.45454545 37.54545455],0
a5,1,0.146928,2.103861,[312 108] ; [226  60],[320.05665722  99.94334278] ; [217.94334278  68.05665722],0
p2,1,0.1509,2.063132,[345  73] ; [245  38],[351.81169757  66.18830243] ; [238.18830243  44.81169757],0
r1,1,0.163699,1.939721,[335  83] ; [241  45],[342.  76.] ; [234.  52.],0
