Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,101.250075,[173 236] ; [227  54],[237.10144928 171.89855072] ; [162.89855072 118.10144928],1
r2,1,0.181716,1.783532,[393  22] ; [274   9],[396.56876791  18.43123209] ; [270.43123209  12.56876791],0
a4,1,0.188965,1.72567,[194 226] ; [146 139],[202.55319149 217.44680851] ; [137.44680851 147.55319149],0
a2,1,0.192522,1.698215,[102 318] ; [ 82 204],[109.46175637 310.53824363] ; [ 74.53824363 211.46175637],0
s5,1,0.201383,1.632316,[138 264] ; [108 168],[145.85840708 256.14159292] ; [100.14159292 175.85840708],0
b5,1,0.299613,1.075916,[263 157] ; [168 118],[256.40226629 163.59773371] ; [174.59773371 111.40226629],0
b4,1,0.360251,0.837019,[244 176] ; [176 110],[249.85835694 170.14164306] ; [170.14164306 115.85835694],0
s6,1,0.370346,0.802504,[279 135] ; [197  82],[284.36363636 129.63636364] ; [191.63636364  87.36363636],0
d3,1,0.440554,0.594839,[320 100] ; [225  61],[324.22096317  95.77903683] ; [220.77903683  65.22096317],0
a8,1,0.450028,0.570581,[ 49 343] ; [ 37 217],[ 52.18575851 339.81424149] ; [ 33.81424149 220.18575851],0
b1,1,0.450957,0.568245,[166 254] ; [105 181],[161.21813031 258.78186969] ; [109.78186969 176.21813031],0
a7,1,0.52118,0.411558,[317 103] ; [209  76],[313.36170213 106.63829787] ; [212.63829787  72.36170213],0
u2,1,0.527548,0.399112,[69 47] ; [38 21],[70.92571429 45.07428571] ; [36.07428571 22.92571429],0
s3,1,0.596926,0.279658,[233 187] ; [161 119],[236.4 183.6] ; [157.6 122.4],0
b2,1,0.613853,0.254602,[ 94 149] ; [ 74 106],[ 96.5106383 146.4893617] ; [ 71.4893617 108.5106383],0
b3,1,0.613853,0.254602,[ 94 149] ; [ 74 106],[ 96.5106383 146.4893617] ; [ 71.4893617 108.5106383],0
u3,1,0.63664,0.223164,[75 41] ; [36 23],[73.57714286 42.42285714] ; [37.42285714 21.57714286],0
p6,1,0.669398,0.182307,[154 258] ; [108 169],[156.66763425 255.33236575] ; [105.33236575 171.66763425],0
n3,1,0.733142,0.116246,[70 34] ; [44 19],[70.99401198 33.00598802] ; [43.00598802 19.99401198],0
s1,1,0.764022,0.090122,[ 12 405] ; [  7 273],[ 11.36728838 405.63271162] ; [  7.63271162 272.36728838],0
a6,1,0.938124,0.006026,[290 130] ; [196  89],[289.53191489 130.46808511] ; [196.46808511  88.53191489],0
n2,1,0.977735,0.000779,[76 29] ; [45 17],[76.07784431 28.92215569] ; [44.92215569 17.07784431],0
