Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,69.125877,[149 126] ; [ 49 206],[102.73584906 172.26415094] ; [ 95.26415094 159.73584906],1
v1,1,0.0,50.706262,[180 101] ; [ 84 169],[138.92134831 142.07865169] ; [125.07865169 127.92134831],1
r1,1,1e-06,23.231865,[248  39] ; [179  79],[224.86055046  62.13944954] ; [202.13944954  55.86055046],1
r3,1,3e-06,22.046402,[280   6] ; [227  32],[266.0587156  19.9412844] ; [240.9412844  18.0587156],1
p9,1,0.000111,14.932334,[240  44] ; [181  75],[221.41481481  62.58518519] ; [199.58518519  56.41481481],1
r4,1,0.000176,14.073131,[270  17] ; [218  41],[256.51282051  30.48717949] ; [231.48717949  27.51282051],1
p10,1,0.000204,13.796044,[229  54] ; [172  85],[210.1537037  72.8462963] ; [190.8462963  66.1537037],1
d4,1,0.000538,11.978349,[241  46] ; [185  73],[224.33394495  62.66605505] ; [201.66605505  56.33394495],1
d1,1,0.001577,9.986772,[175 112] ; [123 136],[156.64102564 130.35897436] ; [141.35897436 117.64102564],0
d3,1,0.002385,9.226571,[209  78] ; [155 101],[192.39042357  94.60957643] ; [171.60957643  84.39042357],0
p3,1,0.002921,8.855956,[142 144] ; [ 95 162],[124.82872928 161.17127072] ; [112.17127072 144.82872928],0
a5,1,0.003332,8.616143,[214  73] ; [163  96],[198.16666667  88.83333333] ; [178.83333333  80.16666667],0
p11,1,0.005339,7.760911,[233  54] ; [184  75],[219.19230769  67.80769231] ; [197.80769231  61.19230769],0
d5,1,0.007814,7.075527,[238  49] ; [189  68],[225.27389706  61.72610294] ; [201.72610294  55.27389706],0
p7,1,0.009,6.822829,[178 103] ; [132 121],[163.12734082 117.87265918] ; [146.87265918 106.12734082],0
a7,1,0.010095,6.618029,[225  61] ; [178  80],[211.87132353  74.12867647] ; [191.12867647  66.87132353],0
p4,1,0.011783,6.343206,[165 119] ; [122 136],[150.38376384 133.61623616] ; [136.61623616 121.38376384],0
a6,1,0.01601,5.80173,[212  75] ; [166  92],[199.05688073  87.94311927] ; [178.94311927  79.05688073],0
a3,1,0.018453,5.552658,[208  79] ; [162  95],[195.20220588  91.79779412] ; [174.79779412  82.20220588],0
p2,1,0.019559,5.450835,[238  48] ; [193  64],[227.0092081  58.9907919] ; [203.9907919  53.0092081],0
n6,1,0.020324,5.383824,[240  46] ; [196  62],[229.22058824  56.77941176] ; [206.77941176  51.22058824],0
b1,1,0.024252,5.076498,[ 94 193] ; [109 150],[106.70512821 180.29487179] ; [ 96.29487179 162.70512821],0
p6,1,0.025856,4.965622,[ 97 184] ; [ 66 191],[ 85.13568773 195.86431227] ; [ 77.86431227 179.13568773],0
s4,1,0.026901,4.897152,[ 25 261] ; [ 38 218],[ 33.24354244 252.75645756] ; [ 29.75645756 226.24354244],0
v4,1,0.029178,4.757081,[277  10] ; [238  20],[271.20183486  15.79816514] ; [243.79816514  14.20183486],0
b4,1,0.030149,4.700758,[176 111] ; [135 124],[163.47435897 123.52564103] ; [147.52564103 111.47435897],0
s1,1,0.033977,4.495884,[  5 277] ; [ 13 244],[  9.4174397 272.5825603] ; [  8.5825603 248.4174397],0
a2,1,0.047226,3.937316,[ 71 216] ; [ 46 213],[ 61.5 225.5] ; [ 55.5 203.5],0
s8,1,0.049581,3.855578,[109 177] ; [ 78 181],[ 98.13211009 187.86788991] ; [ 88.86788991 170.13211009],0
n3,1,0.093342,2.815774,[40 13] ; [46 29],[35.609375 17.390625] ; [50.390625 24.609375],0
p12,1,0.093871,2.806708,[ 16 268] ; [  7 250],[ 12.07393715 271.92606285] ; [ 10.92606285 246.07393715],0
s6,1,0.105161,2.625476,[165 119] ; [132 126],[155.62361624 128.37638376] ; [141.37638376 116.62361624],0
s7,1,0.111524,2.532489,[119 156] ; [ 90 157],[110.10536398 164.89463602] ; [ 98.89463602 148.10536398],0
p8,1,0.15211,2.050964,[141 139] ; [114 144],[132.71375465 147.28624535] ; [122.28624535 135.71375465],0
u1,1,0.157127,2.001663,[ 49 238] ; [ 33 226],[ 43.1025641 243.8974359] ; [ 38.8974359 220.1025641],0
n1,1,0.157162,2.001327,[14 38] ; [30 47],[17.73643411 34.26356589] ; [26.26356589 50.73643411],0
a8,1,0.165366,1.92446,[ 36 221] ; [ 24 217],[ 30.96385542 226.03614458] ; [ 29.03614458 211.96385542],0
n4,1,0.172862,1.857943,[221  65] ; [187  72],[214.10642202  71.89357798] ; [193.89357798  65.10642202],0
n2,1,0.258922,1.27451,[37 15] ; [48 30],[34. 18.] ; [51. 27.],0
p5,1,0.28246,1.155215,[ 13 274] ; [ 17 239],[ 15.85635359 271.14364641] ; [ 14.14364641 241.85635359],0
s2,1,0.297841,1.083837,[114 171] ; [ 92 166],[108.12154696 176.87845304] ; [ 97.87845304 160.12154696],0
u3,1,0.321439,0.98308,[41 38] ; [57 39],[44.24 34.76] ; [53.76 42.24],0
u4,1,0.32253,0.978661,[  8 279] ; [  4 255],[  6.30769231 280.69230769] ; [  5.69230769 253.30769231],0
a4,1,0.345879,0.888519,[122 164] ; [ 99 157],[116.61623616 169.38376384] ; [104.38376384 151.61623616],0
d2,1,0.368025,0.810321,[135 152] ; [111 146],[129.78308824 157.21691176] ; [116.21691176 140.78308824],0
b2,1,0.479275,0.500512,[ 63 110] ; [ 50 103],[ 59.96625767 113.03374233] ; [53.03374233 99.96625767],0
b3,1,0.479275,0.500512,[ 63 110] ; [ 50 103],[ 59.96625767 113.03374233] ; [53.03374233 99.96625767],0
p1,1,0.498135,0.458907,[ 18 269] ; [ 20 238],[ 20.01100917 266.98899083] ; [ 17.98899083 240.01100917],0
s3,1,0.618423,0.24809,[136 147] ; [118 139],[133.11481481 149.88518519] ; [120.88518519 136.11481481],0
n5,1,0.689531,0.159593,[208  76] ; [185  73],[205.92619926  78.07380074] ; [187.07380074  70.92619926],0
a1,1,0.872252,0.025856,[ 13 274] ; [ 11 248],[ 12.61538462 274.38461538] ; [ 11.38461538 247.61538462],0
b5,1,0.893501,0.017923,[180 107] ; [161  98],[179.24358974 107.75641026] ; [161.75641026  97.24358974],0
u2,1,0.92444,0.008995,[42 36] ; [51 45],[41.68965517 36.31034483] ; [51.31034483 44.68965517],0
