Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,286.964552,[ 39 235] ; [308  71],[145.60183767 128.39816233] ; [201.39816233 177.60183767],1
s6,1,0.0,109.076881,[130 142] ; [320  52],[190.0621118  81.9378882] ; [259.9378882 112.0621118],1
s7,1,0.0,97.542688,[ 77 180] ; [257 110],[137.56089744 119.43910256] ; [196.43910256 170.56089744],1
s8,1,0.0,79.916372,[ 73 201] ; [234 143],[129.21351767 144.78648233] ; [177.78648233 199.21351767],1
s5,1,0.0,25.574966,[ 65 206] ; [157 205],[ 95.04265403 175.95734597] ; [126.95734597 235.04265403],1
s4,1,0.00017,14.140296,[ 27 244] ; [ 79 296],[ 44.46749226 226.53250774] ; [ 61.53250774 313.46749226],1
r2,1,0.000585,11.822856,[254  20] ; [370   7],[262.6359447  11.3640553] ; [361.3640553  15.6359447],1
r4,1,0.003298,8.63479,[245  32] ; [359  20],[255.04268293  21.95731707] ; [348.95731707  30.04268293],0
u4,1,0.004527,8.059459,[  2 275] ; [ 17 362],[  8.02286585 268.97713415] ; [ 10.97713415 368.02286585],0
p12,1,0.009344,6.755821,[ 15 258] ; [ 43 335],[ 24.32258065 248.67741935] ; [ 33.67741935 344.32258065],0
r3,1,0.029026,4.766059,[255  21] ; [363  14],[261.20673813  14.79326187] ; [356.79326187  20.20673813],0
r1,1,0.035485,4.421683,[215  61] ; [318  59],[225.28024502  50.71975498] ; [307.71975498  69.28024502],0
d1,1,0.036777,4.360726,[153 124] ; [240 139],[165.94664634 111.05335366] ; [227.05335366 151.94664634],0
p6,1,0.040169,4.210746,[ 95 178] ; [160 214],[107.59659969 165.40340031] ; [147.40340031 226.59659969],0
s1,1,0.055818,3.657491,[  4 270] ; [ 15 357],[  8.05882353 265.94117647] ; [ 10.94117647 361.05882353],0
p7,1,0.057916,3.596066,[169 103] ; [253 112],[180.19466248  91.80533752] ; [241.80533752 123.19466248],0
p4,1,0.063465,3.444439,[163 111] ; [251 126],[174.24884793  99.75115207] ; [239.75115207 137.24884793],0
n4,1,0.065257,3.398462,[236  41] ; [340  38],[243.59083969  33.40916031] ; [332.40916031  45.59083969],0
d4,1,0.073466,3.203834,[216  60] ; [315  61],[224.7791411  51.2208589] ; [306.2208589  69.7791411],0
a3,1,0.086443,2.939392,[193  83] ; [287  91],[202.56880734  73.43119266] ; [277.43119266 100.56880734],0
a8,1,0.114742,2.487669,[ 30 211] ; [ 61 294],[ 36.79697987 204.20302013] ; [ 54.20302013 300.79697987],0
p2,1,0.124075,2.365117,[225  50] ; [326  52],[232.04441041  42.95558959] ; [318.95558959  59.04441041],0
p5,1,0.124371,2.361396,[ 31 244] ; [ 58 317],[ 37.65384615 237.34615385] ; [ 51.34615385 323.65384615],0
p9,1,0.133968,2.245914,[230  41] ; [335  42],[236.28858025  34.71141975] ; [328.71141975  48.28858025],0
b1,1,0.13695,2.211897,[101 176] ; [160 219],[110.20884146 166.79115854] ; [150.79115854 228.20884146],0
a6,1,0.153111,2.040982,[198  79] ; [249 127],[189.61562021  87.38437979] ; [257.38437979 118.61562021],0
n1,1,0.17968,1.800267,[25 43] ; [35 38],[28.93617021 39.06382979] ; [31.06382979 41.93617021],0
p3,1,0.190255,1.715645,[136 139] ; [206 171],[144.24846626 130.75153374] ; [197.75153374 179.24846626],0
u3,1,0.196049,1.671563,[43 41] ; [56 36],[47.25 36.75] ; [51.75 40.25],0
u1,1,0.213138,1.549984,[ 47 230] ; [ 79 300],[ 53.20426829 223.79573171] ; [ 72.79573171 306.20426829],0
v3,1,0.214321,1.541997,[108 163] ; [163 201],[115.65511811 155.34488189] ; [155.34488189 208.65511811],0
d2,1,0.218071,1.517019,[131 144] ; [198 179],[138.76533742 136.23466258] ; [190.23466258 186.76533742],0
d3,1,0.219448,1.507977,[180  96] ; [263 114],[187.24042879  88.75957121] ; [255.75957121 121.24042879],0
p11,1,0.219518,1.507522,[219  58] ; [314  65],[225.0625  51.9375] ; [307.9375  71.0625],0
n2,1,0.301729,1.066536,[53 17] ; [62 13],[55.51724138 14.48275862] ; [59.48275862 15.51724138],0
p1,1,0.32091,0.985234,[ 21 256] ; [ 37 340],[ 24.56574924 252.43425076] ; [ 33.43425076 343.56574924],0
