Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,150.46807,[351 138] ; [ 6 94],[296.38879457 192.61120543] ; [60.61120543 39.38879457],1
d4,1,0.0,71.781707,[439  50] ; [55 44],[410.82653061  78.17346939] ; [83.17346939 15.82653061],1
a4,1,0.0,41.321721,[249 239] ; [15 82],[220.22564103 267.77435897] ; [43.77435897 53.22564103],1
d2,1,0.0,35.536276,[267 221] ; [22 78],[239.85034014 248.14965986] ; [49.14965986 50.85034014],1
d3,1,0.0,34.515649,[371 118] ; [46 53],[346.79081633 142.20918367] ; [70.20918367 28.79081633],1
a3,1,0.0,30.98017,[374 114] ; [48 50],[351.42662116 136.57337884] ; [70.57337884 27.42662116],1
a5,1,0.0,28.660385,[387 102] ; [53 46],[365.91836735 123.08163265] ; [74.08163265 24.91836735],1
u1,1,8e-06,19.905209,[116 373] ; [ 4 96],[ 99.62648557 389.37351443] ; [20.37351443 79.62648557],1
a2,1,2.9e-05,17.487144,[142 347] ; [ 9 91],[125.36332767 363.63667233] ; [25.63667233 74.36332767],1
p4,1,0.001169,10.538403,[328 160] ; [49 49],[313.95221843 174.04778157] ; [63.04778157 34.95221843],0
r1,1,0.002496,9.143173,[415  71] ; [73 27],[404.72354949  81.27645051] ; [83.27645051 16.72354949],0
r2,1,0.002536,9.114129,[471  13] ; [91  9],[465.76712329  18.23287671] ; [96.23287671  3.76712329],0
s8,1,0.004409,8.107076,[285 202] ; [43 57],[272.12265758 214.87734242] ; [55.87734242 44.12265758],0
v2,1,0.006751,7.338007,[277 190] ; [42 53],[265.07651246 201.92348754] ; [53.92348754 41.07651246],0
p3,1,0.012728,6.206562,[269 219] ; [41 58],[257.71720613 230.28279387] ; [52.28279387 46.71720613],0
p2,1,0.020766,5.34632,[418  68] ; [76 23],[410.4  75.6] ; [83.6 15.4],0
p1,1,0.036466,4.375164,[ 37 448] ; [14 85],[ 42.35445205 442.64554795] ; [ 8.64554795 90.35445205],0
v1,1,0.040685,4.189093,[280 193] ; [47 51],[270.87740806 202.12259194] ; [56.12259194 41.87740806],0
r3,1,0.043063,4.09292,[473  14] ; [93  7],[469.57751278  17.42248722] ; [96.42248722  3.57751278],0
n4,1,0.049573,3.855832,[389  98] ; [71 29],[381.63543441 105.36456559] ; [78.36456559 21.63543441],0
s2,1,0.073324,3.206992,[329 158] ; [57 41],[321.33675214 165.66324786] ; [64.66324786 33.33675214],0
u3,1,0.079898,3.066975,[78 35] ; [28 23],[73.03658537 39.96341463] ; [32.96341463 18.03658537],0
p6,1,0.124164,2.363988,[199 282] ; [32 65],[192.23356401 288.76643599] ; [38.76643599 58.23356401],0
a7,1,0.142941,2.146011,[365 123] ; [67 32],[359.14139693 128.85860307] ; [72.85860307 26.14139693],0
p7,1,0.147037,2.102727,[317 153] ; [58 39],[310.84656085 159.15343915] ; [64.15343915 32.84656085],0
n6,1,0.164339,1.933836,[424  62] ; [82 18],[419.65187713  66.34812287] ; [86.34812287 13.65187713],0
a1,1,0.171976,1.865631,[ 32 457] ; [ 3 97],[ 29.05772496 459.94227504] ; [ 5.94227504 94.05772496],0
b5,1,0.177168,1.821224,[309 180] ; [56 44],[303.03056027 185.96943973] ; [61.96943973 38.03056027],0
u4,1,0.189868,1.718645,[ 17 472] ; [ 1 99],[ 14.94397284 474.05602716] ; [ 3.05602716 96.94397284],0
p9,1,0.191278,1.707743,[426  55] ; [83 16],[422.11896552  58.88103448] ; [86.88103448 12.11896552],0
r4,1,0.218889,1.51164,[461  28] ; [91  9],[458.28183362  30.71816638] ; [93.71816638  6.28183362],0
p5,1,0.223758,1.480108,[ 61 423] ; [17 82],[ 64.75471698 419.24528302] ; [13.24528302 85.75471698],0
s7,1,0.275036,1.191456,[291 180] ; [53 42],[286.2614841 184.7385159] ; [57.7385159 37.2614841],0
n1,1,0.309355,1.033426,[50 65] ; [ 7 15],[47.84671533 67.15328467] ; [ 9.15328467 12.84671533],0
