Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,74.530447,[35 83] ; [80  9],[65.55555556 52.44444444] ; [49.44444444 39.55555556],1
d5,1,0.0,59.701684,[59 60] ; [88  1],[84.10096154 34.89903846] ; [62.89903846 26.10096154],1
d2,1,0.0,50.080316,[22 97] ; [59 29],[46.56521739 72.43478261] ; [34.43478261 53.56521739],1
d4,1,0.0,48.621952,[63 57] ; [86  3],[85.55023923 34.44976077] ; [63.44976077 25.55023923],1
u1,1,3e-06,21.666247,[  1 119] ; [17 72],[ 10.33492823 109.66507177] ; [ 7.66507177 81.33492823],1
a5,1,3e-06,21.605197,[61 59] ; [73 16],[76.93779904 43.06220096] ; [57.06220096 31.93779904],1
a2,1,0.000115,14.874872,[  8 112] ; [23 66],[ 17.79904306 102.20095694] ; [13.20095694 75.79904306],1
r1,1,0.000785,11.275665,[61 59] ; [65 23],[72.69230769 47.30769231] ; [53.30769231 34.69230769],1
a3,1,0.001461,10.127536,[59 60] ; [63 25],[70.1352657 48.8647343] ; [51.8647343 36.1352657],0
a4,1,0.001722,9.824998,[32 88] ; [42 46],[42.69230769 77.30769231] ; [31.30769231 56.69230769],0
r4,1,0.002763,8.957422,[79 41] ; [75 14],[88.42105263 31.57894737] ; [65.57894737 23.42105263],0
n1,1,0.007036,7.263831,[17 20] ; [ 5 27],[11.79710145 25.20289855] ; [10.20289855 21.79710145],0
p7,1,0.008551,6.914358,[47 72] ; [51 37],[56.33816425 62.66183575] ; [41.66183575 46.33816425],0
r2,1,0.01022,6.596138,[94 25] ; [81  7],[100.60386473  18.39613527] ; [74.39613527 13.60386473],0
a8,1,0.01951,5.45523,[ 16 100] ; [ 3 77],[ 11.24489796 104.75510204] ; [ 7.75510204 72.24489796],0
v4,1,0.028822,4.778223,[96 24] ; [81  8],[101.62679426  18.37320574] ; [75.37320574 13.62679426],0
a7,1,0.044925,4.021439,[71 48] ; [65 24],[77.80769231 41.19230769] ; [58.19230769 30.80769231],0
a6,1,0.069697,3.290133,[66 54] ; [60 29],[72.34449761 47.65550239] ; [53.65550239 35.34449761],0
r3,1,0.076621,3.135167,[93 26] ; [78 11],[97.83173077 21.16826923] ; [73.16826923 15.83173077],0
p4,1,0.093679,2.809995,[45 74] ; [44 45],[50.91826923 68.08173077] ; [38.08173077 50.91826923],0
p6,1,0.114216,2.494897,[26 92] ; [28 60],[30.93203883 87.06796117] ; [23.06796117 64.93203883],0
p11,1,0.13559,2.227306,[73 47] ; [63 26],[78.0861244 41.9138756] ; [57.9138756 31.0861244],0
p8,1,0.142485,2.150919,[45 73] ; [43 46],[50.16425121 67.83574879] ; [37.83574879 51.16425121],0
b1,1,0.165709,1.921338,[56 64] ; [33 56],[51.10047847 68.89952153] ; [37.89952153 51.10047847],0
p9,1,0.171643,1.868536,[77 40] ; [65 22],[81.44117647 35.55882353] ; [60.55882353 26.44117647],0
n4,1,0.186893,1.741939,[73 47] ; [62 27],[77.51196172 42.48803828] ; [57.48803828 31.51196172],0
u3,1,0.205106,1.605639,[28 32] ; [16 10],[30.69767442 29.30232558] ; [13.30232558 12.69767442],0
s8,1,0.234896,1.410968,[20 98] ; [21 68],[23.37198068 94.62801932] ; [17.62801932 71.37198068],0
b4,1,0.239154,1.385574,[63 57] ; [54 35],[67.17703349 52.82296651] ; [49.82296651 39.17703349],0
