Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,127.469793,[  4 109] ; [253 144],[56.94313725 56.05686275] ; [200.05686275 196.94313725],1
u3,1,0.172573,1.860453,[27 32] ; [69 53],[31.29281768 27.70718232] ; [64.70718232 57.29281768],0
s1,1,0.232877,1.423202,[  6 104] ; [ 12 380],[  3.94422311 106.05577689] ; [ 14.05577689 377.94422311],0
p7,1,0.244381,1.355144,[55 54] ; [219 167],[60.33535354 48.66464646] ; [213.66464646 172.33535354],0
a8,1,0.260943,1.26375,[ 7 97] ; [ 38 327],[ 9.97867804 94.02132196] ; [ 35.02132196 329.97867804],0
s7,1,0.27312,1.201008,[23 83] ; [103 279],[27.36885246 78.63114754] ; [ 98.63114754 283.36885246],0
s3,1,0.281936,1.157733,[41 68] ; [170 222],[45.90618762 63.09381238] ; [165.09381238 226.90618762],0
p11,1,0.351185,0.86917,[79 34] ; [295 102],[82.86666667 30.13333333] ; [291.13333333 105.86666667],0
n5,1,0.375917,0.784012,[80 32] ; [264 130],[76.14229249 35.85770751] ; [267.85770751 126.14229249],0
p3,1,0.39459,0.72475,[42 70] ; [165 228],[45.90891089 66.09108911] ; [161.09108911 231.90891089],0
s4,1,0.401391,0.704154,[20 92] ; [ 57 333],[17.17928287 94.82071713] ; [ 59.82071713 330.17928287],0
b5,1,0.465738,0.532069,[64 49] ; [240 157],[67.35686275 45.64313725] ; [236.64313725 160.35686275],0
v1,1,0.477951,0.503535,[48 64] ; [181 207],[51.296 60.704] ; [177.704 210.296],0
p12,1,0.563817,0.333139,[  6 106] ; [ 16 375],[  4.89860835 107.10139165] ; [ 17.10139165 373.89860835],0
n2,1,0.569494,0.323529,[26  8] ; [70 28],[24.72727273  9.27272727] ; [71.27272727 26.72727273],0
n4,1,0.788283,0.072114,[79 34] ; [282 114],[80.14341847 32.85658153] ; [280.85658153 115.14341847],0
p8,1,0.858869,0.031618,[49 61] ; [177 212],[49.81963928 60.18036072] ; [176.18036072 212.81963928],0
p5,1,0.896675,0.016864,[  8 103] ; [ 27 367],[  7.69306931 103.30693069] ; [ 27.30693069 366.69306931],0
b1,1,0.903211,0.014788,[40 73] ; [143 254],[40.54705882 72.45294118] ; [142.45294118 254.54705882],0
v3,1,0.904224,0.014479,[35 74] ; [125 257],[35.51934827 73.48065173] ; [124.48065173 257.51934827],0
p6,1,0.922732,0.009408,[31 80] ; [106 280],[30.59758551 80.40241449] ; [106.40241449 279.59758551],0
a1,1,0.960628,0.002437,[  5 108] ; [ 18 379],[  5.09607843 107.90392157] ; [ 17.90392157 379.09607843],0
n1,1,0.979657,0.00065,[12 22] ; [34 63],[11.9389313 22.0610687] ; [34.0610687 62.9389313],0
